,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Forecast_Returns,hvol21,Forecast_Volatility,Basic_PL,Total_Basic_PL,Vol_PL,Total_Vol_PL,Forecast_Vol_PL,Total_Forecast_Vol_PL
262,262,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,97741,CME,0,97,99071,2734,46500,164,25504,8636,390,39188,10854,57,2266,3199,0,70303,69800,28768,29271,4588.0,-3533.0,7112.0,54.0,29.0,71.0,37.0,6637.0,1339.0,-209.0,845.0,98.0,0.0,3860.0,8502.0,728.0,-3914.0,100,2.8,46.9,0.2,25.7,8.7,0.4,39.6,11.0,0.1,2.3,3.2,0.0,71.0,70.5,29.0,29.5,90,5.0,15.0,,8.0,7.0,,29.0,17.0,,,6.0,0.0,51.0,47.0,22.4,32.6,34.8,47.9,22.4,32.4,34.6,47.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.566204388314,SHORT,-0.888938538408,LONG,0.494083186878,LONG,2011-06-27,1026.31,1061.6,-0.00268532076,-0.00701916759996,0.120655567423,0.0483761543422,1061.6,10613.76,1061.6,23731.52,1061.6,59124.06
263,263,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-28,28.06.2011,97741,CME,0,97,94286,9220,34527,150,26798,8677,392,32833,13870,34,2390,4117,0,71817,61767,22469,32519,-4785.0,6486.0,-11973.0,-14.0,1294.0,41.0,2.0,-6355.0,3016.0,-23.0,124.0,918.0,0.0,1514.0,-8033.0,-6299.0,3248.0,100,9.8,36.6,0.2,28.4,9.2,0.4,34.8,14.7,0.0,2.5,4.4,0.0,76.2,65.5,23.8,34.5,98,9.0,12.0,,9.0,7.0,,24.0,27.0,,,7.0,0.0,51.0,54.0,25.1,27.0,37.3,38.7,25.1,26.9,36.9,38.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.406033873627,SHORT,-0.578485381855,LONG,0.51081042988,LONG,2011-07-04,1062.56,1061.3,0.016727243002,-0.00988583970565,0.117190613243,0.0474815163601,1061.3,11675.06,1061.3,24792.82,1061.3,60185.36
264,264,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-05,05.07.2011,97741,CME,0,97,94901,10846,37814,291,25474,8146,424,33112,13120,34,1449,3832,0,71630,63661,23271,31240,615.0,1626.0,3287.0,141.0,-1324.0,-531.0,32.0,279.0,-750.0,0.0,-941.0,-285.0,0.0,-187.0,1894.0,802.0,-1279.0,100,11.4,39.8,0.3,26.8,8.6,0.4,34.9,13.8,0.0,1.5,4.0,0.0,75.5,67.1,24.5,32.9,94,11.0,11.0,,9.0,7.0,,23.0,25.0,,,6.0,0.0,51.0,51.0,23.3,30.3,36.4,42.4,23.3,30.1,36.4,42.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.432427755667,SHORT,-0.554212905878,LONG,0.515407495538,LONG,2011-07-11,1071.29,-3519.56,0.004597065658,0.00667170010822,0.100604948097,0.0460969138027,-3519.56,8155.5,-3519.56,21273.26,-3519.56,56665.8
265,265,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,97741,CME,0,97,115846,8886,52840,773,26849,8145,428,45700,17361,83,1438,4118,0,84157,83748,31689,32098,20945.0,-1960.0,15026.0,482.0,1375.0,-1.0,4.0,12588.0,4241.0,49.0,-11.0,286.0,0.0,12527.0,20087.0,8418.0,858.0,100,7.7,45.6,0.7,23.2,7.0,0.4,39.4,15.0,0.1,1.2,3.6,0.0,72.6,72.3,27.4,27.7,99,9.0,15.0,4.0,9.0,7.0,,26.0,24.0,,,7.0,0.0,53.0,55.0,27.9,32.5,39.0,47.4,27.9,31.9,39.0,46.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.44939027291,SHORT,-0.712082428798,LONG,0.534491627136,LONG,2011-07-18,1112.92,1311.89,0.019084131598,-0.00730032800212,0.0740780975093,0.0460082915159,1311.89,9467.39,1311.89,22585.15,1311.89,57977.69
266,266,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,97741,CME,0,97,129653,7824,69853,899,28440,8315,359,56533,16519,192,1424,4341,0,95671,100478,33982,29175,13807.0,-1062.0,17013.0,126.0,1591.0,170.0,-69.0,10833.0,-842.0,109.0,-14.0,223.0,0.0,11514.0,16730.0,2293.0,-2923.0,100,6.0,53.9,0.7,21.9,6.4,0.3,43.6,12.7,0.1,1.1,3.3,0.0,73.8,77.5,26.2,22.5,107,9.0,17.0,4.0,9.0,7.0,,33.0,21.0,6.0,,9.0,0.0,64.0,56.0,28.9,37.4,39.3,52.7,28.9,37.0,39.3,52.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.547746810491,SHORT,-0.798550407457,LONG,0.547544551762,LONG,2011-07-25,1135.86,-6253.14,0.013052924626,0.00347020457495,0.0457942310297,0.0454311561561,-6253.14,3214.25,-6253.14,16332.01,-6253.14,51724.55
267,267,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,97741,CME,0,97,138932,6571,75717,1034,29900,7848,427,64448,18397,87,1743,3946,0,104210,107456,34722,31476,9279.0,-1253.0,5864.0,135.0,1460.0,-467.0,68.0,7915.0,1878.0,-105.0,319.0,-395.0,0.0,8539.0,6978.0,740.0,2301.0,100,4.7,54.5,0.7,21.5,5.6,0.3,46.4,13.2,0.1,1.3,2.8,0.0,75.0,77.3,25.0,22.7,109,7.0,18.0,5.0,10.0,7.0,,35.0,21.0,5.0,,8.0,0.0,67.0,55.0,29.6,38.0,40.4,52.7,29.6,37.6,40.4,52.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.555869394653,SHORT,-0.84029263076,LONG,0.584189890855,LONG,2011-08-01,1545.31,1816.28,0.036645339093,-0.0120799433896,0.0978569454419,0.0479048174431,1816.28,5030.53,1816.28,18148.29,1816.28,53540.83
268,268,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,97741,CME,0,97,148888,6644,84637,1306,28969,8056,602,72144,18721,172,821,3195,0,110658,116689,38230,32199,9956.0,73.0,8920.0,272.0,-931.0,208.0,175.0,7696.0,324.0,85.0,-922.0,-751.0,0.0,6448.0,9233.0,3508.0,723.0,100,4.5,56.8,0.9,19.5,5.4,0.4,48.5,12.6,0.1,0.6,2.1,0.0,74.3,78.4,25.7,21.6,112,7.0,19.0,5.0,10.0,7.0,,37.0,23.0,7.0,,7.0,0.0,67.0,60.0,31.9,38.5,42.5,54.4,31.9,38.0,42.5,53.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.587938150003,SHORT,-0.854427536946,LONG,0.564834571236,LONG,2011-08-08,1842.78,2073.57,-0.019355319619,0.0297003658625,0.168670614493,0.0469392869133,2073.57,7104.1,2073.57,20221.86,2073.57,55614.4
269,269,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,97741,CME,0,97,119904,5776,68478,822,31462,9381,1240,46272,12664,46,1000,1740,0,86618,94371,33286,25533,-28984.0,-868.0,-16159.0,-484.0,2493.0,1325.0,638.0,-25872.0,-6057.0,-126.0,179.0,-1455.0,0.0,-24040.0,-22318.0,-4944.0,-6666.0,100,4.8,57.1,0.7,26.2,7.8,1.0,38.6,10.6,0.0,0.8,1.5,0.0,72.2,78.7,27.8,21.3,76,8.0,13.0,4.0,11.0,7.0,4.0,24.0,10.0,5.0,,,0.0,51.0,38.0,34.1,44.3,45.0,59.8,34.1,44.1,45.0,59.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.57024569024,SHORT,-0.844425889514,LONG,0.540631197512,LONG,2011-08-15,1421.59,1435.06,-0.024203373724,0.00284913931511,0.206673597249,0.0466391549637,1435.06,8539.16,1435.06,21656.92,1435.06,57049.46
270,270,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-16,16.08.2011,97741,CME,0,97,126262,6283,74125,993,32983,8835,1070,50822,13007,65,1000,1740,0,93216,99835,33046,26427,6358.0,507.0,5647.0,171.0,1521.0,-546.0,-170.0,4550.0,343.0,19.0,0.0,0.0,0.0,6598.0,5464.0,-240.0,894.0,100,5.0,58.7,0.8,26.1,7.0,0.8,40.3,10.3,0.1,0.8,1.4,0.0,73.8,79.1,26.2,20.9,80,8.0,13.0,5.0,10.0,7.0,4.0,28.0,11.0,4.0,,,0.0,55.0,38.0,35.4,45.6,46.4,61.7,35.4,45.3,46.1,61.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.592442306788,SHORT,-0.84372201771,LONG,0.577454684586,LONG,2011-08-22,1743.31,1707.07,0.036823487074,-0.0317301803,0.24403049242,0.0487781851756,1707.07,10246.23,1707.07,23363.99,1707.07,58756.53
271,271,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,97741,CME,0,97,131217,6554,74623,1162,34936,9570,1056,56213,14276,131,1498,2297,0,101550,103115,29667,28102,4955.0,271.0,498.0,169.0,1953.0,735.0,-14.0,5391.0,1269.0,66.0,498.0,557.0,0.0,8334.0,3280.0,-3379.0,1675.0,100,5.0,56.9,0.9,26.6,7.3,0.8,42.8,10.9,0.1,1.1,1.8,0.0,77.4,78.6,22.6,21.4,95,9.0,13.0,5.0,11.0,7.0,,36.0,13.0,6.0,,,0.0,65.0,44.0,37.8,45.8,46.5,60.3,37.8,45.7,46.3,59.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.594943891955,SHORT,-0.838525690774,LONG,0.569945625309,LONG,2011-08-29,1403.27,1253.14,-0.007509059277,0.0235754943962,0.200621724363,0.0470224515793,1253.14,11499.37,1253.14,24617.13,1253.14,60009.67
272,272,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,97741,CME,0,97,126128,6377,73539,1151,34816,9195,1038,49879,10254,133,1000,2252,0,94394,97562,31734,28566,-5089.0,-177.0,-1084.0,-11.0,-120.0,-375.0,-18.0,-6334.0,-4022.0,2.0,-498.0,-45.0,0.0,-7156.0,-5553.0,2067.0,464.0,100,5.1,58.3,0.9,27.6,7.3,0.8,39.5,8.1,0.1,0.8,1.8,0.0,74.8,77.4,25.2,22.6,88,8.0,14.0,5.0,11.0,7.0,4.0,32.0,11.0,5.0,,4.0,0.0,59.0,43.0,37.7,49.3,46.7,60.2,37.7,49.0,46.4,59.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.658955980909,SHORT,-0.840407427799,LONG,0.582149917066,LONG,2011-09-05,1341.07,1163.9,0.012204291757,-0.0100437301444,0.189518417067,0.0461278502236,1163.9,12663.27,1163.9,25781.03,1163.9,61173.57
273,273,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-09-06,06.09.2011,97741,CME,0,97,123412,7270,67205,1302,35573,9104,1162,48378,9717,753,1695,2252,0,96133,91495,27279,31917,-2716.0,893.0,-6334.0,151.0,757.0,-91.0,124.0,-1501.0,-537.0,620.0,695.0,0.0,0.0,1739.0,-6067.0,-4455.0,3351.0,100,5.9,54.5,1.1,28.8,7.4,0.9,39.2,7.9,0.6,1.4,1.8,0.0,77.9,74.1,22.1,25.9,91,10.0,11.0,5.0,11.0,6.0,5.0,33.0,14.0,7.0,,4.0,0.0,64.0,44.0,33.5,47.8,43.6,58.3,33.5,47.7,43.3,57.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.665478956881,SHORT,-0.804766700235,LONG,0.592452492334,LONG,2011-09-12,1741.66,1508.93,0.010302575268,0.0013025361769,0.131397905194,0.0453406120907,1508.93,14172.2,1508.93,27289.96,1508.93,62682.5
274,274,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,97741,CME,0,97,151535,9802,70984,20469,36846,9245,1142,51903,13528,2644,1000,2400,0,123806,120412,27729,31123,28123.0,2532.0,3779.0,19167.0,1273.0,141.0,-20.0,3525.0,3811.0,1891.0,-695.0,148.0,0.0,27673.0,28917.0,450.0,-794.0,100,6.5,46.8,13.5,24.3,6.1,0.8,34.3,8.9,1.7,0.7,1.6,0.0,81.7,79.5,18.3,20.5,95,9.0,13.0,8.0,12.0,7.0,4.0,31.0,18.0,6.0,,4.0,0.0,62.0,51.0,36.0,51.1,48.0,60.3,30.3,40.3,38.2,49.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.586495697758,SHORT,-0.757334191568,LONG,0.598837083162,LONG,2011-09-19,1388.67,1225.3,0.006384590828,0.00236092348579,0.0642199896752,0.0445560289527,1225.3,15397.5,1225.3,28515.26,1225.3,63907.8
275,275,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-09-20,20.09.2011,97741,CME,0,97,127828,870,69996,5,37476,8676,1182,57364,18408,152,1920,2107,0,98969,100526,28859,27302,-23707.0,-8932.0,-988.0,-20464.0,630.0,-569.0,40.0,5461.0,4880.0,-2492.0,920.0,-293.0,0.0,-24837.0,-19886.0,1130.0,-3821.0,100,0.7,54.8,0.0,29.3,6.8,0.9,44.9,14.4,0.1,1.5,1.6,0.0,77.4,78.6,22.6,21.4,93,,15.0,,11.0,6.0,4.0,31.0,21.0,,,5.0,0.0,50.0,50.0,40.6,43.4,50.4,56.5,40.6,43.4,50.1,56.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.514121311302,SHORT,-0.97544661756,LONG,0.624024960998,LONG,2011-09-26,1624.91,1394.19,0.025187877836,0.0115636918953,0.0587511419908,0.0456431726083,1394.19,16791.69,1394.19,29909.45,1394.19,65301.99
276,276,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,97741,CME,0,97,125732,2557,67539,9,37781,9366,1208,55258,15966,240,1454,2107,0,98507,96435,27225,29297,-2096.0,1687.0,-2457.0,4.0,305.0,690.0,26.0,-2106.0,-2442.0,88.0,-466.0,0.0,0.0,-462.0,-4091.0,-1634.0,1995.0,100,2.0,53.7,0.0,30.0,7.4,1.0,43.9,12.7,0.2,1.2,1.7,0.0,78.3,76.7,21.7,23.3,96,4.0,16.0,,11.0,7.0,4.0,27.0,24.0,,,5.0,0.0,49.0,54.0,40.2,41.8,51.9,54.2,40.2,41.8,51.6,54.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.551667977086,SHORT,-0.927042912577,LONG,0.602689460623,LONG,2011-10-03,1480.12,1240.79,-0.021335500375,0.00868503476513,0.140018655625,0.0446864431301,1240.79,18032.48,1240.79,31150.24,1240.79,66542.78
277,277,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,97741,CME,0,97,134724,2023,76377,69,42433,10108,1169,59897,13562,295,1786,2092,0,107672,103672,27052,31052,8992.0,-534.0,8838.0,60.0,4652.0,742.0,-39.0,4639.0,-2404.0,55.0,332.0,-15.0,0.0,9165.0,7237.0,-173.0,1755.0,100,1.5,56.7,0.1,31.5,7.5,0.9,44.5,10.1,0.2,1.3,1.6,0.0,79.9,77.0,20.1,23.0,93,,14.0,,11.0,7.0,4.0,27.0,24.0,,,4.0,0.0,50.0,51.0,41.6,44.9,52.1,57.8,41.6,44.8,51.9,57.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.630760015791,SHORT,-0.948392857143,LONG,0.6152338174,LONG,2011-10-10,1098.92,909.24,0.012544356777,0.0156218620822,0.14167626469,0.0455763328939,909.24,18941.72,909.24,32059.48,909.24,67452.02
278,278,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-10-11,11.10.2011,97741,CME,0,97,153849,2015,96442,72,60759,9141,1172,61251,15127,288,1786,2104,0,127343,124346,26506,29503,19125.0,-8.0,20065.0,3.0,18326.0,-967.0,3.0,1354.0,1565.0,-7.0,0.0,12.0,0.0,19671.0,20674.0,-546.0,-1549.0,100,1.3,62.7,0.0,39.5,5.9,0.8,39.8,9.8,0.2,1.2,1.4,0.0,82.8,80.8,17.2,19.2,95,,14.0,,11.0,7.0,4.0,28.0,24.0,,,5.0,0.0,52.0,52.0,50.6,52.7,62.0,63.6,50.6,52.7,61.8,63.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.603891172851,SHORT,-0.95906842581,LONG,0.738454935622,LONG,2011-10-17,1314.47,1001.6,0.123221118222,0.00326415762545,0.447575645478,0.0452320936366,1001.6,19943.32,0.0,32059.48,1001.6,68453.62
279,279,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-10-18,18.10.2011,97741,CME,0,97,152255,2438,90767,75,57531,9628,1282,64005,17957,332,1667,2342,0,127330,122383,24925,29872,-1594.0,423.0,-5675.0,3.0,-3228.0,487.0,110.0,2754.0,2830.0,44.0,-119.0,238.0,0.0,-13.0,-1963.0,-1581.0,369.0,100,1.6,59.6,0.0,37.8,6.3,0.8,42.0,11.8,0.2,1.1,1.5,0.0,83.6,80.4,16.4,19.6,100,,15.0,,11.0,7.0,4.0,29.0,27.0,,,5.0,0.0,53.0,57.0,51.6,52.3,63.3,62.2,51.6,52.3,63.0,62.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.561821331837,SHORT,-0.947685210021,LONG,0.713277446061,LONG,2011-10-24,-9025.17,1314.34,-0.025177489561,-0.00504726886117,0.500265752927,0.0446255632737,1314.34,21257.66,0.0,32059.48,1314.34,69767.96
280,280,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-10-25,25.10.2011,97741,CME,0,97,165616,1337,106927,122,55311,8398,1424,71719,16668,431,2241,2596,0,132585,136566,33031,29050,13361.0,-1101.0,16160.0,47.0,-2220.0,-1230.0,142.0,7714.0,-1289.0,99.0,574.0,254.0,0.0,5255.0,14183.0,8106.0,-822.0,100,0.8,64.6,0.1,33.4,5.1,0.9,43.3,10.1,0.3,1.4,1.6,0.0,80.1,82.5,19.9,17.5,114,,16.0,4.0,12.0,6.0,4.0,41.0,25.0,4.0,4.0,7.0,0.0,68.0,58.0,45.2,52.4,53.5,62.4,45.2,52.3,53.2,62.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.622840462964,SHORT,-0.975301115791,LONG,0.736363779058,LONG,2011-10-31,1669.12,1504.1,0.023086332997,0.065885481995,0.456838832137,0.0724903638306,1504.1,22761.76,0.0,32059.48,0.0,69767.96
281,281,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-11-01,01.11.2011,97741,CME,0,97,138045,7493,85075,267,51899,7863,1605,50160,14677,1478,1000,1792,0,113902,112757,24143,25288,-27571.0,6156.0,-21852.0,145.0,-3412.0,-535.0,181.0,-21559.0,-1991.0,1047.0,-1241.0,-804.0,0.0,-18683.0,-23809.0,-8888.0,-3762.0,100,5.4,61.6,0.2,37.6,5.7,1.2,36.3,10.6,1.1,0.7,1.3,0.0,82.5,81.7,17.5,18.3,91,7.0,13.0,,10.0,5.0,4.0,30.0,21.0,4.0,,4.0,0.0,56.0,46.0,46.3,57.7,57.2,63.9,46.3,57.5,56.7,63.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.547264679118,SHORT,-0.838108201538,LONG,0.736856196245,LONG,2011-11-07,1102.75,-2202.7,0.000492417187,0.0533312591685,0.468306759528,0.066462062565,-2202.7,20559.06,0.0,32059.48,-2202.7,67565.26
282,282,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-11-08,08.11.2011,97741,CME,0,97,138981,9621,86815,367,53267,7441,1474,49153,14215,381,1000,1547,0,115263,112240,23718,26741,936.0,2128.0,1740.0,100.0,1368.0,-422.0,-131.0,-1007.0,-462.0,-1097.0,0.0,-245.0,0.0,1361.0,-517.0,-425.0,1453.0,100,6.9,62.5,0.3,38.3,5.4,1.1,35.4,10.2,0.3,0.7,1.1,0.0,82.9,80.8,17.1,19.2,85,6.0,13.0,,9.0,5.0,,29.0,18.0,4.0,,4.0,0.0,53.0,42.0,47.1,58.4,59.0,64.1,47.1,58.1,58.5,63.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.55135083954,SHORT,-0.800468704633,LONG,0.754859326613,LONG,2011-11-14,1411.73,1237.82,0.018003130368,-0.00204769234483,0.157105191691,0.0619027819017,1237.82,21796.88,1237.82,33297.3,1237.82,68803.08
283,283,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-11-15,15.11.2011,97741,CME,0,97,142233,9200,90374,282,54011,8114,1494,54801,14368,277,1000,2178,0,121065,117087,21168,25146,3252.0,-421.0,3559.0,-85.0,744.0,673.0,20.0,5648.0,153.0,-104.0,0.0,631.0,0.0,5802.0,4847.0,-2550.0,-1595.0,100,6.5,63.5,0.2,38.0,5.7,1.1,38.5,10.1,0.2,0.7,1.5,0.0,85.1,82.3,14.9,17.7,87,6.0,12.0,,9.0,6.0,,29.0,19.0,4.0,,5.0,0.0,51.0,45.0,49.3,59.2,62.0,65.3,49.3,59.0,61.5,65.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.58455377409,SHORT,-0.815212806556,LONG,0.738784708249,LONG,2011-11-21,-2638.45,803.04,-0.016074618364,0.0126072194302,0.128529833527,0.0573091003382,803.04,22599.92,803.04,34100.34,803.04,69606.12
284,284,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-11-22,22.11.2011,97741,CME,0,97,149571,9554,99890,297,54635,9402,1508,61021,12165,394,1000,2206,0,128409,125862,21162,23709,7338.0,354.0,9516.0,15.0,624.0,1288.0,14.0,6220.0,-2203.0,117.0,0.0,28.0,0.0,7344.0,8775.0,-6.0,-1437.0,100,6.4,66.8,0.2,36.5,6.3,1.0,40.8,8.1,0.3,0.7,1.5,0.0,85.9,84.1,14.1,15.9,88,6.0,12.0,,10.0,7.0,,30.0,17.0,4.0,,5.0,0.0,54.0,44.0,49.6,60.7,61.9,68.6,49.6,60.6,61.4,68.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.667559369278,SHORT,-0.825408428055,LONG,0.706357262208,LONG,2011-11-28,1483.94,1106.87,-0.032427446041,0.00905995952004,0.156288068841,0.05439835048,1106.87,23706.79,1106.87,35207.21,1106.87,70712.99
285,285,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-11-29,29.11.2011,97741,CME,0,97,166279,19526,113642,1489,60973,9406,1532,61943,13871,35,1220,1543,0,146718,141518,19561,24761,16708.0,9972.0,13752.0,1192.0,6338.0,4.0,24.0,922.0,1706.0,-359.0,220.0,-663.0,0.0,18309.0,15656.0,-1601.0,1052.0,100,11.7,68.3,0.9,36.7,5.7,0.9,37.3,8.3,0.0,0.7,0.9,0.0,88.2,85.1,11.8,14.9,90,6.0,13.0,,10.0,7.0,,29.0,19.0,,,4.0,0.0,52.0,47.0,51.8,60.5,65.4,69.2,51.1,60.3,64.5,69.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.634078138602,SHORT,-0.706746365493,LONG,0.732704357834,LONG,2011-12-05,1081.55,873.02,0.026347095626,0.00201077664552,0.20070133431,0.0518159113308,873.02,24579.81,873.02,36080.23,873.02,71586.01
286,286,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-12-06,06.12.2011,97741,CME,0,97,178625,19319,118944,9035,63230,10102,1451,65312,12051,164,1285,2033,0,159796,153780,18829,24845,12346.0,-207.0,5302.0,7546.0,2257.0,696.0,-81.0,3369.0,-1820.0,129.0,65.0,490.0,0.0,13078.0,12262.0,-732.0,84.0,100,10.8,66.6,5.1,35.4,5.7,0.8,36.6,6.7,0.1,0.7,1.1,0.0,89.5,86.1,10.5,13.9,87,6.0,13.0,7.0,8.0,8.0,6.0,25.0,19.0,,,5.0,0.0,51.0,52.0,53.0,57.4,70.2,67.7,51.7,57.3,65.7,66.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.688455721727,SHORT,-0.720547073331,LONG,0.724485899744,LONG,2011-12-12,1031.85,907.99,-0.00821845809,-0.0237870090279,0.178635998733,0.0512845568704,907.99,25487.8,907.99,36988.22,907.99,72494.0
