,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
442,442,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-24,24.06.2014,239741,CME,0,239,35807,540,14118,12,22285,17938,22837,32068,12970,3739,35807,540,14118,12,22285,17938,22837,32068,12970,3739,0,0,0,0,0,0,0,0,0,0,2551.0,3.0,1312.0,0.0,1756.0,987.0,1759.0,2299.0,792.0,252.0,100,1.5,39.4,0.0,62.2,50.1,63.8,89.6,36.2,10.4,100,1.5,39.4,0.0,62.2,50.1,63.8,89.6,36.2,10.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2,20,1,18,19,21,39,52,2,20,1,18,19,21,39,0,0,0,0,0,0,0,0,44.5,32.5,55.4,46.3,41.9,27.1,50.2,40.1,44.5,32.5,55.4,46.3,41.9,27.1,50.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RUSSEL 2000 INDEX X $500),-13578,-0.92632009824,LONG,4347,0.108072495836,SHORT,2014-06-30,578.51,534.89,-1.64828895703,578.51,65814.01,0.0913797490107,-1.01096699632,-0.231145861523,578.51,131010.4,0.759158572828,1.04479707653,578.51,46246.25
443,443,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-01,01.07.2014,23977A,ICUS,1,239,337002,37235,49809,6765,274487,268039,318487,324613,18515,12389,337002,37235,49809,6765,274487,268039,318487,324613,18515,12389,0,0,0,0,0,0,0,0,0,0,6110.0,1195.0,2113.0,106.0,10671.0,4930.0,11972.0,7149.0,-5862.0,-1039.0,100,11.0,14.8,2.0,81.4,79.5,94.5,96.3,5.5,3.7,100,11.0,14.8,2.0,81.4,79.5,94.5,96.3,5.5,3.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,51,40,13,105,94,162,141,261,51,40,13,105,94,162,141,0,0,0,0,0,0,0,0,31.1,26.7,41.1,38.3,27.0,26.7,35.9,36.6,31.1,26.7,41.1,38.3,27.0,26.7,35.9,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RUSSELL 2000 INDEX X $100.00),-12574,-0.144455677588,LONG,6448,0.0118851446751,SHORT,2014-07-07,668.25,620.81,0.781864420652,668.25,66482.26,-0.436041588808,-0.0814669944202,-0.461650891139,668.25,131678.65,0.808240666018,1.03685939244,668.25,46914.5
444,444,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-08,08.07.2014,23977A,ICUS,1,239,355139,33799,99802,1235,304871,241980,339905,343017,15234,12122,355139,33799,99802,1235,304871,241980,339905,343017,15234,12122,0,0,0,0,0,0,0,0,0,0,-101145.0,4554.0,2463.0,-6703.0,-97219.0,-91793.0,-99368.0,-96033.0,-1777.0,-5112.0,100,9.5,28.1,0.3,85.8,68.1,95.7,96.6,4.3,3.4,100,9.5,28.1,0.3,85.8,68.1,95.7,96.6,4.3,3.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,19,46,5,90,95,112,143,221,19,46,5,90,95,112,143,0,0,0,0,0,0,0,0,44.4,22.9,55.8,35.2,41.0,22.9,52.0,33.4,44.4,22.9,55.8,35.2,41.0,22.9,52.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RUSSELL 2000 INDEX X $100.00),-66003,-0.494030733303,LONG,62891,0.115005732823,SHORT,2014-07-14,644.08,593.28,-0.349575055715,644.08,67126.34,0.784469043339,-0.881582550037,-0.549875457435,644.08,132322.73,1.04678563658,0.986660765663,0.0,46914.5
445,445,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-15,15.07.2014,240741,CME,0,240,32081,6711,11531,0,19178,12093,25889,23624,6192,8457,32081,6711,11531,0,19178,12093,25889,23624,6192,8457,0,0,0,0,0,0,0,0,0,0,1298.0,244.0,476.0,0.0,2020.0,-373.0,2264.0,103.0,-966.0,1195.0,100,20.9,35.9,0.0,59.8,37.7,80.7,73.6,19.3,26.4,100,20.9,35.9,0.0,59.8,37.7,80.7,73.6,19.3,26.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,11,10,0,19,18,30,28,54,11,10,0,19,18,30,28,0,0,0,0,0,0,0,0,38.1,33.4,54.6,48.6,37.3,33.4,53.8,48.3,38.1,33.4,54.6,48.6,37.3,33.4,53.8,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X $5.00),-4820,-0.26422541388,LONG,7085,0.226567746474,SHORT,2014-07-21,-600.24,408.63,0.229805319423,-600.24,66526.1,-0.37679639589,-0.164666230228,-0.312880256611,-600.24,131722.49,0.981991222643,1.0763312165,-600.24,46314.26
446,446,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-22,22.07.2014,240741,CME,0,240,49638,12422,18003,275,26885,18160,39582,36438,10056,13200,49638,12422,18003,275,26885,18160,39582,36438,10056,13200,0,0,0,0,0,0,0,0,0,0,2932.0,510.0,1213.0,48.0,2169.0,1712.0,2727.0,2973.0,205.0,-41.0,100,25.0,36.3,0.6,54.2,36.6,79.7,73.4,20.3,26.6,100,25.0,36.3,0.6,54.2,36.6,79.7,73.4,20.3,26.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,22,19,2,14,23,37,43,75,22,19,2,14,23,37,43,0,0,0,0,0,0,0,0,32.4,32.0,50.0,42.8,32.4,32.0,48.3,40.2,32.4,32.0,50.0,42.8,32.4,32.0,48.3,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X $5.00),-5581,-0.183434675431,LONG,8725,0.193695193695,SHORT,2014-07-28,-4375.7,562.62,0.080790738449,-4375.7,62150.4,0.163900934476,-0.21349979015,-0.236326320828,-4375.7,127346.79,0.889356800163,0.737437979449,0.0,46314.26
447,447,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-29,29.07.2014,240743,CME,0,240,40795,5746,8731,368,24239,20697,30353,29796,10442,10999,40795,5746,8731,368,24239,20697,30353,29796,10442,10999,0,0,0,0,0,0,0,0,0,0,5264.0,2082.0,5150.0,-116.0,3187.0,2766.0,5153.0,7800.0,111.0,-2536.0,100,14.1,21.4,0.9,59.4,50.7,74.4,73.0,25.6,27.0,100,14.1,21.4,0.9,59.4,50.7,74.4,73.0,25.6,27.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,11,7,1,19,18,30,26,50,11,7,1,19,18,30,26,0,0,0,0,0,0,0,0,38.7,40.7,50.9,56.6,37.0,40.7,49.2,56.6,38.7,40.7,50.9,56.6,37.0,40.7,49.2,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NIKKEI INDEX X JPY 500),-2985,-0.206189127582,LONG,3542,0.0788232152395,SHORT,2014-08-04,496.43,433.78,-0.022754452151,496.43,62646.83,-0.112788587206,-0.182933347185,-0.183158944896,496.43,127843.22,0.810529957851,0.516043902933,0.0,46314.26
448,448,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-05,05.08.2014,244041,NYL,1,244,112521,18395,13860,6301,81895,89203,106591,109364,5930,3157,112521,18395,13860,6301,81895,89203,106591,109364,5930,3157,0,0,0,0,0,0,0,0,0,0,2052.0,702.0,475.0,74.0,1896.0,1484.0,2672.0,2033.0,-620.0,19.0,100,16.3,12.3,5.6,72.8,79.3,94.7,97.2,5.3,2.8,100,16.3,12.3,5.6,72.8,79.3,94.7,97.2,5.3,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,12,7,2,55,39,67,48,96,12,7,2,55,39,67,48,0,0,0,0,0,0,0,0,37.4,47.0,50.5,69.6,32.1,44.5,45.2,63.8,37.4,47.0,50.5,69.6,32.1,44.5,45.2,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(MSCI EAFE INDEX X $50),4535,0.140598356844,SHORT,-7308,-0.0427123636746,LONG,2014-08-11,547.12,460.98,0.346787484426,460.98,63107.81,-0.041136122086,0.134814685672,-0.0186370302924,0.0,127843.22,0.745743271072,0.514079155,0.0,46314.26
449,449,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-12,12.08.2014,244042,NYL,1,244,221702,69382,42731,1638,137039,171453,208059,215822,13643,5880,221702,69382,42731,1638,137039,171453,208059,215822,13643,5880,0,0,0,0,0,0,0,0,0,0,-357.0,1599.0,817.0,-309.0,-618.0,2193.0,672.0,2701.0,-1029.0,-3058.0,100,31.3,19.3,0.7,61.8,77.3,93.8,97.3,6.2,2.7,100,31.3,19.3,0.7,61.8,77.3,93.8,97.3,6.2,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,40,25,12,63,58,107,91,157,40,25,12,63,58,107,91,0,0,0,0,0,0,0,0,37.9,33.3,50.5,50.9,27.3,31.2,39.6,45.4,37.9,33.3,50.5,50.9,27.3,31.2,39.6,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(MSCI EAFE INDEX X $50),26651,0.237715519164,SHORT,-34414,-0.111555567081,LONG,2014-08-18,-1322.91,504.45,0.09711716232,504.45,63612.26,0.00837205689044,0.239705687014,0.195107388438,504.45,128347.67,0.696778223632,0.508698282375,0.0,46314.26
450,450,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-19,19.08.2014,244741,CME,0,244,32924,4859,9036,183,26151,21516,31193,30735,1731,2189,32924,4859,9036,183,26151,21516,31193,30735,1731,2189,0,0,0,0,0,0,0,0,0,0,2244.0,522.0,-751.0,-12.0,1603.0,3007.0,2113.0,2244.0,131.0,0.0,100,14.8,27.4,0.6,79.4,65.4,94.7,93.4,5.3,6.6,100,14.8,27.4,0.6,79.4,65.4,94.7,93.4,5.3,6.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,7,1,13,13,21,20,38,7,7,1,13,13,21,20,0,0,0,0,0,0,0,0,72.1,60.5,81.7,79.8,70.9,60.5,80.4,79.8,72.1,60.5,81.7,79.8,70.9,60.5,80.4,79.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(MSCI EAFE INDEX X $50),-4177,-0.300611730838,LONG,4635,0.0972370822582,SHORT,2014-08-25,514.4,-5936.95,-0.538327250002,514.4,64126.66,-0.167421229568,-0.250282945238,-0.0306836362573,0.0,128347.67,0.676904046898,0.652678570346,0.0,46314.26
451,451,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-26,26.08.2014,246602,CBT,0,246,10807,2437,582,4,8046,10140,10487,10726,320,81,10807,2437,582,4,8046,10140,10487,10726,320,81,0,0,0,0,0,0,0,0,0,0,88.0,-572.0,-40.0,4.0,608.0,108.0,40.0,72.0,48.0,16.0,100,22.6,5.4,0.0,74.5,93.8,97.0,99.3,3.0,0.7,100,22.6,5.4,0.0,74.5,93.8,97.0,99.3,3.0,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,9,4,1,6,13,15,18,31,9,4,1,6,13,15,18,0,0,0,0,0,0,0,0,79.0,79.8,93.6,92.7,78.9,79.8,93.5,92.6,79.0,79.8,93.6,92.7,78.9,79.8,93.5,92.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000)",1855,0.614441868168,SHORT,-2094,-0.115143516991,LONG,2014-09-01,850.1,742.65,0.915053599006,742.65,64869.31,-0.0475251800974,0.585240407724,0.186606945371,742.65,129090.32,0.6473306761,0.788540468379,742.65,47056.91
452,452,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-02,02.09.2014,246602,CBT,0,246,44564,3206,15915,333,40824,26334,44363,42582,201,1982,44564,3206,15915,333,40824,26334,44363,42582,201,1982,0,0,0,0,0,0,0,0,0,0,-373.0,-241.0,-157.0,-1.0,-29.0,-116.0,-271.0,-274.0,-102.0,-99.0,100,7.2,35.7,0.7,91.6,59.1,99.5,95.6,0.5,4.4,100,7.2,35.7,0.7,91.6,59.1,99.5,95.6,0.5,4.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,12,2,13,9,22,23,38,9,12,2,13,9,22,23,0,0,0,0,0,0,0,0,76.0,84.1,91.8,90.9,72.0,73.1,82.9,79.9,76.0,84.1,91.8,90.9,72.0,73.1,82.9,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000)",-12709,-0.664661890069,LONG,14490,0.215759849906,SHORT,2014-09-08,824.21,693.12,-1.27910375824,824.21,65693.52,0.254879290698,-0.834070441164,-0.182239901965,824.21,129914.53,0.67325374095,0.955990440413,824.21,47881.12
453,453,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-09,09.09.2014,247602,CBT,0,246,14738,2227,3203,0,12227,11503,14454,14706,284,32,14738,2227,3203,0,12227,11503,14454,14706,284,32,0,0,0,0,0,0,0,0,0,0,-208.0,22.0,-55.0,0.0,-242.0,-144.0,-220.0,-199.0,12.0,-9.0,100,15.1,21.7,0.0,83.0,78.0,98.1,99.8,1.9,0.2,100,15.1,21.7,0.0,83.0,78.0,98.1,99.8,1.9,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,7,7,0,5,13,12,20,31,7,7,0,5,13,12,20,0,0,0,0,0,0,0,0,88.7,71.2,96.4,86.6,88.7,71.2,96.4,86.6,88.7,71.2,96.4,86.6,88.7,71.2,96.4,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000)",-976,-0.179742173112,LONG,724,0.0305099030763,SHORT,2014-09-15,1251.79,1098.23,0.484919716957,1251.79,66945.31,-0.438751295545,-0.100880061795,-0.354581884518,1251.79,131166.32,0.759492080938,0.816592997888,1251.79,49132.91
454,454,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-16,16.09.2014,247602,CBT,0,246,27394,2939,5064,160,24158,22037,27257,27261,137,133,27394,2939,5064,160,24158,22037,27257,27261,137,133,0,0,0,0,0,0,0,0,0,0,4764.0,914.0,1814.0,-210.0,3991.0,3154.0,4695.0,4758.0,69.0,6.0,100,10.7,18.5,0.6,88.2,80.4,99.5,99.5,0.5,0.5,100,10.7,18.5,0.6,88.2,80.4,99.5,99.5,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,7,7,2,12,8,20,16,31,7,7,2,12,8,20,16,0,0,0,0,0,0,0,0,81.7,90.5,92.3,96.6,71.8,76.7,78.4,81.8,81.7,90.5,92.3,96.6,71.8,76.7,78.4,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000)",-2125,-0.265525427965,LONG,2121,0.0459140599632,SHORT,2014-09-22,183.33,732.54,-0.085783254853,183.33,67128.64,0.612327964391,-0.428114072765,-0.316346717921,183.33,131349.65,0.919280614842,0.966307878528,183.33,49316.24
455,455,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-23,23.09.2014,256741,CME,0,256,21694,5985,1534,0,14295,19744,20280,21278,1414,416,21694,5985,1534,0,14295,19744,20280,21278,1414,416,0,0,0,0,0,0,0,0,0,0,-369.0,-384.0,-182.0,0.0,38.0,70.0,-346.0,-112.0,-23.0,-257.0,100,27.6,7.1,0.0,65.9,91.0,93.5,98.1,6.5,1.9,100,27.6,7.1,0.0,65.9,91.0,93.5,98.1,6.5,1.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,9,4,0,6,3,15,7,21,9,4,0,6,3,15,7,0,0,0,0,0,0,0,0,69.3,96.3,86.7,98.1,69.3,96.3,86.3,97.6,69.3,96.3,86.7,98.1,69.3,96.3,86.3,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(GSCI X $250),4451,0.591967016891,SHORT,-5449,-0.160081083463,LONG,2014-09-29,1084.11,935.65,0.857492444856,935.65,68064.29,-0.235841824161,0.452356435784,0.129309597097,935.65,132285.3,0.845447181697,0.959241828754,935.65,50251.89
456,456,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-30,30.09.2014,26265D,NYME,1,262,7730,400,868,100,7210,6742,7710,7710,20,20,7730,400,868,100,7210,6742,7710,7710,20,20,0,0,0,0,0,0,0,0,0,0,391.0,0.0,235.0,-50.0,441.0,206.0,391.0,391.0,0.0,0.0,100,5.2,11.2,1.3,93.3,87.2,99.7,99.7,0.3,0.3,100,5.2,11.2,1.3,93.3,87.2,99.7,99.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2,1,1,26,29,29,31,41,2,1,1,26,29,29,31,0,0,0,0,0,0,0,0,40.8,33.3,63.5,56.3,33.8,29.5,48.4,40.7,40.8,33.3,63.5,56.3,33.8,29.5,48.4,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-468,-0.369085173502,LONG,468,0.0335435779817,SHORT,2014-10-06,892.04,793.28,-0.961052190393,892.04,68956.33,0.0385974958837,-0.383330936967,0.0555531422691,0.0,132285.3,0.769378066757,0.846647328558,892.04,51143.93
457,457,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-07,07.10.2014,299661,NYBT,1,99,26846,17654,0,0,3722,23910,21376,23910,5470,2936,26846,17654,0,0,3722,23910,21376,23910,5470,2936,0,0,0,0,0,0,0,0,0,0,-3907.0,-3963.0,0.0,0.0,-377.0,-2781.0,-4340.0,-2781.0,433.0,-1126.0,100,65.8,0.0,0.0,13.9,89.1,79.6,89.1,20.4,10.9,100,65.8,0.0,0.0,13.9,89.1,79.6,89.1,20.4,10.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,0,0,6,8,12,8,20,6,0,0,6,8,12,8,0,0,0,0,0,0,0,0,64.3,74.9,72.9,89.1,64.3,74.9,72.9,89.1,64.3,74.9,72.9,89.1,64.3,74.9,72.9,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EURO 200,000)",17654,1.0,SHORT,-20188,-0.730602200347,LONG,2014-10-13,972.68,884.56,1.3690851735,884.56,69840.89,-0.412658901857,0.587341098143,0.156949275903,884.56,133169.86,0.805426038642,0.982991180563,884.56,52028.49
458,458,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,14.10.2014,33874A,CME,0,138,128945,12119,7841,534,104533,116565,117186,124940,11759,4005,128945,12119,7841,534,104533,116565,117186,124940,11759,4005,0,0,0,0,0,0,0,0,0,0,24975.0,1057.0,-662.0,-521.0,24237.0,26344.0,24773.0,25161.0,202.0,-186.0,100,9.4,6.1,0.4,81.1,90.4,90.9,96.9,9.1,3.1,100,9.4,6.1,0.4,81.1,90.4,90.9,96.9,9.1,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,10,6,1,55,45,65,52,94,10,6,1,55,45,65,52,0,0,0,0,0,0,0,0,44.9,41.9,56.8,57.5,29.0,30.0,39.3,44.1,44.9,41.9,56.8,57.5,29.0,30.0,39.3,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(S&P 400 INDEX X $100),4278,0.214328657315,SHORT,-12032,-0.0544193072755,LONG,2014-10-20,975.49,864.13,-0.785671342685,864.13,70705.02,0.460878786738,0.313108188861,0.622209503874,864.13,134033.99,0.858114984751,0.685481453691,0.0,52028.49
459,459,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,21.10.2014,597741,CME,0,597,9623,690,986,429,7520,6009,8639,7424,984,2199,9623,690,986,429,7520,6009,8639,7424,984,2199,0,0,0,0,0,0,0,0,0,0,24975.0,1057.0,-662.0,-521.0,24237.0,26344.0,24773.0,25161.0,202.0,-186.0,100,7.2,10.2,4.5,78.1,62.4,89.8,77.1,10.2,22.9,100,7.2,10.2,4.5,78.1,62.4,89.8,77.1,10.2,22.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,3,1,10,9,14,12,20,3,3,1,10,9,14,12,0,0,0,0,0,0,0,0,67.9,49.6,82.4,67.3,65.3,48.3,76.9,62.1,67.9,49.6,82.4,67.3,65.3,48.3,76.9,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 100,000,000)",-296,-0.17661097852,LONG,1511,0.111686007835,SHORT,2014-10-27,962.03,865.95,-0.390939635835,962.03,71667.05,-0.662700554484,-0.0595707851269,0.0636839639719,0.0,134033.99,0.986404355098,0.855224261292,0.0,52028.49
460,460,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,28.10.2014,86465A,NYME,1,864,18489,0,0,0,18262,18339,18262,18339,227,150,18489,0,0,0,18262,18339,18262,18339,227,150,0,0,0,0,0,0,0,0,0,0,1408.0,0.0,0.0,0.0,1408.0,1408.0,1408.0,1408.0,0.0,0.0,100,0.0,0.0,0.0,98.8,99.2,98.8,99.2,1.2,0.8,100,0.0,0.0,0.0,98.8,99.2,98.8,99.2,1.2,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,22,14,22,14,25,0,0,0,22,14,22,14,0,0,0,0,0,0,0,0,50.2,83.4,72.0,94.2,34.4,62.8,48.6,64.4,50.2,83.4,72.0,94.2,34.4,62.8,48.6,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 42,000 GALLONS)",0,-0.17661097852,LONG,-77,-0.00210376765662,LONG,2014-11-03,1116.08,990.58,0.0,1116.08,72783.13,0.38039236274,-0.243792445925,-0.213560785593,1116.08,135150.07,0.941815256954,1.02637067572,1116.08,53144.57
