,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
432,432,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,14.10.2014,112741,CME,0,112,21317,8640,3986,4,1260,118,0,8851,10333,401,365,1578,0,19521,16420,1796,4897,2103.0,3409.0,109.0,-1.0,-202.0,2.0,0.0,-671.0,1106.0,-22.0,-157.0,324.0,0.0,2356.0,1518.0,-253.0,585.0,100,40.5,18.7,0.0,5.9,0.6,0.0,41.5,48.5,1.9,1.7,7.4,0.0,91.6,77.0,8.4,23.0,60,5.0,7.0,,4.0,,0.0,13.0,19.0,,,8.0,0.0,25.0,40.0,51.3,27.7,70.6,42.8,51.3,27.7,70.5,42.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0772518765638,LONG,0.368604466973,SHORT,0.828737300435,LONG,2014-10-20,1074.23,1226.61,-0.024241153304,1226.61,-241854.04,8.00192531905e-05,0.828803615375,0.828803615375,1226.61,-193403.65,0.172088741826,0.356262429156,1226.61,-211397.68
433,433,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,21.10.2014,112741,CME,0,112,21311,9320,3684,4,1078,118,0,7835,9926,491,790,1762,0,19518,15985,1793,5326,-6.0,680.0,-302.0,0.0,-182.0,0.0,0.0,-1016.0,-407.0,90.0,425.0,184.0,0.0,-3.0,-435.0,-3.0,429.0,100,43.7,17.3,0.0,5.1,0.6,0.0,36.8,46.6,2.3,3.7,8.3,0.0,91.6,75.0,8.4,25.0,64,5.0,6.0,,,,0.0,13.0,20.0,4.0,6.0,10.0,0.0,27.0,43.0,52.3,24.7,70.6,39.0,52.3,24.7,70.6,39.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.117729857553,LONG,0.433405106121,SHORT,0.802675585284,LONG,2014-10-27,1226.34,-2771.19,-0.026061715151,-2771.19,-244625.23,0.0115071056914,0.81191205808,0.81191205808,-2771.19,-196174.84,0.172899961188,0.345465784777,-2771.19,-214168.87
434,434,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,28.10.2014,112741,CME,0,112,22023,10012,3704,22,1072,118,0,7538,11370,429,795,1562,0,19868,17205,2155,4818,712.0,692.0,20.0,18.0,-6.0,0.0,0.0,-297.0,1444.0,-62.0,5.0,-200.0,0.0,350.0,1220.0,362.0,-508.0,100,45.5,16.8,0.1,4.9,0.5,0.0,34.2,51.6,1.9,3.6,7.1,0.0,90.2,78.1,9.8,21.9,62,5.0,6.0,,,,0.0,14.0,19.0,,6.0,8.0,0.0,28.0,39.0,48.7,32.6,69.9,45.1,48.6,32.6,69.4,45.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.202665538396,LONG,0.459900845728,SHORT,0.801680672269,LONG,2014-11-03,1245.94,1393.96,-0.000994913015,1393.96,-243231.27,0.00159293562903,0.802957697975,0.802957697975,1393.96,-194780.88,0.170080359537,0.344824078756,1393.96,-212774.91
435,435,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-04,04.11.2014,112741,CME,0,112,23716,10523,3053,9,1046,362,0,9071,13217,479,1011,1079,0,22139,18199,1577,5517,1693.0,511.0,-651.0,-13.0,-26.0,244.0,0.0,1533.0,1847.0,50.0,216.0,-483.0,0.0,2271.0,994.0,-578.0,699.0,100,44.4,12.9,0.0,4.4,1.5,0.0,38.2,55.7,2.0,4.3,4.5,0.0,93.4,76.7,6.6,23.3,66,5.0,5.0,,,,0.0,19.0,18.0,4.0,7.0,6.0,0.0,34.0,38.0,50.8,34.4,67.3,48.4,50.8,34.4,66.8,48.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.186019382627,LONG,0.550235710077,SHORT,0.485795454545,LONG,2014-11-10,-6660.59,952.04,-0.315885217724,952.04,-242279.23,0.00167408431802,0.486608717097,0.486608717097,952.04,-193828.84,0.167322719756,0.519717835505,952.04,-211822.87
436,436,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-11,11.11.2014,112741,CME,0,112,19809,7550,3029,45,1038,559,0,8304,9339,310,657,1200,0,17904,14482,1905,5327,-3907.0,-2973.0,-24.0,36.0,-8.0,197.0,0.0,-767.0,-3878.0,-169.0,-354.0,121.0,0.0,-4235.0,-3717.0,328.0,-190.0,100,38.1,15.3,0.2,5.2,2.8,0.0,41.9,47.1,1.6,3.3,6.1,0.0,90.4,73.1,9.6,26.9,65,5.0,6.0,,4.0,,0.0,14.0,21.0,4.0,5.0,7.0,0.0,29.0,42.0,55.2,26.9,68.6,40.4,55.2,26.9,67.4,40.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0586634926033,LONG,0.427356082806,SHORT,0.299937382592,LONG,2014-11-17,1048.48,1175.2,-0.185858071953,1175.2,-241104.03,-0.000334830003885,0.299836954557,0.299836954557,1175.2,-192653.64,0.164459903761,0.515329538728,1175.2,-210647.67
437,437,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-18,18.11.2014,112741,CME,0,112,19907,7380,3240,1,898,813,0,8137,9374,222,829,1112,0,17467,14762,2440,5145,98.0,-170.0,211.0,-44.0,-140.0,254.0,0.0,-167.0,35.0,-88.0,172.0,-88.0,0.0,-437.0,280.0,535.0,-182.0,100,37.1,16.3,0.0,4.5,4.1,0.0,40.9,47.1,1.1,4.2,5.6,0.0,87.7,74.2,12.3,25.8,63,6.0,6.0,,,4.0,0.0,10.0,22.0,,5.0,7.0,0.0,25.0,42.0,56.8,23.6,70.9,37.9,56.8,23.6,70.0,37.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0706413111758,LONG,0.389830508475,SHORT,0.0496785505552,LONG,2014-11-24,886.21,986.51,-0.250258832037,986.51,-240117.52,0.0240940541955,0.0508755082446,0.0508755082446,0.0,-192653.64,0.178572276138,0.494523758907,986.51,-209661.16
438,438,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-25,25.11.2014,112741,CME,0,112,21096,7270,3001,62,850,813,0,9077,10720,433,647,1036,0,18339,16065,2757,5031,1189.0,-110.0,-239.0,61.0,-48.0,0.0,0.0,940.0,1346.0,211.0,-182.0,-76.0,0.0,872.0,1303.0,317.0,-114.0,100,34.5,14.2,0.3,4.0,3.9,0.0,43.0,50.8,2.1,3.1,4.9,0.0,86.9,76.2,13.1,23.8,70,6.0,6.0,,,4.0,0.0,14.0,26.0,4.0,4.0,7.0,0.0,30.0,47.0,50.6,22.6,65.1,36.2,50.5,22.6,63.8,36.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0829923725817,LONG,0.415636257424,SHORT,0.0222489476849,LONG,2014-12-01,1178.96,-8020.17,-0.0274296028703,-8020.17,-248137.69,0.012916855836,0.0225363341346,0.0225363341346,0.0,-192653.64,0.180772494579,0.472039392923,-8020.17,-217681.33
439,439,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-02,02.12.2014,112741,CME,0,112,20448,6553,3080,54,1132,813,0,8667,9789,626,979,1021,0,18011,15383,2437,5065,-648.0,-717.0,79.0,-8.0,282.0,0.0,0.0,-410.0,-931.0,193.0,332.0,-15.0,0.0,-328.0,-682.0,-320.0,34.0,100,32.0,15.1,0.3,5.5,4.0,0.0,42.4,47.9,3.1,4.8,5.0,0.0,88.1,75.2,11.9,24.8,67,5.0,5.0,,4.0,4.0,0.0,12.0,24.0,6.0,6.0,7.0,0.0,31.0,43.0,49.3,22.1,64.6,36.5,49.3,22.1,63.9,36.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0607932379714,LONG,0.36053150628,SHORT,0.164010282776,LONG,2014-12-08,1208.49,1341.18,0.141761335091,1341.18,-246796.51,0.0170471832811,0.166806196126,0.166806196126,1341.18,-191312.46,0.186711669657,0.411321889712,1341.18,-216340.15
440,440,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-09,09.12.2014,112741,CME,0,112,23550,8306,3273,768,1605,809,0,8073,11160,1007,1716,821,0,21475,17838,2075,5712,3102.0,1753.0,193.0,714.0,473.0,-4.0,0.0,-594.0,1371.0,381.0,737.0,-200.0,0.0,3464.0,2455.0,-362.0,647.0,100,35.3,13.9,3.3,6.8,3.4,0.0,34.3,47.4,4.3,7.3,3.5,0.0,91.2,75.7,8.8,24.3,72,6.0,6.0,,4.0,4.0,0.0,14.0,24.0,6.0,9.0,5.0,0.0,38.0,43.0,38.1,20.0,56.5,33.6,38.1,19.9,55.0,32.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.160505381376,LONG,0.434666206063,SHORT,0.329743164872,LONG,2014-12-15,1419.54,1563.62,0.165732882096,1563.62,-245232.89,-0.000219736985602,0.329670708103,0.329670708103,1563.62,-189748.84,0.183651927816,0.407028088941,1563.62,-214776.53
441,441,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-16,16.12.2014,112741,CME,0,112,18447,5207,0,0,1054,820,0,8275,9483,353,1187,2812,0,16076,13468,2371,4979,-5103.0,-3099.0,-3273.0,-768.0,-551.0,11.0,0.0,202.0,-1677.0,-654.0,-529.0,1991.0,0.0,-5399.0,-4370.0,296.0,-733.0,100,28.2,0.0,0.0,5.7,4.4,0.0,44.9,51.4,1.9,6.4,15.2,0.0,87.1,73.0,12.9,27.0,57,7.0,0.0,0.0,,4.0,0.0,13.0,17.0,,7.0,6.0,0.0,30.0,29.0,44.5,33.7,60.6,50.6,43.9,33.7,58.8,50.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0680256785674,LONG,1.0,SHORT,0.124866595518,LONG,2014-12-22,813.79,922.48,-0.204876569354,922.48,-244310.41,-0.0128906358253,0.123256985708,0.123256985708,922.48,-188826.36,0.183489979454,0.370769642813,922.48,-213854.05
442,442,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-23,23.12.2014,112741,CME,0,112,19295,6445,0,0,943,828,0,8361,10309,370,1136,2712,0,17255,14219,2040,5076,848.0,1238.0,0.0,0.0,-111.0,8.0,0.0,86.0,826.0,17.0,-51.0,-100.0,0.0,1179.0,751.0,-331.0,97.0,100,33.4,0.0,0.0,4.9,4.3,0.0,43.3,53.4,1.9,5.9,14.1,0.0,89.4,73.7,10.6,26.3,61,8.0,0.0,0.0,,4.0,0.0,11.0,23.0,,7.0,5.0,0.0,30.0,34.0,50.8,29.2,64.6,44.6,50.2,29.2,63.8,44.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.10433851098,LONG,1.0,SHORT,0.0649350649351,LONG,2014-12-29,800.99,908.82,-0.0599315305829,908.82,-243401.59,-0.0142198295911,0.0640116993772,0.0640116993772,0.0,-188826.36,0.18432943001,0.332241078787,908.82,-212945.23
443,443,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-12-30,30.12.2014,112741,CME,0,112,18071,6338,0,0,946,828,0,7170,8919,327,515,2971,0,15296,13045,2775,5026,-1224.0,-107.0,0.0,0.0,3.0,0.0,0.0,-1191.0,-1390.0,-43.0,-621.0,259.0,0.0,-1959.0,-1174.0,735.0,-50.0,100,35.1,0.0,0.0,5.2,4.6,0.0,39.7,49.4,1.8,2.8,16.4,0.0,84.6,72.2,15.4,27.8,59,8.0,0.0,0.0,,4.0,0.0,13.0,20.0,4.0,4.0,7.0,0.0,30.0,33.0,42.2,29.9,58.3,44.2,41.9,29.9,57.2,44.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.108707812791,LONG,1.0,SHORT,0.0665163472379,LONG,2015-01-05,1153.71,1277.05,0.0015812823028,1277.05,-242124.54,0.0137428851233,0.0674304737568,0.0674304737568,0.0,-188826.36,0.187120477091,0.411055831899,1277.05,-211668.18
444,444,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-06,06.01.2015,112741,CME,0,112,19437,5947,0,0,1017,825,0,9043,9412,472,537,3351,0,17016,14060,2421,5377,1366.0,-391.0,0.0,0.0,71.0,-3.0,0.0,1873.0,493.0,145.0,22.0,380.0,0.0,1720.0,1015.0,-354.0,351.0,100,30.6,0.0,0.0,5.2,4.2,0.0,46.5,48.4,2.4,2.8,17.2,0.0,87.5,72.3,12.5,27.7,67,8.0,0.0,0.0,,4.0,0.0,18.0,21.0,6.0,4.0,9.0,0.0,36.0,37.0,38.1,32.0,54.2,44.1,37.5,32.0,53.6,44.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0199945814143,LONG,1.0,SHORT,0.104234527687,LONG,2015-01-12,917.32,1002.23,0.0377181804491,1002.23,-241122.31,0.00239723419893,0.104484402261,0.104484402261,1002.23,-187824.13,0.184431662527,0.401012774868,1002.23,-210665.95
445,445,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-13,13.01.2015,112741,CME,0,112,21064,7739,0,0,1060,823,0,6931,9229,1462,929,3064,0,18121,14578,2943,6486,1627.0,1792.0,0.0,0.0,43.0,-2.0,0.0,-2112.0,-183.0,990.0,392.0,-287.0,0.0,1105.0,518.0,522.0,1109.0,100,36.7,0.0,0.0,5.0,3.9,0.0,32.9,43.8,6.9,4.4,14.5,0.0,86.0,69.2,14.0,30.8,64,9.0,0.0,0.0,,4.0,0.0,12.0,23.0,6.0,5.0,8.0,0.0,31.0,39.0,39.2,25.9,54.9,37.8,39.2,25.2,52.5,35.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.142202970297,LONG,1.0,SHORT,0.125862984599,LONG,2015-01-19,1157.27,-21929.84,0.021628456912,-21929.84,-263052.15,-0.00231639699528,0.12557143596,0.12557143596,-21929.84,-209753.97,0.181331635596,0.211096220048,-21929.84,-232595.79
446,446,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-20,20.01.2015,112741,CME,0,112,22818,6435,236,36,855,365,0,10455,12459,994,519,3252,0,19294,17342,3524,5476,1754.0,-1304.0,236.0,36.0,-205.0,-458.0,0.0,3524.0,3230.0,-468.0,-410.0,188.0,0.0,1173.0,2764.0,581.0,-1010.0,100,28.2,1.0,0.2,3.7,1.6,0.0,45.8,54.6,4.4,2.3,14.3,0.0,84.6,76.0,15.4,24.0,64,8.0,,,,,0.0,11.0,28.0,6.0,,8.0,0.0,27.0,44.0,43.1,26.0,59.0,39.7,43.0,26.0,58.4,39.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0874574495941,LONG,0.929245990106,SHORT,0.401639344262,LONG,2015-01-26,1657.77,1886.87,0.275776359663,1886.87,-261165.28,-0.00499411572204,0.399633510898,0.399633510898,1886.87,-207867.1,0.178522587119,0.48146835928,1886.87,-230708.92
447,447,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-01-27,27.01.2015,112741,CME,0,112,25594,9805,238,14,686,804,0,11456,14223,906,429,3258,0,23296,19443,2298,6151,2776.0,3370.0,2.0,-22.0,-169.0,439.0,0.0,1001.0,1764.0,-88.0,-90.0,6.0,0.0,4002.0,2101.0,-1226.0,675.0,100,38.3,0.9,0.1,2.7,3.1,0.0,44.8,55.6,3.5,1.7,12.7,0.0,91.0,76.0,9.0,24.0,64,11.0,,,,,0.0,11.0,27.0,4.0,,8.0,0.0,26.0,43.0,51.9,27.4,65.1,43.2,51.8,27.4,64.4,43.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.107753417189,LONG,0.952603803644,SHORT,-0.0791946308725,SHORT,2015-02-02,1675.53,1945.4,-0.480833975135,1675.53,-259489.75,-0.00370129722726,-0.0789015080048,-0.0789015080048,0.0,-207867.1,0.175635266841,0.627039552256,1675.53,-229033.39
448,448,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-03,03.02.2015,112741,CME,0,112,25687,11484,262,50,789,804,0,9941,13455,1000,540,3443,0,23804,19014,1883,6673,93.0,1679.0,24.0,36.0,103.0,0.0,0.0,-1515.0,-768.0,94.0,111.0,185.0,0.0,508.0,-429.0,-415.0,522.0,100,44.7,1.0,0.2,3.1,3.1,0.0,38.7,52.4,3.9,2.1,13.4,0.0,92.7,74.0,7.3,26.0,66,11.0,,,,,0.0,13.0,23.0,4.0,,9.0,0.0,30.0,42.0,48.9,28.1,63.5,43.8,48.7,28.1,63.3,43.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.150196614806,LONG,0.955389068619,SHORT,-0.00941619585687,SHORT,2015-02-09,1185.92,1314.55,0.0697784350156,1185.92,-258303.83,-0.0224909110552,-0.00920441703337,-0.00920441703337,0.0,-207867.1,0.183921929702,0.615880024228,1185.92,-227847.47
449,449,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-10,10.02.2015,112741,CME,0,112,26593,13921,169,48,888,1601,0,8509,14131,725,565,3064,0,24656,19738,1937,6855,906.0,2437.0,-93.0,-2.0,99.0,797.0,0.0,-1432.0,676.0,-275.0,25.0,-379.0,0.0,852.0,724.0,54.0,182.0,100,52.3,0.6,0.2,3.3,6.0,0.0,32.0,53.1,2.7,2.1,11.5,0.0,92.7,74.2,7.3,25.8,63,10.0,,,,,0.0,12.0,24.0,,4.0,7.0,0.0,28.0,38.0,49.5,25.4,66.6,41.7,49.3,25.4,66.5,41.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.24832155477,LONG,0.976011355571,SHORT,-0.286460425874,SHORT,2015-02-16,1101.85,1190.11,-0.277044230017,1101.85,-257201.98,0.0358119235397,-0.296719124743,-0.296719124743,1101.85,-206765.25,0.211113851913,0.5500293699,1101.85,-226745.62
450,450,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-17,17.02.2015,112741,CME,0,112,27700,13216,378,49,793,1601,0,9871,14507,1318,255,3243,0,25502,21096,2198,6604,1107.0,-705.0,209.0,1.0,-95.0,0.0,0.0,1362.0,376.0,593.0,-310.0,179.0,0.0,846.0,1358.0,261.0,-251.0,100,47.7,1.4,0.2,2.9,5.8,0.0,35.6,52.4,4.8,0.9,11.7,0.0,92.1,76.2,7.9,23.8,62,9.0,,,,,0.0,11.0,26.0,,,8.0,0.0,25.0,41.0,51.8,23.2,67.1,38.3,51.6,23.2,66.9,38.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.190171466076,LONG,0.94438722966,SHORT,-0.337510442774,SHORT,2015-02-23,1037.84,1146.43,-0.0510500169,1037.84,-256164.14,-0.00794989262478,-0.334827270994,-0.334827270994,1037.84,-205727.41,0.207772145427,0.603440761369,1037.84,-225707.78
451,451,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-02-24,24.02.2015,112741,CME,0,112,27328,12179,409,95,686,1602,0,10943,14145,1321,150,3301,0,25374,20873,1954,6455,-372.0,-1037.0,31.0,46.0,-107.0,1.0,0.0,1072.0,-362.0,3.0,-105.0,58.0,0.0,-128.0,-223.0,-244.0,-149.0,100,44.6,1.5,0.3,2.5,5.9,0.0,40.0,51.8,4.8,0.5,12.1,0.0,92.8,76.4,7.2,23.6,64,11.0,,,,,0.0,13.0,26.0,4.0,,8.0,0.0,28.0,42.0,48.9,24.8,66.4,39.2,48.7,24.8,65.7,39.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.127630739796,LONG,0.935017476962,SHORT,-0.40034965035,SHORT,2015-03-02,1161.37,-3.2,-0.062839207576,1161.37,-255002.77,0.019315763553,-0.408082709535,-0.408082709535,1161.37,-204566.04,0.213140009857,0.441630636968,1161.37,-224546.41
452,452,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-03,03.03.2015,112741,CME,0,112,27610,7508,1183,271,813,1600,0,15173,13663,1380,655,3731,0,25800,21828,1810,5782,282.0,-4671.0,774.0,176.0,127.0,-2.0,0.0,4230.0,-482.0,59.0,505.0,430.0,0.0,426.0,955.0,-144.0,-673.0,100,27.2,4.3,1.0,2.9,5.8,0.0,55.0,49.5,5.0,2.4,13.5,0.0,93.4,79.1,6.6,20.9,71,8.0,,4.0,,,0.0,17.0,24.0,6.0,,11.0,0.0,34.0,47.0,40.8,25.7,59.9,42.5,40.8,25.3,59.5,40.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.0523650991816,SHORT,0.727764353929,SHORT,-0.326150020721,SHORT,2015-03-09,1226.76,1401.05,0.074199629629,1226.76,-253776.01,0.00095660379892,-0.32646201707,-0.32646201707,1226.76,-203339.28,0.209398049153,0.440409426492,1226.76,-223319.65
453,453,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-10,10.03.2015,112741,CME,0,112,29726,9218,1072,1600,898,1735,0,13672,13027,1940,610,3958,0,27938,23332,1788,6394,2116.0,1710.0,-111.0,1329.0,85.0,135.0,0.0,-1501.0,-636.0,560.0,-45.0,227.0,0.0,2138.0,1504.0,-22.0,612.0,100,31.0,3.6,5.4,3.0,5.8,0.0,46.0,43.8,6.5,2.1,13.3,0.0,94.0,78.5,6.0,21.5,73,9.0,,4.0,,4.0,0.0,18.0,22.0,9.0,,11.0,0.0,37.0,49.0,41.6,23.6,58.4,39.5,41.2,23.5,56.1,37.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.0241582081726,SHORT,0.791642371234,SHORT,-0.317888340296,SHORT,2015-03-16,-12078.54,1506.54,0.008261680425,-12078.54,-265854.55,0.00175312967232,-0.318445639778,-0.318445639778,-12078.54,-215417.82,0.205969389433,0.227905414996,-12078.54,-235398.19
454,454,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-17,17.03.2015,112741,CME,0,112,23317,7969,361,0,877,1882,0,10934,12961,743,492,1765,0,21015,17712,2302,5605,-6409.0,-1249.0,-711.0,-1600.0,-21.0,147.0,0.0,-2738.0,-66.0,-1197.0,-118.0,-2193.0,0.0,-6923.0,-5620.0,514.0,-789.0,100,34.2,1.5,0.0,3.8,8.1,0.0,46.9,55.6,3.2,2.1,7.6,0.0,90.1,76.0,9.9,24.0,61,6.0,,0.0,,,0.0,15.0,23.0,,,9.0,0.0,27.0,37.0,46.0,25.4,65.7,41.3,46.0,25.4,65.7,41.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0848294622306,LONG,0.913325330132,SHORT,-0.364262413918,SHORT,2015-03-23,1336.3,1447.58,-0.046374073622,1336.3,-264518.25,-0.00904238297805,-0.360968613667,-0.360968613667,1336.3,-214081.52,0.202969126852,0.22786070413,1336.3,-234061.89
455,455,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2015-03-24,24.03.2015,112741,CME,0,112,20958,6171,689,0,838,1882,0,10290,11198,632,320,1659,0,18251,16060,2707,4898,-2359.0,-1798.0,328.0,0.0,-39.0,0.0,0.0,-644.0,-1763.0,-111.0,-172.0,-106.0,0.0,-2764.0,-1652.0,405.0,-707.0,100,29.4,3.3,0.0,4.0,9.0,0.0,49.1,53.4,3.0,1.5,7.9,0.0,87.1,76.6,12.9,23.4,58,6.0,,0.0,,,0.0,17.0,19.0,5.0,,8.0,0.0,28.0,35.0,44.5,27.6,60.9,43.3,44.5,27.6,60.9,43.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,-0.0422561429635,LONG,0.799125364431,SHORT,-0.383823529412,SHORT,2015-03-30,1462.88,1626.5,-0.019561115494,1462.88,-263055.37,-0.00372912025386,-0.382392205315,-0.382392205315,1462.88,-212618.64,0.199367042149,0.230410800062,1462.88,-232599.01
