,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
274,274,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,232741,CME,0,232,125386,10866,67803,12134,3324,8197,332,69550,14117,590,982,106,0,97778,103279,27608,22107,-6212.0,3235.0,-15182.0,11450.0,-45.0,-223.0,8.0,-13197.0,1010.0,-6904.0,18.0,-416.0,0.0,-5435.0,-10257.0,-777.0,4045.0,100,8.7,54.1,9.7,2.7,6.5,0.3,55.5,11.3,0.5,0.8,0.1,0.0,78.0,82.4,22.0,17.6,69,7.0,14.0,5.0,,5.0,,22.0,15.0,6.0,,,0.0,39.0,44.0,43.0,40.4,62.2,60.2,42.6,36.6,54.5,52.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.662543177119,SHORT,-0.72375395645,LONG,-0.422966756358,SHORT,2011-09-19,-23342.08,1932.92,0.107821041343,-23342.08,-103405.86,0.0101669392325,-0.731112318945,-0.731112318945,-23342.08,-61924.49,0.123227779211,0.236545818315,-23342.08,-112990.02
275,275,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-20,20.09.2011,232741,CME,0,232,78616,14576,35573,148,3237,8795,325,36725,14602,0,1022,199,0,56033,59642,22583,18974,-46770.0,3710.0,-32230.0,-11986.0,-87.0,598.0,-7.0,-32825.0,485.0,-590.0,40.0,93.0,0.0,-41745.0,-43637.0,-5025.0,-3133.0,100,18.5,45.2,0.2,4.1,11.2,0.4,46.7,18.6,0.0,1.3,0.3,0.0,71.3,75.9,28.7,24.1,66,8.0,10.0,,,6.0,,20.0,17.0,0.0,,,0.0,34.0,36.0,41.1,39.6,54.3,56.0,41.1,39.1,54.1,55.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.431020710347,SHORT,-0.418692296955,LONG,-0.461934840426,SHORT,2011-09-26,3596.16,2448.53,0.305061659495,3596.16,-99809.7,-0.00533180891489,-0.416459909633,-0.416459909633,3596.16,-58328.33,0.120804452698,0.452193285837,3596.16,-109393.86
276,276,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,232741,CME,0,232,82580,28090,29530,263,3509,7998,320,31788,23318,13,1127,279,0,65110,61721,17470,20859,3964.0,13514.0,-6043.0,115.0,272.0,-797.0,-5.0,-4937.0,8716.0,13.0,105.0,80.0,0.0,9077.0,2079.0,-5113.0,1885.0,100,34.0,35.8,0.3,4.2,9.7,0.4,38.5,28.2,0.0,1.4,0.3,0.0,78.8,74.7,21.2,25.3,71,11.0,9.0,,,5.0,,17.0,23.0,,,,0.0,36.0,41.0,42.5,33.0,61.8,50.9,42.5,32.5,61.6,50.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.153703770914,SHORT,-0.0249913224575,LONG,-0.390110367602,SHORT,2011-10-03,3440.33,-20008.03,0.393700974497,3440.33,-96369.37,0.00841390217081,-0.0252015969998,-0.0252015969998,0.0,-58328.33,0.121432229279,0.544417268015,3440.33,-105953.53
277,277,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,232741,CME,0,232,100016,37879,30755,664,3564,18792,728,36015,23141,5,6372,937,0,85227,75022,14789,24994,17436.0,9789.0,1225.0,401.0,55.0,10794.0,408.0,4227.0,-177.0,-8.0,5245.0,658.0,0.0,20117.0,13301.0,-2681.0,4135.0,100,37.9,30.8,0.7,3.6,18.8,0.7,36.0,23.1,0.0,6.4,0.9,0.0,85.2,75.0,14.8,25.0,72,9.0,10.0,,,6.0,,17.0,21.0,,,4.0,0.0,34.0,45.0,43.8,34.0,65.7,51.0,43.8,32.7,65.5,49.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.217627966732,SHORT,0.103796951948,SHORT,-0.68115942029,SHORT,2011-10-10,2436.27,-5647.3,0.128788274406,-5647.3,-102016.67,0.0287816031677,0.106784394629,0.106784394629,-5647.3,-63975.63,0.169572509374,0.499679873648,-5647.3,-111600.83
278,278,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-11,11.10.2011,232741,CME,0,232,118182,56661,27661,666,3514,39009,729,36836,25129,26,6452,432,0,104884,93652,13298,24530,18166.0,18782.0,-3094.0,2.0,-50.0,20217.0,1.0,821.0,1988.0,21.0,80.0,-505.0,0.0,19657.0,18630.0,-1491.0,-464.0,100,47.9,23.4,0.6,3.0,33.0,0.6,31.2,21.3,0.0,5.5,0.4,0.0,88.7,79.2,11.3,20.8,71,12.0,8.0,,,7.0,,13.0,24.0,,,,0.0,33.0,44.0,47.1,46.2,66.6,60.0,47.1,45.1,66.6,58.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.188929234245,SHORT,0.343919736249,SHORT,-0.834724737201,SHORT,2011-10-17,2746.71,-4640.57,0.240122784301,-4640.57,-106657.24,0.0467847517351,0.360009935726,0.360009935726,-4640.57,-68616.2,0.236957651031,0.44843068941,-4640.57,-116241.4
279,279,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-18,18.10.2011,232741,CME,0,232,121691,51379,39572,129,2935,39012,814,48956,17049,0,1452,2033,0,105665,98609,16026,23082,3509.0,-5282.0,11911.0,-537.0,-579.0,3.0,85.0,12120.0,-8080.0,-26.0,-5000.0,1601.0,0.0,781.0,4957.0,2728.0,-1448.0,100,42.2,32.5,0.1,2.4,32.1,0.7,40.2,14.0,0.0,1.2,1.7,0.0,86.8,81.0,13.2,19.0,67,9.0,10.0,,,7.0,,17.0,17.0,0.0,,,0.0,35.0,38.0,48.7,45.8,70.2,60.1,48.7,45.3,70.2,59.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.483402772517,SHORT,0.129817154292,SHORT,-0.860061506186,SHORT,2011-10-24,2929.39,2093.51,-0.214102581957,2093.51,-104563.73,0.0172287646882,0.132053743496,0.132053743496,2093.51,-66522.69,0.217465782158,0.446210398575,2093.51,-114147.89
280,280,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-25,25.10.2011,232741,CME,0,232,126816,48439,42515,114,2936,37824,807,54239,19455,49,1955,1998,1,108540,102763,18276,24053,5125.0,-2940.0,2943.0,-15.0,1.0,-1188.0,-7.0,5283.0,2406.0,49.0,503.0,-35.0,1.0,2875.0,4154.0,2250.0,971.0,100,38.2,33.5,0.1,2.3,29.8,0.6,42.8,15.3,0.0,1.5,1.6,0.0,85.6,81.0,14.4,19.0,72,10.0,10.0,,,6.0,,18.0,19.0,,4.0,,,38.0,41.0,42.8,44.9,66.6,58.9,42.8,44.3,66.6,58.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.472005862078,SHORT,0.0651318248785,SHORT,-0.855937193327,SHORT,2011-10-31,2699.77,2060.49,-0.0646853294135,2060.49,-102503.24,0.0327880260916,0.067267368852,0.067267368852,0.0,-66522.69,0.222082108469,0.380706700195,2060.49,-112087.4
281,281,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-01,01.11.2011,232741,CME,0,232,139057,49666,51905,22,3003,37129,957,61682,27280,193,2083,711,504,118110,118701,20947,20356,12241.0,1227.0,9390.0,-92.0,67.0,-695.0,150.0,7443.0,7825.0,144.0,128.0,-1287.0,503.0,9570.0,15938.0,2671.0,-3697.0,100,35.7,37.3,0.0,2.2,26.7,0.7,44.4,19.6,0.1,1.5,0.5,0.4,84.9,85.4,15.1,14.6,77,10.0,10.0,,,6.0,,18.0,23.0,,5.0,,,40.0,43.0,45.3,44.7,66.1,61.3,45.3,44.2,66.1,60.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.386704435602,SHORT,-0.022043693574,LONG,-0.850343865245,SHORT,2011-11-07,2772.28,1990.66,-0.0871755184525,2772.28,-99730.96,-0.0233097120701,-0.0215298614238,-0.0215298614238,0.0,-66522.69,0.220390117068,0.399222203193,2772.28,-109315.12
282,282,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-08,08.11.2011,232741,CME,0,232,147684,45108,52502,548,3438,36801,927,68649,32742,359,2237,1466,0,121266,125345,26418,22339,8627.0,-4558.0,597.0,526.0,435.0,-328.0,-30.0,6967.0,5462.0,166.0,154.0,755.0,-504.0,3156.0,6644.0,5471.0,1983.0,100,30.5,35.6,0.4,2.3,24.9,0.6,46.5,22.2,0.2,1.5,1.0,0.0,82.1,84.9,17.9,15.1,74,11.0,10.0,,4.0,5.0,,20.0,18.0,,,,0.0,43.0,38.0,44.4,46.7,62.2,65.5,44.4,45.9,62.2,64.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.354143858922,SHORT,-0.0757504354062,LONG,-0.829121002013,SHORT,2011-11-14,-9744.19,1996.57,-0.0537067418322,-9744.19,-109475.15,-0.00623577860869,-0.0752780724615,-0.0752780724615,0.0,-66522.69,0.199204892213,0.365520914892,-9744.19,-119059.31
283,283,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-15,15.11.2011,232741,CME,0,232,136465,46250,48075,620,3022,37402,927,62779,30752,360,1453,283,0,115411,118419,21054,18046,-11219.0,1142.0,-4427.0,72.0,-416.0,601.0,0.0,-5870.0,-1990.0,1.0,-784.0,-1183.0,0.0,-5855.0,-6926.0,-5364.0,-4293.0,100,33.9,35.2,0.5,2.2,27.4,0.7,46.0,22.5,0.3,1.1,0.2,0.0,84.6,86.8,15.4,13.2,75,12.0,10.0,,,5.0,,20.0,20.0,,,,0.0,42.0,38.0,45.5,49.9,65.8,66.5,45.5,49.0,65.8,65.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.342421229325,SHORT,-0.0193479989398,LONG,-0.850484860479,SHORT,2011-11-21,2605.16,1969.2,0.0564024364664,2605.16,-106869.99,-0.00925645880315,-0.0191689049847,-0.0191689049847,0.0,-66522.69,0.183356450019,0.165489366934,0.0,-119059.31
284,284,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-22,22.11.2011,232741,CME,0,232,128192,52153,43717,717,2425,38485,927,48466,24145,423,1852,416,0,106963,108830,21229,19362,-8273.0,5903.0,-4358.0,97.0,-597.0,1083.0,0.0,-14313.0,-6607.0,63.0,399.0,133.0,0.0,-8448.0,-9589.0,175.0,1316.0,100,40.7,34.1,0.6,1.9,30.0,0.7,37.8,18.8,0.3,1.4,0.3,0.0,83.4,84.9,16.6,15.1,77,12.0,11.0,,,5.0,,18.0,23.0,,,,0.0,40.0,45.0,45.9,49.6,66.3,65.6,45.9,48.6,66.3,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.334949250114,SHORT,0.0879941587566,SHORT,-0.881447078954,SHORT,2011-11-28,2613.92,-16880.0,0.107342157696,-16880.0,-123749.99,-0.00548465878332,0.0875115408209,0.0875115408209,0.0,-66522.69,0.16735253404,0.215429106268,-16880.0,-135939.31
285,285,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-29,29.11.2011,232741,CME,0,232,124760,60238,40844,873,2381,38661,932,39743,19573,884,2113,596,5,107169,102368,17591,22392,-3432.0,8085.0,-2873.0,156.0,-44.0,176.0,5.0,-8723.0,-4572.0,461.0,261.0,180.0,5.0,206.0,-6462.0,-3638.0,3030.0,100,48.3,32.7,0.7,1.9,31.0,0.7,31.9,15.7,0.7,1.7,0.5,0.0,85.9,82.1,14.1,17.9,74,13.0,11.0,5.0,,5.0,,13.0,24.0,4.0,,,,40.0,46.0,43.7,49.2,66.8,61.3,43.7,48.0,66.8,60.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.340043158676,SHORT,0.191864031183,SHORT,-0.883972515959,SHORT,2011-12-05,2374.5,2142.67,0.103869872426,2142.67,-121607.32,0.00783722341248,0.19336771246,0.19336771246,2142.67,-64380.02,0.153568434054,0.229597396184,2142.67,-133796.64
286,286,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-06,06.12.2011,232741,CME,0,232,142807,50518,46191,6139,2572,41692,908,54079,25445,4076,6592,1563,9,124893,126023,17914,16784,18047.0,-9720.0,5347.0,5266.0,191.0,3031.0,-24.0,14336.0,5872.0,3192.0,4479.0,967.0,4.0,17724.0,23655.0,323.0,-5608.0,100,35.4,32.3,4.3,1.8,29.2,0.6,37.9,17.8,2.9,4.6,1.1,0.0,87.5,88.2,12.5,11.8,79,13.0,11.0,7.0,,6.0,,14.0,26.0,6.0,,4.0,,43.0,53.0,40.1,47.0,62.2,60.6,40.1,46.0,61.7,59.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.360067401036,SHORT,0.0447424748472,SHORT,-0.883788180011,SHORT,2011-12-12,2632.6,2143.8,-0.147121556336,2143.8,-119463.52,0.0143364797385,0.0453839244313,0.0453839244313,0.0,-64380.02,0.147135671988,0.258719995163,2143.8,-131652.84
287,287,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-13,13.12.2011,232741,CME,0,232,153296,46518,49738,14208,2572,41781,926,60210,26385,2651,7301,674,22,134408,136385,18888,16911,10489.0,-4000.0,3547.0,8069.0,0.0,89.0,18.0,6131.0,940.0,-1425.0,709.0,-889.0,13.0,9515.0,10362.0,974.0,127.0,100,30.3,32.4,9.3,1.7,27.3,0.6,39.3,17.2,1.7,4.8,0.4,0.0,87.7,89.0,12.3,11.0,83,12.0,12.0,9.0,,6.0,,18.0,26.0,5.0,5.0,,,48.0,53.0,39.3,44.9,60.4,60.3,38.5,43.2,56.9,57.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.390611467175,SHORT,-0.0334524601064,LONG,-0.884021373977,SHORT,2011-12-19,1729.41,-11415.21,-0.0781949349536,1729.41,-117734.11,0.0144067755817,-0.0339344021918,-0.0339344021918,0.0,-64380.02,0.141332327865,0.226540462835,1729.41,-129923.43
288,288,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-20,20.12.2011,232741,CME,0,232,104817,25748,15177,2867,2596,41675,925,48825,27324,0,6654,777,0,87615,88745,17202,16072,-48479.0,-20770.0,-34561.0,-11341.0,24.0,-106.0,-1.0,-11385.0,939.0,-2651.0,-647.0,103.0,-22.0,-46793.0,-47640.0,-1686.0,-839.0,100,24.6,14.5,2.7,2.5,39.8,0.9,46.6,26.1,0.0,6.3,0.7,0.0,83.6,84.7,16.4,15.3,70,8.0,9.0,,,6.0,,15.0,24.0,0.0,4.0,,0.0,33.0,42.0,46.0,53.0,63.8,65.0,46.0,52.4,63.8,62.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.282354331639,SHORT,0.258301771533,SHORT,-0.882722323869,SHORT,2011-12-26,1452.48,1301.48,0.291754231639,1301.48,-116432.63,-0.0161786697412,0.254122792478,0.254122792478,1301.48,-63078.54,0.144806777036,0.414609439956,1301.48,-128621.95
289,289,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-27,27.12.2011,232741,CME,0,232,111210,22574,18034,2867,2719,44088,1050,57155,28570,0,6642,795,0,93007,95404,18203,15806,6393.0,-3174.0,2857.0,0.0,123.0,2413.0,125.0,8330.0,1246.0,0.0,-12.0,18.0,0.0,5392.0,6659.0,1001.0,-266.0,100,20.3,16.2,2.6,2.4,39.6,0.9,51.4,25.7,0.0,6.0,0.7,0.0,83.6,85.8,16.4,14.2,73,7.0,10.0,,,8.0,,17.0,23.0,0.0,4.0,,0.0,34.0,44.0,46.6,50.4,65.2,62.1,46.6,49.8,65.2,60.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.333449985418,SHORT,0.111800630418,SHORT,-0.883820796035,SHORT,2012-01-02,1802.8,1559.24,-0.146501141115,1559.24,-114873.39,-0.00836510609198,0.110865406283,0.110865406283,1559.24,-61519.3,0.136654598043,0.402638284905,1559.24,-127062.71
290,290,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-03,03.01.2012,232741,CME,0,232,117247,19706,22635,2790,3090,44168,1049,64348,28079,0,6635,1521,0,97618,100242,19629,17005,6037.0,-2868.0,4601.0,-77.0,371.0,80.0,-1.0,7193.0,-491.0,0.0,-7.0,726.0,0.0,4611.0,4838.0,1426.0,1199.0,100,16.8,19.3,2.4,2.6,37.7,0.9,54.9,23.9,0.0,5.7,1.3,0.0,83.3,85.5,16.7,14.5,84,7.0,12.0,,,8.0,,22.0,25.0,0.0,,5.0,0.0,38.0,51.0,52.2,46.2,65.0,58.0,52.2,45.6,64.7,57.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.392406980644,SHORT,-0.0691764483597,LONG,-0.869228490414,SHORT,2012-01-09,1579.58,1319.46,-0.180977078778,1579.58,-113293.81,0.0358540213553,-0.0716567022165,-0.0716567022165,0.0,-61519.3,0.178059713946,0.400920435268,1579.58,-125483.13
291,291,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-10,10.01.2012,232741,CME,0,232,125914,14487,29190,3340,2934,43992,1060,78427,30002,0,1622,883,0,101870,108467,24044,17447,8667.0,-5219.0,6555.0,550.0,-156.0,-176.0,11.0,14079.0,1923.0,0.0,-5013.0,-638.0,0.0,4252.0,8225.0,4415.0,442.0,100,11.5,23.2,2.7,2.3,34.9,0.8,62.3,23.8,0.0,1.3,0.7,0.0,80.9,86.1,19.1,13.9,78,6.0,11.0,,,8.0,,23.0,23.0,0.0,,,0.0,37.0,46.0,55.2,43.4,64.3,54.7,55.2,42.4,63.3,53.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.44660561289,SHORT,-0.336630263068,LONG,-0.874952052167,SHORT,2012-01-16,1595.57,-11026.34,-0.267453814708,1595.57,-111698.24,-0.0141321338151,-0.331872959144,-0.331872959144,1595.57,-59923.73,0.173364592952,0.352884442449,1595.57,-123887.56
292,292,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-17,17.01.2012,232741,CME,0,232,135321,16755,36181,3334,2931,44101,1044,83279,33214,23,1622,881,11,108999,118789,26322,16532,9407.0,2268.0,6991.0,-6.0,-3.0,109.0,-16.0,4852.0,3212.0,23.0,0.0,-2.0,11.0,7129.0,10322.0,2278.0,-915.0,100,12.4,26.7,2.5,2.2,32.6,0.8,61.5,24.5,0.0,1.2,0.7,0.0,80.5,87.8,19.5,12.2,82,4.0,14.0,,,8.0,,27.0,22.0,,,,,40.0,48.0,55.7,42.9,64.3,54.5,55.7,41.9,63.4,53.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.429768312259,SHORT,-0.366971437207,LONG,-0.87536145603,SHORT,2012-01-23,1548.66,1331.32,-0.030341174139,1548.66,-110149.58,-0.0191777527378,-0.359933749722,-0.359933749722,1548.66,-58375.07,0.175668357871,0.420738022994,1548.66,-122338.9
293,293,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-24,24.01.2012,232741,CME,0,232,139724,10756,44789,3269,3418,43938,1062,92137,26502,386,492,2560,11,111531,122517,28193,17207,4403.0,-5999.0,8608.0,-65.0,487.0,-163.0,18.0,8858.0,-6712.0,363.0,-1130.0,1679.0,0.0,2532.0,3728.0,1871.0,675.0,100,7.7,32.1,2.3,2.4,31.4,0.8,65.9,19.0,0.3,0.4,1.8,0.0,79.8,87.7,20.2,12.3,88,,15.0,,,8.0,,34.0,19.0,,,4.0,,49.0,48.0,52.7,47.9,61.5,59.8,52.7,47.5,60.5,58.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.553232916663,SHORT,-0.612710414979,LONG,-0.855646591773,SHORT,2012-01-30,1759.03,1535.36,-0.245738977772,1759.03,-108390.55,-0.0317462816832,-0.593259137555,-0.593259137555,1759.03,-56616.04,0.197152084347,0.439252865988,1759.03,-120579.87
294,294,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-01-31,31.01.2012,232741,CME,0,232,150115,13713,51273,3535,4985,42188,1020,96975,31534,498,980,1791,11,121717,131850,28398,18265,10391.0,2957.0,6484.0,266.0,1567.0,-1750.0,-42.0,4838.0,5032.0,112.0,488.0,-769.0,0.0,10186.0,9333.0,205.0,1058.0,100,9.1,34.2,2.4,3.3,28.1,0.7,64.6,21.0,0.3,0.7,1.2,0.0,81.1,87.8,18.9,12.2,93,5.0,14.0,5.0,5.0,7.0,,33.0,21.0,4.0,,4.0,,56.0,49.0,51.6,50.9,59.8,62.8,51.6,50.5,59.1,62.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.509232816379,SHORT,-0.57797063983,LONG,-0.788650287241,SHORT,2012-02-06,1698.4,1514.58,0.034739775149,1698.4,-106692.15,-0.00357764419323,-0.575902866527,-0.575902866527,1698.4,-54917.64,0.178051563786,0.483502005653,1698.4,-118881.47
295,295,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-07,07.02.2012,232741,CME,0,232,148879,12035,51969,3364,5559,41648,1037,93012,28811,489,490,3347,2,115988,130667,32891,18212,-1236.0,-1678.0,696.0,-171.0,574.0,-540.0,17.0,-3963.0,-2723.0,-9.0,-490.0,1556.0,-9.0,-5729.0,-1183.0,4493.0,-53.0,100,8.1,34.9,2.3,3.7,28.0,0.7,62.5,19.4,0.3,0.3,2.2,0.0,77.9,87.8,22.1,12.2,89,5.0,13.0,,6.0,7.0,,34.0,17.0,,,6.0,,53.0,45.0,47.1,52.4,55.3,64.4,47.1,52.0,54.7,63.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.527002290208,SHORT,-0.62392975439,LONG,-0.764484080751,SHORT,2012-02-13,1540.01,1370.32,-0.04595911456,1540.01,-105152.14,-0.0302908638384,-0.605030383155,-0.605030383155,1540.01,-53377.63,0.192996021545,0.434184077135,1540.01,-117341.46
296,296,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-14,14.02.2012,232741,CME,0,232,151885,12642,53586,3359,6328,40378,744,93077,30451,719,1116,2449,2,117987,131688,33898,20197,3006.0,607.0,1617.0,-5.0,769.0,-1270.0,-293.0,65.0,1640.0,230.0,626.0,-898.0,0.0,1999.0,1021.0,1007.0,1985.0,100,8.3,35.3,2.2,4.2,26.6,0.5,61.3,20.0,0.5,0.7,1.6,0.0,77.7,86.7,22.3,13.3,90,6.0,13.0,4.0,7.0,7.0,,32.0,17.0,5.0,,5.0,,57.0,45.0,44.6,50.4,54.5,63.6,44.6,50.0,54.3,62.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.506978174989,SHORT,-0.618227939844,LONG,-0.729028390357,SHORT,2012-02-20,1519.43,1330.57,0.005701814546,1519.43,-103632.71,0.00349220437154,-0.620386918158,-0.620386918158,1519.43,-51858.2,0.175041308324,0.444885037932,1519.43,-115822.03
297,297,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-02-21,21.02.2012,232741,CME,0,232,149840,12383,51119,3478,5967,40381,744,91311,29075,719,898,2752,6,115506,128274,34334,21566,-2045.0,-259.0,-2467.0,119.0,-361.0,3.0,0.0,-1766.0,-1376.0,0.0,-218.0,303.0,4.0,-2481.0,-3414.0,436.0,1369.0,100,8.3,34.1,2.3,4.0,26.9,0.5,60.9,19.4,0.5,0.6,1.8,0.0,77.1,85.6,22.9,14.4,92,5.0,13.0,4.0,6.0,8.0,,36.0,16.0,7.0,,5.0,,59.0,47.0,43.8,49.3,53.9,62.6,43.8,48.9,53.8,61.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.516970411842,SHORT,-0.609996535542,LONG,-0.742513161301,SHORT,2012-02-27,1434.86,1260.64,0.008231404302,1434.86,-102197.85,-0.00612599742087,-0.606259698339,-0.606259698339,1434.86,-50423.34,0.160319305072,0.189108745628,1434.86,-114387.17
