,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
265,265,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,232741,CME,0,232,120703,3947,85961,357,2872,3868,179,77915,14917,161,1645,0,0,87076,105443,33627,15260,-923.0,1336.0,4809.0,207.0,6.0,-59.0,0.0,-233.0,-3848.0,56.0,-591.0,-2028.0,0.0,781.0,-863.0,-1704.0,-60.0,100,3.3,71.2,0.3,2.4,3.2,0.1,64.6,12.4,0.1,1.4,0.0,0.0,72.1,87.4,27.9,12.6,69,5.0,15.0,,,5.0,,24.0,14.0,4.0,,0.0,0.0,40.0,36.0,50.5,42.6,56.3,66.5,50.5,42.5,56.2,66.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.678623750431,SHORT,-0.912199136895,LONG,-0.147774480712,SHORT,2011-07-18,1728.05,-8579.21,0.065878298324,-8579.21,-221467.74,-0.00422384465934,0.675757349127,0.675757349127,-8579.21,-185719.04,0.122125128726,0.219618426337,-8579.21,-224109.42
266,266,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,232741,CME,0,232,128712,3244,95209,269,3015,5363,323,87138,12970,15,1379,0,0,95383,114149,33329,14563,8009.0,-703.0,9248.0,-88.0,143.0,1495.0,144.0,9223.0,-1947.0,-146.0,-266.0,0.0,0.0,8307.0,8706.0,-298.0,-697.0,100,2.5,74.0,0.2,2.3,4.2,0.3,67.7,10.1,0.0,1.1,0.0,0.0,74.1,88.7,25.9,11.3,73,5.0,16.0,,,5.0,,28.0,12.0,4.0,4.0,0.0,0.0,45.0,36.0,46.6,47.2,57.2,69.3,46.6,47.1,57.1,69.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.740879849762,SHORT,-0.934100535281,LONG,-0.280257818095,SHORT,2011-07-25,1515.64,-2657.44,0.062256099331,-2657.44,-224125.18,-0.00399822879779,0.737917642611,0.737917642611,-2657.44,-188376.48,0.121440665706,0.215783672001,-2657.44,-226766.86
267,267,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,232741,CME,0,232,135764,5548,101685,325,3046,6842,323,88695,10804,53,1735,1,0,99725,120033,36039,15731,7052.0,2304.0,6476.0,56.0,31.0,1479.0,0.0,1557.0,-2166.0,38.0,356.0,1.0,0.0,4342.0,5884.0,2710.0,1168.0,100,4.1,74.9,0.2,2.2,5.0,0.2,65.3,8.0,0.0,1.3,0.0,0.0,73.5,88.4,26.5,11.6,75,5.0,16.0,,,5.0,,32.0,9.0,5.0,4.0,,0.0,50.0,34.0,45.5,49.0,54.1,69.8,45.5,48.9,54.0,69.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.782831988261,SHORT,-0.896524390813,LONG,-0.383899676375,SHORT,2011-08-01,-37674.23,1713.98,0.041952138499,1713.98,-222411.2,-0.00273355625357,0.780692072984,0.780692072984,1713.98,-186662.5,0.117191362914,0.215956534952,1713.98,-225052.88
268,268,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,232741,CME,0,232,133930,5293,94993,340,2623,7095,439,88444,14926,22,1944,1342,0,99105,119157,34825,14773,-1834.0,-255.0,-6692.0,15.0,-423.0,253.0,116.0,-251.0,4122.0,-31.0,209.0,1341.0,0.0,-620.0,-876.0,-1214.0,-958.0,100,4.0,70.9,0.3,2.0,5.3,0.3,66.0,11.1,0.0,1.5,1.0,0.0,74.0,89.0,26.0,11.0,85,4.0,14.0,,,5.0,,36.0,16.0,,5.0,,0.0,54.0,38.0,44.2,46.6,52.0,66.9,44.2,46.5,52.0,66.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.711212150527,SHORT,-0.894441896177,LONG,-0.46017699115,SHORT,2011-08-08,2783.86,-7304.56,-0.071619837734,-7304.56,-229715.76,0.00434049995261,0.714299166833,0.714299166833,-7304.56,-193967.06,0.127307991869,0.152531552238,-7304.56,-232357.44
269,269,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,232741,CME,0,232,104527,16503,65001,663,2075,7388,423,56352,10331,255,859,0,0,77130,84061,27397,20466,-29403.0,11210.0,-29992.0,323.0,-548.0,293.0,-16.0,-32092.0,-4595.0,233.0,-1085.0,-1342.0,0.0,-21975.0,-35096.0,-7428.0,5693.0,100,15.8,62.2,0.6,2.0,7.1,0.4,53.9,9.9,0.2,0.8,0.0,0.0,73.8,80.4,26.2,19.6,66,10.0,10.0,,,5.0,,23.0,13.0,5.0,,0.0,0.0,44.0,32.0,45.6,45.7,55.5,64.8,45.6,45.6,55.3,64.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.690145914251,SHORT,-0.59503828033,LONG,-0.561449857339,SHORT,2011-08-15,2201.09,1499.47,-0.021066236276,1499.47,-228216.29,0.00119166843624,0.690968339353,0.690968339353,1499.47,-192467.59,0.116030962933,0.201348115937,1499.47,-230857.97
270,270,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,16.08.2011,232741,CME,0,232,103162,15795,61345,620,2666,6828,315,61145,10325,29,871,0,7,81448,79469,21714,23693,-1365.0,-708.0,-3656.0,-43.0,591.0,-560.0,-108.0,4793.0,-6.0,-226.0,12.0,0.0,7.0,4318.0,-4592.0,-5683.0,3227.0,100,15.3,59.5,0.6,2.6,6.6,0.3,59.3,10.0,0.0,0.8,0.0,0.0,79.0,77.0,21.0,23.0,67,10.0,11.0,4.0,,5.0,,20.0,16.0,,,0.0,,40.0,36.0,50.5,39.6,60.5,59.2,50.5,39.6,60.3,58.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.711067580803,SHORT,-0.590484832772,LONG,-0.438382136086,SHORT,2011-08-22,2489.21,-2400.72,0.020921666552,-2400.72,-230617.01,-0.00142363152099,0.710055282581,0.710055282581,-2400.72,-194868.31,0.114516747707,0.207800338002,-2400.72,-233258.69
271,271,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,232741,CME,0,232,112068,13858,72430,723,2666,6927,312,70667,8983,41,965,2,3,89235,89421,22833,22647,8906.0,-1937.0,11085.0,103.0,0.0,99.0,-3.0,9522.0,-1342.0,12.0,94.0,2.0,-4.0,7787.0,9952.0,1119.0,-1046.0,100,12.4,64.6,0.6,2.4,6.2,0.3,63.1,8.0,0.0,0.9,0.0,0.0,79.6,79.8,20.4,20.2,62,11.0,11.0,4.0,,5.0,,20.0,10.0,4.0,,,,41.0,32.0,51.2,44.9,61.7,64.6,51.2,44.9,61.5,64.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.774438166981,SHORT,-0.67879658817,LONG,-0.444178046492,SHORT,2011-08-29,2152.55,1591.54,0.063370586178,1591.54,-229025.47,-0.00406764682553,0.77128802603,0.77128802603,1591.54,-193276.77,0.121486139247,0.22086073934,1591.54,-231667.15
272,272,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,232741,CME,0,232,120394,9420,79690,217,3139,7942,313,79939,11310,299,967,0,5,94299,99776,26095,20618,8326.0,-4438.0,7260.0,-506.0,473.0,1015.0,1.0,9272.0,2327.0,258.0,2.0,-2.0,2.0,5064.0,10355.0,3262.0,-2029.0,100,7.8,66.2,0.2,2.6,6.6,0.3,66.4,9.4,0.2,0.8,0.0,0.0,78.3,82.9,21.7,17.1,66,7.0,13.0,4.0,,5.0,,25.0,10.0,4.0,,0.0,,44.0,33.0,54.2,44.2,62.6,65.4,54.2,44.2,62.4,65.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.752106872404,SHORT,-0.788575917405,LONG,-0.433444634961,SHORT,2011-09-05,2496.9,1805.69,-0.022331294577,1805.69,-227219.78,0.00127046510618,0.753062397942,0.753062397942,1805.69,-191471.08,0.115993339041,0.194456149837,1805.69,-229861.46
273,273,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-06,06.09.2011,232741,CME,0,232,131598,7631,82985,684,3369,8420,324,82747,13107,7494,964,522,0,103213,113536,28385,18062,11204.0,-1789.0,3295.0,467.0,230.0,478.0,11.0,2808.0,1797.0,7195.0,-3.0,522.0,-5.0,8914.0,13760.0,2290.0,-2556.0,100,5.8,63.1,0.5,2.6,6.4,0.2,62.9,10.0,5.7,0.7,0.4,0.0,78.4,86.3,21.6,13.7,69,6.0,13.0,,,5.0,,26.0,12.0,6.0,,,0.0,41.0,39.0,48.9,41.4,62.0,61.4,48.9,41.4,58.4,61.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.72652158491,SHORT,-0.831574997793,LONG,-0.428450250233,SHORT,2011-09-12,2762.7,1812.01,-0.025585287494,1812.01,-225407.77,0.00147314652067,0.727591857655,0.727591857655,1812.01,-189659.07,0.116261295713,0.19133176363,1812.01,-228049.45
274,274,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,232741,CME,0,232,125386,10866,67803,12134,3324,8197,332,69550,14117,590,982,106,0,97778,103279,27608,22107,-6212.0,3235.0,-15182.0,11450.0,-45.0,-223.0,8.0,-13197.0,1010.0,-6904.0,18.0,-416.0,0.0,-5435.0,-10257.0,-777.0,4045.0,100,8.7,54.1,9.7,2.7,6.5,0.3,55.5,11.3,0.5,0.8,0.1,0.0,78.0,82.4,22.0,17.6,69,7.0,14.0,5.0,,5.0,,22.0,15.0,6.0,,,0.0,39.0,44.0,43.0,40.4,62.2,60.2,42.6,36.6,54.5,52.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.662543177119,SHORT,-0.72375395645,LONG,-0.422966756358,SHORT,2011-09-19,-23342.08,1932.92,-0.063978407791,1932.92,-223474.85,0.00386453830515,0.665103600606,0.665103600606,1932.92,-187726.15,0.124892190496,0.203493656932,1932.92,-226116.53
275,275,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-20,20.09.2011,232741,CME,0,232,78616,14576,35573,148,3237,8795,325,36725,14602,0,1022,199,0,56033,59642,22583,18974,-46770.0,3710.0,-32230.0,-11986.0,-87.0,598.0,-7.0,-32825.0,485.0,-590.0,40.0,93.0,0.0,-41745.0,-43637.0,-5025.0,-3133.0,100,18.5,45.2,0.2,4.1,11.2,0.4,46.7,18.6,0.0,1.3,0.3,0.0,71.3,75.9,28.7,24.1,66,8.0,10.0,,,6.0,,20.0,17.0,0.0,,,0.0,34.0,36.0,41.1,39.6,54.3,56.0,41.1,39.1,54.1,55.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.431020710347,SHORT,-0.418692296955,LONG,-0.461934840426,SHORT,2011-09-26,3596.16,2448.53,-0.231522466772,2448.53,-221026.32,0.00265803238227,0.432166377353,0.432166377353,2448.53,-185277.62,0.115778442388,0.422327265701,2448.53,-223668.0
276,276,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,232741,CME,0,232,82580,28090,29530,263,3509,7998,320,31788,23318,13,1127,279,0,65110,61721,17470,20859,3964.0,13514.0,-6043.0,115.0,272.0,-797.0,-5.0,-4937.0,8716.0,13.0,105.0,80.0,0.0,9077.0,2079.0,-5113.0,1885.0,100,34.0,35.8,0.3,4.2,9.7,0.4,38.5,28.2,0.0,1.4,0.3,0.0,78.8,74.7,21.2,25.3,71,11.0,9.0,,,5.0,,17.0,23.0,,,,0.0,36.0,41.0,42.5,33.0,61.8,50.9,42.5,32.5,61.6,50.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.153703770914,SHORT,-0.0249913224575,LONG,-0.390110367602,SHORT,2011-10-03,3440.33,-20008.03,-0.277316939433,-20008.03,-241034.35,0.00489754815015,0.154456542533,0.154456542533,-20008.03,-205285.65,0.124217113878,0.471790731784,-20008.03,-243676.03
277,277,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,232741,CME,0,232,100016,37879,30755,664,3564,18792,728,36015,23141,5,6372,937,0,85227,75022,14789,24994,17436.0,9789.0,1225.0,401.0,55.0,10794.0,408.0,4227.0,-177.0,-8.0,5245.0,658.0,0.0,20117.0,13301.0,-2681.0,4135.0,100,37.9,30.8,0.7,3.6,18.8,0.7,36.0,23.1,0.0,6.4,0.9,0.0,85.2,75.0,14.8,25.0,72,9.0,10.0,,,6.0,,17.0,21.0,,,4.0,0.0,34.0,45.0,43.8,34.0,65.7,51.0,43.8,32.7,65.5,49.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.217627966732,SHORT,0.103796951948,SHORT,-0.68115942029,SHORT,2011-10-10,2436.27,-5647.3,0.063924195818,-5647.3,-246681.65,0.0143003529273,0.220740123463,0.220740123463,-5647.3,-210932.95,0.207915345616,0.448431032302,-5647.3,-249323.33
278,278,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-11,11.10.2011,232741,CME,0,232,118182,56661,27661,666,3514,39009,729,36836,25129,26,6452,432,0,104884,93652,13298,24530,18166.0,18782.0,-3094.0,2.0,-50.0,20217.0,1.0,821.0,1988.0,21.0,80.0,-505.0,0.0,19657.0,18630.0,-1491.0,-464.0,100,47.9,23.4,0.6,3.0,33.0,0.6,31.2,21.3,0.0,5.5,0.4,0.0,88.7,79.2,11.3,20.8,71,12.0,8.0,,,7.0,,13.0,24.0,,,,0.0,33.0,44.0,47.1,46.2,66.6,60.0,47.1,45.1,66.6,58.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.188929234245,SHORT,0.343919736249,SHORT,-0.834724737201,SHORT,2011-10-17,2746.71,-4640.57,-0.028698732487,-4640.57,-251322.22,0.0129710609457,0.191379846857,0.191379846857,-4640.57,-215573.52,0.240133837769,0.469829861422,-4640.57,-253963.9
279,279,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-18,18.10.2011,232741,CME,0,232,121691,51379,39572,129,2935,39012,814,48956,17049,0,1452,2033,0,105665,98609,16026,23082,3509.0,-5282.0,11911.0,-537.0,-579.0,3.0,85.0,12120.0,-8080.0,-26.0,-5000.0,1601.0,0.0,781.0,4957.0,2728.0,-1448.0,100,42.2,32.5,0.1,2.4,32.1,0.7,40.2,14.0,0.0,1.2,1.7,0.0,86.8,81.0,13.2,19.0,67,9.0,10.0,,,7.0,,17.0,17.0,0.0,,,0.0,35.0,38.0,48.7,45.8,70.2,60.1,48.7,45.3,70.2,59.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.483402772517,SHORT,0.129817154292,SHORT,-0.860061506186,SHORT,2011-10-24,2929.39,2093.51,0.294473538272,2093.51,-249228.71,-0.00442106223282,0.481265618776,0.481265618776,2093.51,-213480.01,0.127139531563,0.501027443783,2093.51,-251870.39
280,280,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-10-25,25.10.2011,232741,CME,0,232,126816,48439,42515,114,2936,37824,807,54239,19455,49,1955,1998,1,108540,102763,18276,24053,5125.0,-2940.0,2943.0,-15.0,1.0,-1188.0,-7.0,5283.0,2406.0,49.0,503.0,-35.0,1.0,2875.0,4154.0,2250.0,971.0,100,38.2,33.5,0.1,2.3,29.8,0.6,42.8,15.3,0.0,1.5,1.6,0.0,85.6,81.0,14.4,19.0,72,10.0,10.0,,,6.0,,18.0,19.0,,4.0,,,38.0,41.0,42.8,44.9,66.6,58.9,42.8,44.3,66.6,58.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.472005862078,SHORT,0.0651318248785,SHORT,-0.855937193327,SHORT,2011-10-31,2699.77,2060.49,-0.011396910439,2060.49,-247168.22,0.000443456988421,0.472215176376,0.472215176376,2060.49,-211419.52,0.116984498174,0.487311457056,2060.49,-249809.9
281,281,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-01,01.11.2011,232741,CME,0,232,139057,49666,51905,22,3003,37129,957,61682,27280,193,2083,711,504,118110,118701,20947,20356,12241.0,1227.0,9390.0,-92.0,67.0,-695.0,150.0,7443.0,7825.0,144.0,128.0,-1287.0,503.0,9570.0,15938.0,2671.0,-3697.0,100,35.7,37.3,0.0,2.2,26.7,0.7,44.4,19.6,0.1,1.5,0.5,0.4,84.9,85.4,15.1,14.6,77,10.0,10.0,,,6.0,,18.0,23.0,,5.0,,,40.0,43.0,45.3,44.7,66.1,61.3,45.3,44.2,66.1,60.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.386704435602,SHORT,-0.022043693574,LONG,-0.850343865245,SHORT,2011-11-07,2772.28,1990.66,-0.085301426476,1990.66,-245177.56,-0.0162461888856,0.380421962298,0.380421962298,1990.66,-209428.86,0.238407140624,0.484517571639,1990.66,-247819.24
282,282,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-08,08.11.2011,232741,CME,0,232,147684,45108,52502,548,3438,36801,927,68649,32742,359,2237,1466,0,121266,125345,26418,22339,8627.0,-4558.0,597.0,526.0,435.0,-328.0,-30.0,6967.0,5462.0,166.0,154.0,755.0,-504.0,3156.0,6644.0,5471.0,1983.0,100,30.5,35.6,0.4,2.3,24.9,0.6,46.5,22.2,0.2,1.5,1.0,0.0,82.1,84.9,17.9,15.1,74,11.0,10.0,,4.0,5.0,,20.0,18.0,,,,0.0,43.0,38.0,44.4,46.7,62.2,65.5,44.4,45.9,62.2,64.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.354143858922,SHORT,-0.0757504354062,LONG,-0.829121002013,SHORT,2011-11-14,-9744.19,1996.57,-0.03256057668,1996.57,-243180.99,0.000600823251186,0.354356636787,0.354356636787,1996.57,-207432.29,0.120477516351,0.483135665241,1996.57,-245822.67
283,283,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-15,15.11.2011,232741,CME,0,232,136465,46250,48075,620,3022,37402,927,62779,30752,360,1453,283,0,115411,118419,21054,18046,-11219.0,1142.0,-4427.0,72.0,-416.0,601.0,0.0,-5870.0,-1990.0,1.0,-784.0,-1183.0,0.0,-5855.0,-6926.0,-5364.0,-4293.0,100,33.9,35.2,0.5,2.2,27.4,0.7,46.0,22.5,0.3,1.1,0.2,0.0,84.6,86.8,15.4,13.2,75,12.0,10.0,,,5.0,,20.0,20.0,,,,0.0,42.0,38.0,45.5,49.9,65.8,66.5,45.5,49.0,65.8,65.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.342421229325,SHORT,-0.0193479989398,LONG,-0.850484860479,SHORT,2011-11-21,2605.16,1969.2,-0.011722629597,1969.2,-241211.79,0.00432984758873,0.343903861059,0.343903861059,1969.2,-205463.09,0.133374697349,0.250503156535,1969.2,-243853.47
284,284,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-22,22.11.2011,232741,CME,0,232,128192,52153,43717,717,2425,38485,927,48466,24145,423,1852,416,0,106963,108830,21229,19362,-8273.0,5903.0,-4358.0,97.0,-597.0,1083.0,0.0,-14313.0,-6607.0,63.0,399.0,133.0,0.0,-8448.0,-9589.0,175.0,1316.0,100,40.7,34.1,0.6,1.9,30.0,0.7,37.8,18.8,0.3,1.4,0.3,0.0,83.4,84.9,16.6,15.1,77,12.0,11.0,,,5.0,,18.0,23.0,,,,0.0,40.0,45.0,45.9,49.6,66.3,65.6,45.9,48.6,66.3,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.334949250114,SHORT,0.0879941587566,SHORT,-0.881447078954,SHORT,2011-11-28,2613.92,-16880.0,-0.007471979211,-16880.0,-258091.79,0.00130064927901,0.335384901615,0.335384901615,-16880.0,-222343.09,0.119435560662,0.253859568323,-16880.0,-260733.47
285,285,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-11-29,29.11.2011,232741,CME,0,232,124760,60238,40844,873,2381,38661,932,39743,19573,884,2113,596,5,107169,102368,17591,22392,-3432.0,8085.0,-2873.0,156.0,-44.0,176.0,5.0,-8723.0,-4572.0,461.0,261.0,180.0,5.0,206.0,-6462.0,-3638.0,3030.0,100,48.3,32.7,0.7,1.9,31.0,0.7,31.9,15.7,0.7,1.7,0.5,0.0,85.9,82.1,14.1,17.9,74,13.0,11.0,5.0,,5.0,,13.0,24.0,4.0,,,,40.0,46.0,43.7,49.2,66.8,61.3,43.7,48.0,66.8,60.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.340043158676,SHORT,0.191864031183,SHORT,-0.883972515959,SHORT,2011-12-05,2374.5,2142.67,0.005093908562,2142.67,-255949.12,0.000126067255859,0.340086026984,0.340086026984,2142.67,-220200.42,0.116230903099,0.150330088653,2142.67,-258590.8
286,286,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-06,06.12.2011,232741,CME,0,232,142807,50518,46191,6139,2572,41692,908,54079,25445,4076,6592,1563,9,124893,126023,17914,16784,18047.0,-9720.0,5347.0,5266.0,191.0,3031.0,-24.0,14336.0,5872.0,3192.0,4479.0,967.0,4.0,17724.0,23655.0,323.0,-5608.0,100,35.4,32.3,4.3,1.8,29.2,0.6,37.9,17.8,2.9,4.6,1.1,0.0,87.5,88.2,12.5,11.8,79,13.0,11.0,7.0,,6.0,,14.0,26.0,6.0,,4.0,,43.0,53.0,40.1,47.0,62.2,60.6,40.1,46.0,61.7,59.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.360067401036,SHORT,0.0447424748472,SHORT,-0.883788180011,SHORT,2011-12-12,2632.6,2143.8,0.02002424236,2143.8,-253805.32,-0.000130553616945,0.360020392934,0.360020392934,2143.8,-218056.62,0.115456886551,0.108782624984,0.0,-258590.8
287,287,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-13,13.12.2011,232741,CME,0,232,153296,46518,49738,14208,2572,41781,926,60210,26385,2651,7301,674,22,134408,136385,18888,16911,10489.0,-4000.0,3547.0,8069.0,0.0,89.0,18.0,6131.0,940.0,-1425.0,709.0,-889.0,13.0,9515.0,10362.0,974.0,127.0,100,30.3,32.4,9.3,1.7,27.3,0.6,39.3,17.2,1.7,4.8,0.4,0.0,87.7,89.0,12.3,11.0,83,12.0,12.0,9.0,,6.0,,18.0,26.0,5.0,5.0,,,48.0,53.0,39.3,44.9,60.4,60.3,38.5,43.2,56.9,57.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.390611467175,SHORT,-0.0334524601064,LONG,-0.884021373977,SHORT,2011-12-19,1729.41,-11415.21,0.030544066139,-11415.21,-265220.53,-0.000791191146514,0.39030241884,0.39030241884,-11415.21,-229471.83,0.11460159126,0.145981440722,-11415.21,-270006.01
288,288,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-12-20,20.12.2011,232741,CME,0,232,104817,25748,15177,2867,2596,41675,925,48825,27324,0,6654,777,0,87615,88745,17202,16072,-48479.0,-20770.0,-34561.0,-11341.0,24.0,-106.0,-1.0,-11385.0,939.0,-2651.0,-647.0,103.0,-22.0,-46793.0,-47640.0,-1686.0,-839.0,100,24.6,14.5,2.7,2.5,39.8,0.9,46.6,26.1,0.0,6.3,0.7,0.0,83.6,84.7,16.4,15.3,70,8.0,9.0,,,6.0,,15.0,24.0,0.0,4.0,,0.0,33.0,42.0,46.0,53.0,63.8,65.0,46.0,52.4,63.8,62.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.282354331639,SHORT,0.258301771533,SHORT,-0.882722323869,SHORT,2011-12-26,1452.48,1301.48,-0.108257135536,1301.48,-263919.05,-0.00152495713455,0.281923753386,0.281923753386,1301.48,-228170.35,0.114584055934,0.288131179545,1301.48,-268704.53
