,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
307,307,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-01,01.05.2012,90741,CME,0,90,163036,9057,64509,788,19465,34084,173,72304,43962,1660,10012,609,304,113763,146089,49273,16947,28137.0,-1050.0,21755.0,-38.0,566.0,-16.0,-198.0,21537.0,7349.0,-193.0,-460.0,-28.0,36.0,20200.0,28667.0,7937.0,-530.0,100,5.6,39.6,0.5,11.9,20.9,0.1,44.3,27.0,1.0,6.1,0.4,0.2,69.8,89.6,30.2,10.4,86,4.0,13.0,4.0,7.0,4.0,,32.0,14.0,9.0,10.0,,,61.0,42.0,33.0,56.5,43.1,71.6,32.6,56.4,42.7,71.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.243768599591,SHORT,-0.753772122992,LONG,-0.273002296962,SHORT,2012-05-07,190.03,852.79,-0.136171245218,190.03,33312.2,-0.00609196842548,-0.749180167019,-0.747864374126,190.03,100566.9,0.16855309863,0.304637082085,190.03,20535.93
308,308,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-08,08.05.2012,90741,CME,0,90,148415,11756,49483,895,20362,34054,181,59968,37296,1600,10618,2105,866,106246,126480,42169,21935,-14621.0,2699.0,-15026.0,107.0,897.0,-30.0,8.0,-12336.0,-6666.0,-60.0,606.0,1496.0,562.0,-7517.0,-19609.0,-7104.0,4988.0,100,7.9,33.3,0.6,13.7,22.9,0.1,40.4,25.1,1.1,7.2,1.4,0.6,71.6,85.2,28.4,14.8,81,5.0,10.0,,8.0,4.0,,27.0,13.0,7.0,12.0,,,59.0,36.0,38.1,57.1,46.8,68.4,37.7,57.0,46.4,68.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.233097548939,SHORT,-0.616061660053,LONG,-0.25161717142,SHORT,2012-05-14,-7301.58,970.35,0.137710462939,-7301.58,26010.62,-0.00256179113299,-0.614483438755,-0.615876325597,-7301.58,93265.32,0.154883535043,0.304160038616,-7301.58,13234.35
309,309,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-15,15.05.2012,90741,CME,0,90,140173,13420,38730,1486,20572,34040,185,58687,43866,545,8962,516,144,104001,119512,36172,20661,-8242.0,1664.0,-10753.0,591.0,210.0,-14.0,4.0,-1281.0,6570.0,-1055.0,-1656.0,-1589.0,-722.0,-2245.0,-6968.0,-5997.0,-1274.0,100,9.6,27.6,1.1,14.7,24.3,0.1,41.9,31.3,0.4,6.4,0.4,0.1,74.2,85.3,25.8,14.7,85,6.0,10.0,4.0,7.0,4.0,,28.0,18.0,7.0,11.0,,,60.0,41.0,42.8,56.5,50.6,67.8,42.3,56.4,50.1,67.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.144520394333,SHORT,-0.485330776606,LONG,-0.246612466125,SHORT,2012-05-21,1291.05,1032.05,0.130730883447,1291.05,27301.67,-0.00528682236687,-0.482764919001,-0.484097886411,1291.05,94556.37,0.153532498324,0.243045520491,1291.05,14525.4
310,310,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-22,22.05.2012,90741,CME,0,90,130992,14921,21927,1071,20670,34010,181,50338,47936,978,8342,35,1,96502,106139,34490,24853,-9181.0,1501.0,-16803.0,-415.0,98.0,-30.0,-4.0,-8349.0,4070.0,433.0,-620.0,-481.0,-143.0,-7499.0,-13373.0,-1682.0,4192.0,100,11.4,16.7,0.8,15.8,26.0,0.1,38.4,36.6,0.7,6.4,0.0,0.0,73.7,81.0,26.3,19.0,77,6.0,8.0,4.0,6.0,4.0,,18.0,25.0,6.0,9.0,,,45.0,46.0,45.3,54.1,53.4,62.5,44.8,53.4,52.9,61.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0244418666178,SHORT,-0.190132435953,LONG,-0.243964886613,SHORT,2012-05-28,-2689.26,944.88,0.295198340653,-2689.26,24612.41,0.00395536701416,-0.190884479518,-0.193828942489,-2689.26,91867.11,0.154078143149,0.380286734253,-2689.26,11836.14
311,311,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-05-29,29.05.2012,90741,CME,0,90,126626,20864,19282,1612,20853,34421,187,40767,42445,2163,8394,144,96,94936,100350,31690,26276,-4366.0,5943.0,-2645.0,541.0,183.0,411.0,6.0,-9571.0,-5491.0,1185.0,52.0,109.0,95.0,-1566.0,-5789.0,-2800.0,1423.0,100,16.5,15.2,1.3,16.5,27.2,0.1,32.2,33.5,1.7,6.6,0.1,0.1,75.0,79.2,25.0,20.8,79,7.0,7.0,5.0,6.0,5.0,,17.0,26.0,12.0,10.0,,,52.0,49.0,40.7,56.3,51.4,62.7,40.2,55.3,50.9,61.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.0201653607653,LONG,0.0394061674887,SHORT,-0.245468031986,SHORT,2012-06-04,1455.24,326.24,0.229538603442,326.24,24938.65,0.00442795118415,0.0395806560747,0.0372835251544,0.0,91867.11,0.153015768381,0.37677264464,326.24,12162.38
312,312,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-05,05.06.2012,90741,CME,0,90,137391,32760,18424,1473,22362,34461,178,31139,42858,7800,8674,1616,89,104475,106899,32916,30492,10765.0,11896.0,-858.0,-139.0,1509.0,40.0,-9.0,-9628.0,413.0,5637.0,280.0,1472.0,-7.0,9539.0,6549.0,1226.0,4216.0,100,23.8,13.4,1.1,16.3,25.1,0.1,22.7,31.2,5.7,6.3,1.2,0.1,76.0,77.8,24.0,22.2,86,10.0,6.0,7.0,6.0,5.0,,13.0,33.0,13.0,9.0,4.0,,51.0,60.0,35.1,49.5,49.2,56.3,34.7,44.6,47.1,51.5,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.158371285322,LONG,0.280087527352,SHORT,-0.212924344016,SHORT,2012-06-11,1400.38,1236.59,0.240681359863,1236.59,26175.24,0.0121498695676,0.283490554277,0.281049710409,1236.59,93103.7,0.195475062327,0.351414872599,1236.59,13398.97
313,313,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-12,12.06.2012,90741,CME,0,90,135037,33296,19686,6178,21571,34325,200,21193,31955,12158,9819,1216,40,104455,105758,30582,29279,-2354.0,536.0,1262.0,4705.0,-791.0,-136.0,22.0,-9946.0,-10903.0,4358.0,1145.0,-400.0,-49.0,-20.0,-1141.0,-2334.0,-1213.0,100,24.7,14.6,4.6,16.0,25.4,0.1,15.7,23.7,9.0,7.3,0.9,0.0,77.4,78.3,22.6,21.7,81,8.0,7.0,7.0,6.0,5.0,,15.0,27.0,11.0,10.0,,,50.0,54.0,34.4,47.3,47.2,56.9,33.3,41.2,42.9,49.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.20249115677,LONG,0.256879694991,SHORT,-0.228173751252,SHORT,2012-06-18,1177.08,1032.5,-0.023207832361,1032.5,27207.74,0.012127001096,0.259994875334,0.260195801854,1032.5,94136.2,0.204224575593,0.46407197604,1032.5,14431.47
314,314,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-19,19.06.2012,90741,CME,0,90,131671,36466,19730,8836,21587,34883,172,16264,31863,7591,10452,1208,969,102337,105252,29334,26419,-3366.0,3170.0,44.0,2658.0,16.0,558.0,-28.0,-4929.0,-92.0,-4567.0,633.0,-8.0,929.0,-2118.0,-506.0,-1248.0,-2860.0,100,27.7,15.0,6.7,16.4,26.5,0.1,12.4,24.2,5.8,7.9,0.9,0.7,77.7,79.9,22.3,20.1,86,10.0,8.0,11.0,6.0,6.0,,15.0,26.0,9.0,12.0,,,55.0,57.0,36.5,46.0,48.5,55.0,35.9,42.5,44.5,50.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.324121594947,LONG,0.297814791088,SHORT,-0.23545245263,SHORT,2012-06-25,1080.88,-1461.41,0.040935096097,-1461.41,25746.33,0.0148413409452,0.302234761941,0.301781211272,-1461.41,92674.79,0.213123925394,0.460315442437,-1461.41,12970.06
315,315,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-26,26.06.2012,90741,CME,0,90,95821,19207,6513,768,21014,34358,199,11984,18350,5483,9849,781,57,68561,66509,27260,29312,-35850.0,-17259.0,-13217.0,-8068.0,-573.0,-525.0,27.0,-4280.0,-13513.0,-2108.0,-603.0,-427.0,-912.0,-33776.0,-38743.0,-2074.0,2893.0,100,20.0,6.8,0.8,21.9,35.9,0.2,12.5,19.2,5.7,10.3,0.8,0.1,71.6,69.4,28.4,30.6,73,,8.0,5.0,6.0,5.0,,13.0,26.0,5.0,10.0,,,40.0,48.0,34.2,42.3,47.5,48.6,33.0,39.6,44.2,45.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.209863519483,LONG,0.493545878694,SHORT,-0.240988225096,SHORT,2012-07-02,967.2,857.43,0.195731087606,857.43,26603.76,0.00117632722206,0.494126450146,0.492163333556,857.43,93532.22,0.187708465298,0.44381537131,857.43,13827.49
316,316,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-03,03.07.2012,90741,CME,0,90,93160,20455,9013,866,20510,34259,252,7773,14523,5220,8945,340,44,64065,64517,29095,28643,-2661.0,1248.0,2500.0,98.0,-504.0,-99.0,53.0,-4211.0,-3827.0,-263.0,-904.0,-441.0,-13.0,-4496.0,-1992.0,1835.0,-669.0,100,22.0,9.7,0.9,22.0,36.8,0.3,8.3,15.6,5.6,9.6,0.4,0.0,68.8,69.3,31.2,30.7,65,4.0,7.0,5.0,6.0,5.0,4.0,12.0,22.0,,8.0,,,36.0,43.0,37.2,45.1,49.5,51.3,35.7,42.0,45.9,47.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.302744886975,LONG,0.388285597937,SHORT,-0.251036170096,SHORT,2012-07-09,874.16,767.52,-0.105260280757,767.52,27371.28,0.00452839990684,0.390043910403,0.391078930085,767.52,94299.74,0.168455946153,0.37510113709,767.52,14595.01
317,317,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-10,10.07.2012,90741,CME,0,90,100606,24194,8182,1518,20868,34297,226,10753,21923,5493,8656,568,44,71752,72251,28854,28355,7446.0,3739.0,-831.0,652.0,358.0,38.0,-26.0,2980.0,7400.0,273.0,-289.0,228.0,0.0,7687.0,7734.0,-241.0,-288.0,100,24.0,8.1,1.5,20.7,34.1,0.2,10.7,21.8,5.5,8.6,0.6,0.0,71.3,71.8,28.7,28.2,74,6.0,6.0,6.0,6.0,5.0,4.0,14.0,25.0,7.0,10.0,,,45.0,48.0,37.4,46.5,48.8,52.8,36.0,43.7,45.3,49.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.341841106623,LONG,0.494563874475,SHORT,-0.243433336355,SHORT,2012-07-16,760.89,648.18,0.106278276538,648.18,28019.46,0.0130794377858,0.501032491902,0.499905022963,648.18,94947.92,0.176452320104,0.338640302158,648.18,15243.19
318,318,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-17,17.07.2012,90741,CME,0,90,103963,28639,7391,1792,20914,34358,214,8766,25729,5589,9087,964,54,75055,76091,28908,27872,3357.0,4445.0,-791.0,274.0,46.0,61.0,-12.0,-1987.0,3806.0,96.0,431.0,396.0,10.0,3303.0,3840.0,54.0,-483.0,100,27.5,7.1,1.7,20.1,33.0,0.2,8.4,24.7,5.4,8.7,0.9,0.1,72.2,73.2,27.8,26.8,72,8.0,6.0,5.0,6.0,5.0,4.0,13.0,22.0,5.0,10.0,,,44.0,45.0,36.4,44.9,48.5,55.3,34.9,44.2,45.6,52.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.491752427888,LONG,0.589730779906,SHORT,-0.243233463598,SHORT,2012-07-23,797.46,-6100.51,0.095166905431,-6100.51,21918.95,-0.00238727679791,0.588322929298,0.58738533875,-6100.51,88847.41,0.1655850784,0.291135192844,-6100.51,9142.68
319,319,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-24,24.07.2012,90741,CME,0,90,111062,30762,6253,1556,20784,34451,172,14591,32799,6197,9446,1990,183,83691,83601,27371,27461,7099.0,2123.0,-1138.0,-236.0,-130.0,93.0,-42.0,5825.0,7070.0,608.0,359.0,1026.0,129.0,8636.0,7510.0,-1537.0,-411.0,100,27.7,5.6,1.4,18.7,31.0,0.2,13.1,29.5,5.6,8.5,1.8,0.2,75.4,75.3,24.6,24.7,82,10.0,6.0,6.0,6.0,5.0,,15.0,26.0,6.0,10.0,4.0,4.0,49.0,52.0,36.9,47.7,49.1,53.7,35.6,44.8,46.2,50.5,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.384216079342,LONG,0.662136971498,SHORT,-0.247433692405,SHORT,2012-07-30,818.84,735.76,0.072406191592,735.76,22654.71,0.00805767159012,0.667472253762,0.666694839023,735.76,89583.17,0.157285513304,0.168424826023,735.76,9878.44
320,320,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-31,31.07.2012,90741,CME,0,90,101082,14354,13551,964,18192,34021,392,19031,18463,5339,9798,5605,279,68349,78614,32733,22468,-9980.0,-16408.0,7298.0,-592.0,-2592.0,-430.0,220.0,4440.0,-14336.0,-858.0,352.0,3615.0,96.0,-15342.0,-4987.0,5362.0,-4993.0,100,14.2,13.4,1.0,18.0,33.7,0.4,18.8,18.3,5.3,9.7,5.5,0.3,67.6,77.8,32.4,22.2,84,7.0,9.0,4.0,6.0,5.0,4.0,20.0,22.0,5.0,11.0,4.0,6.0,53.0,50.0,26.8,43.5,39.1,53.4,25.6,41.5,36.0,50.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0151490905212,SHORT,0.0287762049812,SHORT,-0.303162047766,SHORT,2012-08-06,738.27,193.12,-0.633360766517,193.12,22847.83,0.00790564653299,0.0290036994863,0.0353350322065,0.0,89583.17,0.149289360016,0.699487058565,193.12,10071.56
321,321,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-07,07.08.2012,90741,CME,0,90,109258,9218,18729,839,18575,33850,181,33131,22718,4504,8600,7658,249,75297,88728,33961,20530,8176.0,-5136.0,5178.0,-125.0,383.0,-171.0,-211.0,14100.0,4255.0,-835.0,-1198.0,2053.0,-30.0,6948.0,10114.0,1228.0,-1938.0,100,8.4,17.1,0.8,17.0,31.0,0.2,30.3,20.8,4.1,7.9,7.0,0.2,68.9,81.2,31.1,18.8,79,6.0,10.0,,7.0,5.0,4.0,23.0,15.0,,8.0,5.0,5.0,50.0,44.0,29.6,44.4,41.3,59.2,28.9,44.1,38.8,57.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.186449175455,SHORT,-0.340322753784,LONG,-0.291368621841,SHORT,2012-08-13,656.79,603.51,-0.369098958765,656.79,23504.62,0.00706069073058,-0.342725667497,-0.339010648772,656.79,90239.96,0.140268917034,0.690164937725,656.79,10728.35
322,322,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-14,14.08.2012,90741,CME,0,90,123658,8388,28224,752,18704,33700,193,43297,24445,5306,7435,8510,588,84663,101718,38995,21940,14400.0,-830.0,9495.0,-87.0,129.0,-150.0,12.0,10166.0,1727.0,802.0,-1165.0,852.0,339.0,9366.0,12990.0,5034.0,1410.0,100,6.8,22.8,0.6,15.1,27.3,0.2,35.0,19.8,4.3,6.0,6.9,0.5,68.5,82.3,31.5,17.7,81,6.0,10.0,,8.0,4.0,,26.0,15.0,6.0,7.0,5.0,4.0,53.0,44.0,32.3,44.5,43.4,59.0,32.3,44.1,41.0,57.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.278291163532,SHORT,-0.541789577188,LONG,-0.286161361728,SHORT,2012-08-20,541.18,496.33,-0.201466823404,541.18,24045.8,-0.0260949399611,-0.5276516107,-0.525778322131,541.18,90781.14,0.298814989162,0.660755833271,541.18,11269.53
323,323,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-21,21.08.2012,90741,CME,0,90,150410,7031,42076,764,21188,33207,694,62364,37568,4727,8323,9651,848,105939,129535,44471,20875,26752.0,-1357.0,13852.0,12.0,2484.0,-493.0,501.0,19067.0,13123.0,-579.0,888.0,1141.0,260.0,21276.0,27817.0,5476.0,-1065.0,100,4.7,28.0,0.5,14.1,22.1,0.5,41.5,25.0,3.1,5.5,6.4,0.6,70.4,86.1,29.6,13.9,86,6.0,10.0,4.0,7.0,4.0,,28.0,15.0,6.0,9.0,7.0,5.0,56.0,48.0,33.2,50.0,42.8,63.9,33.2,49.5,42.1,63.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.248128727535,SHORT,-0.713645712424,LONG,-0.220957808622,SHORT,2012-08-27,629.01,539.58,-0.171856135236,629.01,24674.81,-0.0246402986738,-0.696061268923,-0.694518552005,629.01,91410.15,0.310786851057,0.617613323817,629.01,11898.54
324,324,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-28,28.08.2012,90741,CME,0,90,163842,6862,54533,987,22060,33094,1049,74695,36982,4534,8879,10919,577,119643,142675,44199,21167,13432.0,-169.0,12457.0,223.0,872.0,-113.0,355.0,12331.0,-586.0,-193.0,556.0,1268.0,-271.0,13704.0,13140.0,-272.0,292.0,100,4.2,33.3,0.6,13.5,20.2,0.6,45.6,22.6,2.8,5.4,6.7,0.4,73.0,87.1,27.0,12.9,97,5.0,11.0,5.0,8.0,4.0,4.0,34.0,18.0,6.0,10.0,7.0,5.0,65.0,52.0,34.8,51.4,44.9,65.4,34.7,50.9,44.0,64.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.337697108626,SHORT,-0.776463881424,LONG,-0.200058019364,SHORT,2012-09-03,882.8,811.65,-0.062818169,882.8,25557.61,-0.0152493686056,-0.764623297487,-0.764113521637,882.8,92292.95,0.288064530471,0.478028522468,882.8,12781.34
325,325,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-04,04.09.2012,90741,CME,0,90,171278,6952,62384,440,23490,32846,1324,77396,32155,7405,9254,10336,610,126871,147500,44407,23778,7436.0,90.0,7851.0,-547.0,1430.0,-248.0,275.0,2701.0,-4827.0,2871.0,375.0,-583.0,33.0,7228.0,4825.0,208.0,2611.0,100,4.1,36.4,0.3,13.7,19.2,0.8,45.2,18.8,4.3,5.4,6.0,0.4,74.1,86.1,25.9,13.9,92,4.0,11.0,5.0,9.0,4.0,4.0,29.0,18.0,7.0,10.0,7.0,6.0,61.0,53.0,37.1,52.8,46.6,66.9,37.1,50.3,45.7,63.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.412967476335,SHORT,-0.799469251183,LONG,-0.166074978699,SHORT,2012-09-10,887.39,829.41,-0.023005369759,887.39,26445.0,-0.0141014468863,-0.788195578,-0.788078261034,887.39,93180.34,0.266468273848,0.392442734336,887.39,13668.73
326,326,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-11,11.09.2012,90741,CME,0,90,254598,6445,76853,32706,22534,32990,2080,105231,48702,25479,9360,12288,1480,205315,232578,49283,22020,83320.0,-507.0,14469.0,32266.0,-956.0,144.0,756.0,27835.0,16547.0,18074.0,106.0,1952.0,870.0,78444.0,85078.0,4876.0,-1758.0,100,2.5,30.2,12.8,8.9,13.0,0.8,41.3,19.1,10.0,3.7,4.8,0.6,80.6,91.4,19.4,8.6,105,4.0,16.0,13.0,8.0,5.0,4.0,37.0,18.0,10.0,10.0,7.0,8.0,82.0,58.0,32.5,50.4,45.2,66.7,30.9,46.1,36.9,55.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.367231197989,SHORT,-0.84525438786,LONG,-0.188314962899,SHORT,2012-09-17,896.5,862.21,-0.045785136677,896.5,27341.5,-0.00574023111376,-0.840402432324,-0.839993100512,896.5,94076.84,0.240053361105,0.345041354856,896.5,14565.23
327,327,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-18,18.09.2012,90741,CME,0,90,296999,9922,80013,68247,22500,33125,1516,117438,58425,19208,9421,14575,600,248852,275709,48147,21290,42401.0,3477.0,3160.0,35541.0,-34.0,135.0,-564.0,12207.0,9723.0,-6271.0,61.0,2287.0,-880.0,43537.0,43131.0,-1136.0,-730.0,100,3.3,26.9,23.0,7.6,11.2,0.5,39.5,19.7,6.5,3.2,4.9,0.2,83.8,92.8,16.2,7.2,107,4.0,14.0,10.0,9.0,5.0,,37.0,19.0,8.0,11.0,8.0,5.0,74.0,59.0,40.4,50.9,53.0,67.5,29.7,43.3,35.3,52.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.335562341141,SHORT,-0.779351754045,LONG,-0.191011235955,SHORT,2012-09-24,831.25,778.83,0.065902633815,831.25,28172.75,-0.00263127017141,-0.777301069022,-0.77798060221,831.25,94908.09,0.216461185775,0.188366568854,0.0,14565.23
328,328,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-25,25.09.2012,90741,CME,0,90,210066,12010,98872,1405,22855,33115,1185,111861,48940,1100,9449,6189,1282,161147,192088,48919,17978,-86933.0,2088.0,18859.0,-66842.0,355.0,-10.0,-331.0,-5577.0,-9485.0,-18108.0,28.0,-8386.0,682.0,-87705.0,-83621.0,772.0,-3312.0,100,5.7,47.1,0.7,10.9,15.8,0.6,53.3,23.3,0.5,4.5,2.9,0.6,76.7,91.4,23.3,8.6,99,4.0,12.0,,9.0,5.0,,30.0,18.0,5.0,12.0,8.0,6.0,64.0,52.0,42.9,51.6,51.3,71.3,42.6,51.1,51.0,70.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.391297317803,SHORT,-0.783373315777,LONG,-0.183312488833,SHORT,2012-10-01,920.36,846.73,-0.004021561732,920.36,29093.11,-0.00458163460082,-0.779784185488,-0.779779861174,920.36,95828.45,0.196457324963,0.220305871884,920.36,15485.59
329,329,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-02,02.10.2012,90741,CME,0,90,196895,12047,96875,1231,23147,32996,885,102899,40119,1188,9217,5309,1063,151677,179666,45218,17229,-13171.0,37.0,-1997.0,-174.0,292.0,-119.0,-300.0,-8962.0,-8821.0,88.0,-232.0,-880.0,-219.0,-9470.0,-12422.0,-3701.0,-749.0,100,6.1,49.2,0.6,11.8,16.8,0.4,52.3,20.4,0.6,4.7,2.7,0.5,77.0,91.2,23.0,8.8,99,4.0,13.0,,10.0,4.0,,34.0,15.0,4.0,12.0,7.0,6.0,66.0,49.0,42.7,54.2,50.2,73.8,42.3,53.7,49.8,73.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.438965724594,SHORT,-0.778795835552,LONG,-0.175427034537,SHORT,2012-10-08,792.65,779.48,0.004577480225,792.65,29885.76,0.00451344447676,-0.782310887314,-0.782321511599,792.65,96621.1,0.180493818771,0.235915624731,792.65,16278.24
330,330,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-09,09.10.2012,90741,CME,0,90,192593,12449,92078,1183,23345,33178,728,96257,37634,1853,9954,5296,1703,147472,173653,45121,18940,-4302.0,402.0,-4797.0,-48.0,198.0,182.0,-157.0,-6642.0,-2485.0,665.0,737.0,-13.0,640.0,-4205.0,-6013.0,-97.0,1711.0,100,6.5,47.8,0.6,12.1,17.2,0.4,50.0,19.5,1.0,5.2,2.7,0.9,76.6,90.2,23.4,9.8,99,4.0,13.0,,10.0,4.0,,33.0,14.0,5.0,13.0,7.0,6.0,66.0,49.0,43.1,54.2,50.2,72.2,42.9,53.8,50.0,71.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.437841229059,SHORT,-0.761803170473,LONG,-0.17396458079,SHORT,2012-10-15,-6295.79,670.86,0.016992665079,-6295.79,23589.97,-0.00106206838958,-0.760994083407,-0.761172100928,-6295.79,90325.31,0.163522913951,0.22984587059,-6295.79,9982.45
