,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
259,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-05-31,31.05.2011,043602,CBT,0,43,1973136,208336,144316,70061,621053,507594,232434,360546,405085,80904,17194,98398,34899,1625427,1573691,347709,399445,29783.0,-3522.0,9561.0,34524.0,-17099.0,-79384.0,15881.0,455.0,39369.0,-9242.0,4497.0,8188.0,1204.0,26698.0,20101.0,3085.0,9682.0,100,10.6,7.3,3.6,31.5,25.7,11.8,18.3,20.5,4.1,0.9,5.0,1.8,82.4,79.8,17.6,20.2,274,26.0,38.0,25.0,38.0,55.0,44.0,43.0,49.0,33.0,6.0,19.0,7.0,166.0,217.0,25.5,19.3,33.3,29.2,22.4,17.1,29.2,22.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-44539,-0.0581729318693,LONG,64020,0.181538740742,SHORT,113459,0.100526559677,LONG
260,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-06-07,07.06.2011,043602,CBT,0,43,1819249,230903,127410,27937,576033,488417,223513,337987,437540,55551,33887,99652,7906,1493717,1467926,325532,351323,-153887.0,22567.0,-16906.0,-42124.0,-45020.0,-19177.0,-8921.0,-22559.0,32455.0,-25353.0,16693.0,1254.0,-26993.0,-131710.0,-105765.0,-22177.0,-48122.0,100,12.7,7.0,1.5,31.7,26.8,12.3,18.6,24.1,3.1,1.9,5.5,0.4,82.1,80.7,17.9,19.3,277,32.0,30.0,19.0,36.0,56.0,44.0,40.0,57.0,32.0,8.0,18.0,5.0,169.0,208.0,23.1,20.5,31.5,28.8,22.2,17.1,29.9,23.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-99553,-0.128368193499,LONG,103493,0.288834064072,SHORT,87616,0.0823110526563,LONG
261,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-06-14,14.06.2011,043602,CBT,0,43,1830576,265797,174481,22526,568619,462423,225310,346816,437530,36663,44493,102765,7219,1517443,1468917,313133,361659,11327.0,34894.0,47071.0,-5411.0,-7414.0,-25994.0,1797.0,8829.0,-10.0,-18888.0,10606.0,3113.0,-687.0,23726.0,991.0,-12399.0,10336.0,100,14.5,9.5,1.2,31.1,25.3,12.3,18.9,23.9,2.0,2.4,5.6,0.4,82.9,80.2,17.1,19.8,274,35.0,24.0,18.0,37.0,55.0,46.0,40.0,57.0,26.0,10.0,16.0,5.0,163.0,204.0,23.1,20.0,31.6,29.3,22.6,18.3,30.4,24.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-90714,-0.115655590772,LONG,91316,0.207405321183,SHORT,106196,0.102998713922,LONG
262,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-06-21,21.06.2011,043602,CBT,0,43,1857069,285467,161405,21689,571859,503189,200626,404263,468343,33166,35784,115869,14127,1566981,1518414,290088,338655,26493.0,19670.0,-13076.0,-837.0,3240.0,40766.0,-24684.0,57447.0,30813.0,-3497.0,-8709.0,13104.0,6908.0,49538.0,49497.0,-23045.0,-23004.0,100,15.4,8.7,1.2,30.8,27.1,10.8,21.8,25.2,1.8,1.9,6.2,0.8,84.4,81.8,15.6,18.2,291,39.0,32.0,16.0,35.0,56.0,44.0,43.0,55.0,27.0,10.0,21.0,4.0,169.0,213.0,23.9,21.4,31.9,28.4,23.8,18.2,31.8,24.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-64080,-0.0734352044336,LONG,124062,0.277623122505,SHORT,68670,0.0638762176201,LONG
263,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-06-28,28.06.2011,043602,CBT,0,43,1805673,254703,152036,35958,594527,466474,195331,368764,463725,25136,23756,105806,8039,1506214,1452505,299459,353168,-51396.0,-30764.0,-9369.0,14269.0,22668.0,-36715.0,-5295.0,-35499.0,-4618.0,-8030.0,-12028.0,-10063.0,-6088.0,-60767.0,-65909.0,9371.0,14513.0,100,14.1,8.4,2.0,32.9,25.8,10.8,20.4,25.7,1.4,1.3,5.9,0.4,83.4,80.4,16.6,19.6,269,36.0,29.0,17.0,34.0,52.0,42.0,42.0,49.0,33.0,5.0,22.0,4.0,159.0,204.0,26.1,21.6,35.3,29.9,25.1,18.5,33.9,26.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-94961,-0.114068774482,LONG,102667,0.25241493931,SHORT,128053,0.12069074393,LONG
264,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-07-05,05.07.2011,043602,CBT,0,43,1764483,211400,168525,31089,587198,458396,217365,354241,406988,37894,25172,99908,10872,1475231,1431037,289252,333446,-41190.0,-43303.0,16489.0,-4869.0,-7329.0,-8078.0,22034.0,-14523.0,-56737.0,12758.0,1416.0,-5898.0,2833.0,-30983.0,-21468.0,-10207.0,-19722.0,100,12.0,9.6,1.8,33.3,26.0,12.3,20.1,23.1,2.1,1.4,5.7,0.6,83.6,81.1,16.4,18.9,280,26.0,38.0,12.0,35.0,57.0,48.0,45.0,51.0,33.0,7.0,21.0,4.0,164.0,213.0,26.8,18.8,36.0,27.1,25.3,14.5,33.3,21.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-52747,-0.0692918950802,LONG,42875,0.112851220636,SHORT,128802,0.123185481171,LONG
265,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-07-12,12.07.2011,043602,CBT,0,43,1814745,177180,217631,26541,661645,503467,201930,381075,427218,24202,47115,96802,4307,1523995,1502098,290750,312647,50262.0,-34220.0,49106.0,-4548.0,74447.0,45071.0,-15435.0,26834.0,20230.0,-13692.0,21943.0,-3106.0,-6565.0,48764.0,71061.0,1498.0,-20799.0,100,9.8,12.0,1.5,36.5,27.7,11.1,21.0,23.5,1.3,2.6,5.3,0.2,84.0,82.8,16.0,17.2,273,32.0,36.0,16.0,37.0,54.0,50.0,40.0,51.0,32.0,6.0,17.0,4.0,166.0,207.0,26.1,20.9,35.8,30.1,25.0,17.7,33.8,26.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-46143,-0.0570869721747,LONG,-40451,-0.102456618483,LONG,158178,0.135762055493,LONG
266,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-07-19,19.07.2011,043602,CBT,0,43,1915663,162417,237444,32243,721065,509552,211304,387217,468157,26875,72981,98934,6269,1620371,1590778,295292,324885,100918.0,-14763.0,19813.0,5702.0,59420.0,6085.0,9374.0,6142.0,40939.0,2673.0,25866.0,2132.0,1962.0,96376.0,88680.0,4542.0,12238.0,100,8.5,12.4,1.7,37.6,26.6,11.0,20.2,24.4,1.4,3.8,5.2,0.3,84.6,83.0,15.4,17.0,281,30.0,37.0,18.0,35.0,58.0,48.0,47.0,49.0,28.0,6.0,19.0,4.0,170.0,208.0,26.8,20.2,36.2,31.1,26.2,17.7,35.5,25.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-80940,-0.0946252750259,LONG,-75027,-0.187632702364,LONG,211513,0.17187557136,LONG
267,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-07-26,26.07.2011,043602,CBT,0,43,1900615,162939,267829,35153,708950,541318,204937,394702,374872,33280,50820,98764,10134,1600915,1566287,299700,334328,-15048.0,522.0,30385.0,2910.0,-12115.0,31766.0,-6367.0,7485.0,-93285.0,6405.0,-22161.0,-170.0,3865.0,-19456.0,-24491.0,4408.0,9443.0,100,8.6,14.1,1.8,37.3,28.5,10.8,20.8,19.7,1.8,2.7,5.2,0.5,84.2,82.4,15.8,17.6,274,24.0,39.0,17.0,35.0,59.0,51.0,45.0,46.0,35.0,10.0,16.0,6.0,176.0,207.0,26.4,20.9,35.3,30.4,25.8,18.3,34.3,25.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,19830,0.0257675025404,SHORT,-104890,-0.243495338558,LONG,167632,0.134076853923,LONG
268,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-08-02,02.08.2011,043602,CBT,0,43,1863628,171558,218639,29576,689819,491420,253486,316754,407696,32486,60118,104239,13544,1567341,1551086,296287,312542,-36987.0,8619.0,-49190.0,-5577.0,-19131.0,-49898.0,48549.0,-77948.0,32824.0,-794.0,9298.0,5475.0,3410.0,-33574.0,-15201.0,-3413.0,-21786.0,100,9.2,11.7,1.6,37.0,26.4,13.6,17.0,21.9,1.7,3.2,5.6,0.7,84.1,83.2,15.9,16.8,278,29.0,36.0,18.0,35.0,58.0,50.0,40.0,53.0,46.0,9.0,18.0,5.0,185.0,212.0,24.8,21.5,34.4,31.5,24.4,19.3,32.9,25.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-90942,-0.12553247291,LONG,-47081,-0.120659564271,LONG,198399,0.167958389454,LONG
269,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-08-09,09.08.2011,043602,CBT,0,43,1888324,144624,212172,38304,766986,555868,217605,267808,355126,40966,107435,116552,13612,1597340,1550205,290984,338119,24696.0,-26934.0,-6467.0,8728.0,77167.0,64448.0,-35881.0,-48946.0,-52570.0,8480.0,47317.0,12313.0,68.0,29999.0,-881.0,-5303.0,25577.0,100,7.7,11.2,2.0,40.6,29.4,11.5,14.2,18.8,2.2,5.7,6.2,0.7,84.6,82.1,15.4,17.9,265,27.0,40.0,19.0,34.0,59.0,52.0,32.0,51.0,42.0,6.0,16.0,8.0,177.0,209.0,30.3,21.0,40.5,29.7,28.4,19.0,38.1,25.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-87318,-0.140172153069,LONG,-67548,-0.1893182659,LONG,211118,0.159592819767,LONG
270,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-08-16,16.08.2011,043602,CBT,0,43,1971277,135078,254383,18434,926393,604849,222673,217768,383282,39336,99512,103614,16607,1675801,1643178,295476,328099,82953.0,-9546.0,42211.0,-19870.0,159407.0,48981.0,5068.0,-50040.0,28156.0,-1630.0,-7923.0,-12938.0,2995.0,78461.0,92973.0,4492.0,-10020.0,100,6.9,12.9,0.9,47.0,30.7,11.3,11.0,19.4,2.0,5.0,5.3,0.8,85.0,83.4,15.0,16.6,262,30.0,37.0,19.0,32.0,59.0,48.0,32.0,51.0,42.0,5.0,15.0,6.0,178.0,199.0,37.7,23.3,46.8,31.9,36.0,20.8,44.4,26.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-165514,-0.275374760835,LONG,-119305,-0.30633362519,LONG,321544,0.209989015453,LONG
271,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-08-23,23.08.2011,043602,CBT,0,43,1945472,119361,304515,27679,892924,537185,222267,219271,345580,60037,99359,96873,22658,1663556,1616794,281916,328678,-25805.0,-15717.0,50132.0,9245.0,-33469.0,-67664.0,-406.0,1503.0,-37702.0,20701.0,-153.0,-6741.0,6051.0,-12245.0,-26384.0,-13560.0,579.0,100,6.1,15.7,1.4,45.9,27.6,11.4,11.3,17.8,3.1,5.1,5.0,1.2,85.5,83.1,14.5,16.9,269,27.0,43.0,24.0,34.0,57.0,48.0,35.0,51.0,47.0,6.0,15.0,6.0,184.0,210.0,35.5,21.2,45.2,29.4,33.9,18.8,43.1,25.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-126309,-0.223614723175,LONG,-185154,-0.436811709085,LONG,355739,0.248749570837,LONG
272,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-08-30,30.08.2011,043602,CBT,0,43,2011822,73898,236083,97191,842415,538501,207151,246279,336193,147068,76546,100935,31082,1721630,1694204,290192,317618,66350.0,-45463.0,-68432.0,69512.0,-50509.0,1316.0,-15116.0,27008.0,-9387.0,87031.0,-22813.0,4062.0,8424.0,58074.0,77410.0,8276.0,-11060.0,100,3.7,11.7,4.8,41.9,26.8,10.3,12.2,16.7,7.3,3.8,5.0,1.5,85.6,84.2,14.4,15.8,239,19.0,30.0,25.0,31.0,59.0,49.0,46.0,34.0,33.0,8.0,12.0,4.0,169.0,181.0,31.7,22.3,40.4,32.8,30.5,19.2,38.0,26.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-89914,-0.154366218462,LONG,-162185,-0.523209487033,LONG,303914,0.22008145318,LONG
273,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-09-06,06.09.2011,043602,CBT,0,43,1766216,69843,219526,23537,820173,550283,230750,215334,276818,33783,52914,88350,22077,1468411,1445124,297805,321092,-245606.0,-4055.0,-16557.0,-73654.0,-22242.0,11782.0,23599.0,-30945.0,-59375.0,-113285.0,-23632.0,-12585.0,-9005.0,-253219.0,-249080.0,7613.0,3474.0,100,4.0,12.4,1.3,46.4,31.2,13.1,12.2,15.7,1.9,3.0,5.0,1.2,83.1,81.8,16.9,18.2,227,15.0,31.0,18.0,32.0,56.0,48.0,43.0,33.0,25.0,6.0,11.0,4.0,150.0,172.0,35.7,19.3,44.1,31.0,34.5,17.4,42.0,26.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-61484,-0.124928883759,LONG,-149683,-0.517273792286,LONG,269890,0.196934451015,LONG
274,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-09-13,13.09.2011,043602,CBT,0,43,1649923,73752,219679,19764,767567,536120,221354,171595,205897,28370,46233,90644,16762,1345397,1338590,304526,311333,-116293.0,3909.0,153.0,-3773.0,-52606.0,-14163.0,-9396.0,-43739.0,-70921.0,-5413.0,-6681.0,2294.0,-5315.0,-123014.0,-106534.0,6721.0,-9759.0,100,4.5,13.3,1.2,46.5,32.5,13.4,10.4,12.5,1.7,2.8,5.5,1.0,81.5,81.1,18.5,18.9,223,23.0,24.0,17.0,31.0,56.0,45.0,35.0,37.0,27.0,6.0,11.0,4.0,144.0,170.0,35.4,17.6,43.8,28.8,34.1,15.0,41.5,23.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-34302,-0.0908681508482,LONG,-145927,-0.497312826525,LONG,231447,0.177532643955,LONG
275,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-09-20,20.09.2011,043602,CBT,0,43,1566935,70768,211860,15469,742929,526256,196666,171116,170286,26734,54097,101487,7005,1284784,1255763,282151,311172,-82988.0,-2984.0,-7819.0,-4295.0,-24638.0,-9864.0,-24688.0,-479.0,-35611.0,-1636.0,7864.0,10843.0,-9757.0,-60613.0,-82827.0,-22375.0,-161.0,100,4.5,13.5,1.0,47.4,33.6,12.6,10.9,10.9,1.7,3.5,6.5,0.4,82.0,80.1,18.0,19.9,228,18.0,27.0,18.0,35.0,54.0,47.0,32.0,44.0,26.0,7.0,11.0,4.0,142.0,178.0,34.7,17.4,42.5,26.1,33.5,13.3,40.5,21.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,830,0.00243115154569,SHORT,-141092,-0.499214515193,LONG,216673,0.170718216808,LONG
276,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-09-27,27.09.2011,043602,CBT,0,43,1555333,87640,172286,24772,697324,541238,200627,161780,187265,21724,63456,91652,0,1257323,1239564,298010,315769,-11602.0,16872.0,-39574.0,9303.0,-45605.0,14982.0,3961.0,-9336.0,16979.0,-5010.0,9359.0,-9835.0,-7005.0,-27461.0,-16199.0,15859.0,4597.0,100,5.6,11.1,1.6,44.8,34.8,12.9,10.4,12.0,1.4,4.1,5.9,0.0,80.8,79.7,19.2,20.3,216,19.0,24.0,14.0,30.0,57.0,49.0,28.0,40.0,25.0,7.0,11.0,0.0,137.0,167.0,33.0,17.4,42.6,25.5,31.5,13.3,40.4,20.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-25485,-0.0730135082869,LONG,-84646,-0.325654224664,LONG,156086,0.126021951263,LONG
277,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-10-04,04.10.2011,043602,CBT,0,43,1496381,93107,138317,23038,646580,545172,219623,153904,168385,16818,49606,84224,4268,1206944,1199845,289437,296536,-58952.0,5467.0,-33969.0,-1734.0,-50744.0,3934.0,18996.0,-7876.0,-18880.0,-4906.0,-13850.0,-7428.0,4268.0,-50379.0,-39719.0,-8573.0,-19233.0,100,6.2,9.2,1.5,43.2,36.4,14.7,10.3,11.3,1.1,3.3,5.6,0.3,80.7,80.2,19.3,19.8,226,21.0,29.0,11.0,31.0,56.0,49.0,26.0,48.0,20.0,6.0,9.0,0.0,133.0,176.0,31.1,15.4,40.7,23.2,29.9,10.7,38.5,17.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,-14481,-0.0449317227706,LONG,-45210,-0.19535571073,LONG,101408,0.0850915291101,LONG
278,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-10-11,11.10.2011,043602,CBT,0,43,1535194,140340,122509,21123,601129,599282,205144,220585,150304,20713,49952,97607,2848,1261834,1219530,273360,315664,38813.0,47233.0,-15808.0,-1915.0,-45451.0,54110.0,-14479.0,66681.0,-18081.0,3895.0,346.0,13383.0,-1420.0,54890.0,19685.0,-16077.0,19128.0,100,9.1,8.0,1.4,39.2,39.0,13.4,14.4,9.8,1.3,3.3,6.4,0.2,82.2,79.4,17.8,20.6,237,26.0,27.0,9.0,28.0,59.0,49.0,32.0,45.0,22.0,7.0,13.0,4.0,144.0,177.0,28.1,15.3,37.8,22.7,26.9,10.7,36.5,18.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,70281,0.189493352459,SHORT,17831,0.0678374275725,SHORT,1847,0.00153863968258,LONG
279,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-10-18,18.10.2011,043602,CBT,0,43,1494341,143915,149508,16773,598598,566847,202110,210902,138385,20225,39494,110708,932,1232949,1205488,261392,288853,-40853.0,3575.0,26999.0,-4350.0,-2531.0,-32435.0,-3034.0,-9683.0,-11919.0,-488.0,-10458.0,13101.0,-1916.0,-28885.0,-14042.0,-11968.0,-26811.0,100,9.6,10.0,1.1,40.1,37.9,13.5,14.1,9.3,1.4,2.6,7.4,0.1,82.5,80.7,17.5,19.3,244,28.0,28.0,16.0,29.0,56.0,49.0,39.0,42.0,25.0,7.0,15.0,4.0,160.0,177.0,25.9,16.0,35.8,24.0,24.6,10.9,33.5,18.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,72517,0.2076143687,SHORT,-5593,-0.0190612187865,LONG,31751,0.0272436708725,LONG
280,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-10-25,25.10.2011,043602,CBT,0,43,1504168,136520,117913,18731,594165,607922,177984,227842,117710,27813,45566,117865,760,1229381,1186698,274787,317470,9827.0,-7395.0,-31595.0,1958.0,-4433.0,41075.0,-24126.0,16940.0,-20675.0,7588.0,6072.0,7157.0,-172.0,-3568.0,-18790.0,13395.0,28617.0,100,9.1,7.8,1.2,39.5,40.4,11.8,15.1,7.8,1.8,3.0,7.8,0.1,81.7,78.9,18.3,21.1,236,28.0,24.0,17.0,28.0,58.0,46.0,47.0,31.0,25.0,6.0,14.0,4.0,160.0,167.0,24.0,16.9,32.9,24.7,22.7,13.0,31.4,20.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,110132,0.31871324721,SHORT,18607,0.0731312369072,SHORT,-13757,-0.0114442631856,SHORT
281,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-11-01,01.11.2011,043602,CBT,0,43,1453541,95381,119206,22858,590212,557939,189021,184154,143951,27153,51474,93950,10861,1171114,1164939,282427,288602,-50627.0,-41139.0,1293.0,4127.0,-3953.0,-49983.0,11037.0,-43688.0,26241.0,-660.0,5908.0,-23915.0,10101.0,-58267.0,-21759.0,7640.0,-28868.0,100,6.6,8.2,1.6,40.6,38.4,13.0,12.7,9.9,1.9,3.5,6.5,0.7,80.6,80.1,19.4,19.9,237,22.0,32.0,15.0,29.0,58.0,49.0,31.0,46.0,35.0,5.0,14.0,4.0,150.0,189.0,24.7,16.3,34.5,24.3,23.1,11.8,31.7,19.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,40203,0.122530897121,SHORT,-23825,-0.111027229049,LONG,32273,0.0281086721172,LONG
282,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-11-08,08.11.2011,043602,CBT,0,43,1484687,129022,130368,32008,590789,565666,184489,178919,118475,26751,35956,93997,14962,1192896,1166716,291791,317971,31146.0,33641.0,11162.0,9150.0,577.0,7727.0,-4532.0,-5235.0,-25476.0,-402.0,-15518.0,47.0,4101.0,21782.0,1777.0,9364.0,29369.0,100,8.7,8.8,2.2,39.8,38.1,12.4,12.1,8.0,1.8,2.4,6.3,1.0,80.3,78.6,19.7,21.4,237,20.0,32.0,17.0,32.0,58.0,48.0,32.0,44.0,34.0,4.0,15.0,5.0,155.0,186.0,23.3,16.3,31.9,24.2,21.7,12.5,29.6,19.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,60444,0.203245526137,SHORT,-1346,-0.00518909749798,LONG,25123,0.0217241483672,LONG
283,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-11-15,15.11.2011,043602,CBT,0,43,1480368,98121,144946,35023,610058,538499,195466,170303,146872,37675,46732,98804,6907,1200285,1204192,280083,276176,-4319.0,-30901.0,14578.0,3015.0,19269.0,-27167.0,10977.0,-8616.0,28397.0,10924.0,10776.0,4807.0,-8055.0,7389.0,37476.0,-11708.0,-41795.0,100,6.6,9.8,2.4,41.2,36.4,13.2,11.5,9.9,2.5,3.2,6.7,0.5,81.1,81.3,18.9,18.7,242,20.0,33.0,17.0,34.0,56.0,48.0,38.0,42.0,39.0,4.0,14.0,4.0,166.0,184.0,22.2,15.4,32.9,23.1,20.6,10.0,29.5,16.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,23431,0.0738740442973,SHORT,-46825,-0.192642357868,LONG,71559,0.0623033946073,LONG
284,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-11-22,22.11.2011,043602,CBT,0,43,1522038,98862,151683,40115,608840,557334,173077,194943,114068,58759,45280,117217,4036,1223912,1216289,298126,305749,41670.0,741.0,6737.0,5092.0,-1218.0,18835.0,-22389.0,24640.0,-32804.0,21084.0,-1452.0,18413.0,-2871.0,23627.0,12097.0,18043.0,29573.0,100,6.5,10.0,2.6,40.0,36.6,11.4,12.8,7.5,3.9,3.0,7.7,0.3,80.4,79.9,19.6,20.1,246,23.0,32.0,21.0,31.0,57.0,45.0,42.0,41.0,37.0,5.0,14.0,5.0,172.0,182.0,22.5,16.8,32.4,23.6,20.5,12.2,29.0,18.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,80875,0.261722074619,SHORT,-52821,-0.210824402802,LONG,51506,0.0441666509457,LONG
285,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,2011-11-29,29.11.2011,043602,CBT,0,43,1556443,81563,148256,39699,574027,559937,169789,207102,120326,141717,50060,75425,2577,1266534,1257726,289909,298717,34405.0,-17299.0,-3427.0,-416.0,-34813.0,2603.0,-3288.0,12159.0,6258.0,82958.0,4780.0,-41792.0,-1459.0,42622.0,41437.0,-8217.0,-7032.0,100,5.2,9.5,2.6,36.9,36.0,10.9,13.3,7.7,9.1,3.2,4.8,0.2,81.4,80.8,18.6,19.2,221,16.0,27.0,25.0,32.0,54.0,46.0,45.0,31.0,29.0,5.0,11.0,7.0,159.0,169.0,23.7,19.9,35.3,29.4,19.7,13.6,28.6,20.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,86776,0.265023150128,SHORT,-66693,-0.290197938378,LONG,14090,0.0124254385501,LONG
