,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_EURUSD,PUT_EURUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
440,440,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-11-18,18.11.2014,99741,CME,0,99,465168,261649,49513,8833,42277,86497,11875,52016,186132,7339,43710,22176,5501,433200,377866,31968,87302,1192.0,765.0,-831.0,-282.0,36.0,2562.0,50.0,-2916.0,2106.0,1799.0,604.0,-1627.0,255.0,311.0,4032.0,881.0,-2840.0,100,56.2,10.6,1.9,9.1,18.6,2.6,11.2,40.0,1.6,9.4,4.8,1.2,93.1,81.2,6.9,18.8,218,19.0,15.0,7.0,15.0,29.0,19.0,29.0,57.0,21.0,23.0,31.0,11.0,111.0,165.0,45.8,28.6,59.9,40.5,45.8,27.0,59.0,38.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.563162403211,LONG,0.681754198777,SHORT,-0.343392299688,SHORT,2014-11-24,1039.4,899.14,-0.012949109224,1039.4,22329.88,0.0064952228741,-0.345622709208,-0.332568323088,1039.4,-21426.84,0.039870732945,0.145994760046,1039.4,24020.71
441,441,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-11-25,25.11.2014,99741,CME,0,99,465339,260302,51029,8953,43132,87159,12062,52559,180788,6702,44578,24640,5331,433619,376664,31720,88675,171.0,-1347.0,1516.0,120.0,855.0,662.0,187.0,543.0,-5344.0,-637.0,868.0,2464.0,-170.0,419.0,-1202.0,-248.0,1373.0,100,55.9,11.0,1.9,9.3,18.7,2.6,11.3,38.9,1.4,9.6,5.3,1.1,93.2,80.9,6.8,19.1,222,20.0,14.0,8.0,16.0,28.0,18.0,27.0,60.0,18.0,24.0,33.0,11.0,110.0,167.0,45.0,27.5,59.3,39.2,45.0,25.9,58.5,37.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.549520670932,LONG,0.672188121324,SHORT,-0.337912825905,SHORT,2014-12-01,-1093.1,1387.93,0.005479473783,-1093.1,21236.78,0.000654589429172,-0.338134020069,-0.342656140541,-1093.1,-22519.94,0.0380116588742,0.140982702534,-1093.1,22927.61
442,442,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-12-02,02.12.2014,99741,CME,0,99,462058,249872,51923,9496,42491,84206,11729,54669,174780,10123,43969,24485,5463,427812,372205,34246,89853,-3281.0,-10430.0,894.0,543.0,-641.0,-2953.0,-333.0,2110.0,-6008.0,3421.0,-609.0,-155.0,132.0,-5807.0,-4459.0,2526.0,1178.0,100,54.1,11.2,2.1,9.2,18.2,2.5,11.8,37.8,2.2,9.5,5.3,1.2,92.6,80.6,7.4,19.4,227,20.0,15.0,9.0,16.0,28.0,17.0,29.0,62.0,19.0,26.0,31.0,10.0,114.0,168.0,43.0,26.3,57.4,37.8,43.0,24.5,56.5,35.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.523475805081,LONG,0.655905498766,SHORT,-0.329250100634,SHORT,2014-12-08,1084.34,782.01,0.008662725271,1084.34,22321.12,-0.00393736601434,-0.327953722478,-0.336518551425,1084.34,-21435.6,0.0368011322489,0.0801817092228,1084.34,24011.95
443,443,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-12-09,09.12.2014,99741,CME,0,99,477861,240542,69037,21987,42499,88986,11223,62299,149894,16372,43096,25078,5995,444013,388572,33848,89289,15803.0,-9330.0,17114.0,12491.0,8.0,4780.0,-506.0,7630.0,-24886.0,6249.0,-873.0,593.0,532.0,16201.0,16367.0,-398.0,-564.0,100,50.3,14.4,4.6,8.9,18.6,2.3,13.0,31.4,3.4,9.0,5.2,1.3,92.9,81.3,7.1,18.7,227,18.0,15.0,11.0,16.0,32.0,17.0,34.0,59.0,27.0,19.0,34.0,10.0,118.0,174.0,41.4,24.0,55.8,35.8,41.3,22.2,53.9,33.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.41280815107,LONG,0.553994295479,SHORT,-0.353553637297,SHORT,2014-12-15,-981.46,1293.72,-0.024303536663,-981.46,21339.66,0.000671692234493,-0.35379111653,-0.332685842859,-981.46,-22417.06,0.0355700606459,0.121784478415,-981.46,23030.49
444,444,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-12-16,16.12.2014,99741,CME,0,99,368171,169095,9503,1568,34685,88132,12181,37772,140458,7641,70002,26648,924,333868,287055,34303,81116,-109690.0,-71447.0,-59534.0,-20419.0,-7814.0,-854.0,958.0,-24527.0,-9436.0,-8731.0,26906.0,1570.0,-5071.0,-110145.0,-101517.0,455.0,-8173.0,100,45.9,2.6,0.4,9.4,23.9,3.3,10.3,38.2,2.1,19.0,7.2,0.3,90.7,78.0,9.3,22.0,217,21.0,10.0,5.0,14.0,30.0,20.0,24.0,60.0,15.0,22.0,35.0,10.0,103.0,164.0,38.6,23.6,56.9,34.0,38.6,23.0,56.9,33.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.576143185771,LONG,0.893582234963,SHORT,-0.435175912129,SHORT,2014-12-22,1106.16,948.49,-0.081622274832,1106.16,22445.82,0.0014823985113,-0.435821016253,-0.365071070351,1106.16,-21310.9,0.0347674671108,0.252528012881,1106.16,24136.65
445,445,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-12-23,23.12.2014,99741,CME,0,99,376849,190661,11119,1877,39756,84944,11503,23487,151153,8049,69807,26851,1241,346381,296737,30468,80112,8678.0,21566.0,1616.0,309.0,5071.0,-3188.0,-678.0,-14285.0,10695.0,408.0,-195.0,203.0,317.0,12513.0,9682.0,-3835.0,-1004.0,100,50.6,3.0,0.5,10.5,22.5,3.1,6.2,40.1,2.1,18.5,7.1,0.3,91.9,78.7,8.1,21.3,213,19.0,11.0,6.0,16.0,30.0,17.0,24.0,58.0,14.0,20.0,34.0,6.0,98.0,158.0,40.4,23.1,59.8,32.7,40.4,22.5,59.8,31.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.731023820431,LONG,0.889790861334,SHORT,-0.362373696872,SHORT,2014-12-29,-6995.85,1004.23,0.072802215257,-6995.85,15449.97,-0.00677862541264,-0.359917301322,-0.424639706616,-6995.85,-28306.75,0.0355628312918,0.254117316419,-6995.85,17140.8
446,446,EURO FX - CHICAGO MERCANTILE EXCHANGE,2014-12-30,30.12.2014,99741,CME,0,99,386295,198138,11802,1785,40911,87329,11844,24362,155817,7936,69641,28599,1226,355843,306338,30452,79957,9446.0,7477.0,683.0,-92.0,1155.0,2385.0,341.0,875.0,4664.0,-113.0,-166.0,1748.0,-15.0,9462.0,9601.0,-16.0,-155.0,100,51.3,3.1,0.5,10.6,22.6,3.1,6.3,40.3,2.1,18.0,7.4,0.3,92.1,79.3,7.9,20.7,219,19.0,12.0,6.0,17.0,31.0,19.0,24.0,62.0,14.0,20.0,33.0,6.0,99.0,165.0,40.5,23.0,60.0,32.8,40.5,22.4,60.0,32.0,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.729580028749,LONG,0.887567876536,SHORT,-0.361961946351,SHORT,2015-01-05,1448.3,1299.44,0.000411750521,1448.3,16898.27,-0.0212937893333,-0.354254404919,-0.361236995999,1448.3,-26858.45,0.0525332805376,0.26468251798,1448.3,18589.1
447,447,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-01-06,06.01.2015,99741,CME,0,99,406624,218154,13695,2197,39927,89350,12030,26680,162045,5251,69874,33990,1286,375399,319844,31225,86780,20329.0,20016.0,1893.0,412.0,-984.0,2021.0,186.0,2318.0,6228.0,-2685.0,233.0,5391.0,60.0,19556.0,13506.0,773.0,6823.0,100,53.7,3.4,0.5,9.8,22.0,3.0,6.6,39.9,1.3,17.2,8.4,0.3,92.3,78.7,7.7,21.3,232,19.0,13.0,5.0,17.0,32.0,18.0,26.0,68.0,13.0,18.0,38.0,7.0,100.0,175.0,42.0,21.6,61.4,31.4,42.0,21.2,61.4,30.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.717260564313,LONG,0.881862764127,SHORT,-0.382303116564,SHORT,2015-01-12,-6639.39,1112.39,-0.020341170213,-6639.39,10258.88,0.0171538360015,-0.388861081528,-0.365727825276,-6639.39,-33497.84,0.0601362679582,0.267189335078,-6639.39,11949.71
448,448,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-01-13,13.01.2015,99741,CME,0,99,422426,227040,12119,2525,38780,91675,13127,30839,167542,5403,71213,39162,976,389903,332529,32523,89897,15802.0,8886.0,-1576.0,328.0,-1147.0,2325.0,1097.0,4159.0,5497.0,152.0,1339.0,5172.0,-310.0,14504.0,12685.0,1298.0,3117.0,100,53.7,2.9,0.6,9.2,21.7,3.1,7.3,39.7,1.3,16.9,9.3,0.2,92.3,78.7,7.7,21.3,230,19.0,11.0,7.0,16.0,34.0,21.0,23.0,65.0,12.0,19.0,42.0,5.0,100.0,175.0,42.4,19.8,61.2,28.7,42.4,19.3,61.2,28.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.689093209531,LONG,0.898653197245,SHORT,-0.405465486183,SHORT,2015-01-19,-6464.4,2095.35,-0.023162369619,-6464.4,3794.48,-0.000632264288255,-0.405209124836,-0.385509957722,-6464.4,-39962.24,0.0534052924513,0.235616250733,-6464.4,5485.31
449,449,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-01-20,20.01.2015,99741,CME,0,99,450262,247118,13740,3562,33809,96364,13357,32373,176807,7098,73062,43984,1327,411706,356239,38556,94023,27836.0,20078.0,1621.0,1037.0,-4971.0,4689.0,230.0,1534.0,9265.0,1695.0,1849.0,4822.0,351.0,21803.0,23710.0,6033.0,4126.0,100,54.9,3.1,0.8,7.5,21.4,3.0,7.2,39.3,1.6,16.2,9.8,0.3,91.4,79.1,8.6,20.9,237,21.0,14.0,7.0,20.0,34.0,24.0,26.0,62.0,13.0,20.0,39.0,6.0,109.0,178.0,42.1,19.0,60.2,29.0,42.1,18.6,60.2,28.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.690477101061,LONG,0.89465532972,SHORT,-0.480552802809,SHORT,2015-01-26,2288.72,2098.24,-0.075087316626,2288.72,6083.2,-0.00574787924851,-0.477790643326,-0.415591008183,2288.72,-37673.52,0.0490860099431,0.23971699816,2288.72,7774.03
450,450,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-01-27,27.01.2015,99741,CME,0,99,449726,242417,13348,4190,40261,95725,15189,27853,166533,5109,77189,52596,2541,414749,355231,34977,94495,-536.0,-4701.0,-392.0,628.0,6452.0,-639.0,1832.0,-4520.0,-10274.0,-1989.0,4127.0,8612.0,1214.0,3043.0,-1008.0,-3579.0,472.0,100,53.9,3.0,0.9,9.0,21.3,3.4,6.2,37.0,1.1,17.2,11.7,0.6,92.2,79.0,7.8,21.0,248,21.0,12.0,6.0,22.0,31.0,24.0,31.0,57.0,10.0,24.0,49.0,12.0,118.0,182.0,40.8,20.2,59.6,29.4,40.8,19.8,59.6,28.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.713425864003,LONG,0.895622935116,SHORT,-0.407865515568,SHORT,2015-02-02,1794.98,1670.81,0.072687287241,1794.98,7878.18,-0.00648069511955,-0.405222263512,-0.470006527307,1794.98,-35878.54,0.0460949403622,0.233093998309,1794.98,9569.01
451,451,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-02-03,03.02.2015,99741,CME,0,99,457209,253074,12145,4369,39423,98026,14673,25027,180585,4759,78466,48579,2299,422090,365435,35119,91774,7483.0,10657.0,-1203.0,179.0,-838.0,2301.0,-516.0,-2826.0,14052.0,-350.0,1277.0,-4017.0,-242.0,7341.0,10204.0,142.0,-2721.0,100,55.4,2.7,1.0,8.6,21.4,3.2,5.5,39.5,1.0,17.2,10.6,0.5,92.3,79.9,7.7,20.1,240,21.0,11.0,8.0,21.0,33.0,25.0,26.0,60.0,12.0,27.0,41.0,10.0,115.0,180.0,42.5,21.2,60.8,31.2,42.5,21.0,60.8,30.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.756560901115,LONG,0.908415309612,SHORT,-0.426361777823,SHORT,2015-02-09,1652.26,1471.29,-0.018496262255,1652.26,9530.44,-0.0194021088746,-0.41808946019,-0.409296867815,1652.26,-34226.28,0.0554413504826,0.235285708401,1652.26,11221.27
452,452,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-02-10,10.02.2015,99741,CME,0,99,444139,243865,13861,4479,38712,89694,15505,26289,185271,4515,73132,42362,4080,410577,359767,33562,84372,-13070.0,-9209.0,1716.0,110.0,-711.0,-8332.0,832.0,1262.0,4686.0,-244.0,-5334.0,-6217.0,1781.0,-11513.0,-5668.0,-1557.0,-7402.0,100,54.9,3.1,1.0,8.7,20.2,3.5,5.9,41.7,1.0,16.5,9.5,0.9,92.4,81.0,7.6,19.0,238,20.0,12.0,7.0,19.0,37.0,26.0,21.0,65.0,14.0,29.0,35.0,12.0,115.0,182.0,42.8,20.6,61.7,30.6,42.4,20.6,61.2,29.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.751474758934,LONG,0.892436153124,SHORT,-0.397037521611,SHORT,2015-02-16,1521.2,1321.31,0.029324256212,1521.2,11051.64,0.0167728903491,-0.403696988425,-0.423188707307,1521.2,-32705.08,0.0617237117377,0.22946523933,1521.2,12742.47
453,453,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-02-17,17.02.2015,99741,CME,0,99,438411,235635,15054,4604,41110,91655,15952,27173,179139,5076,70765,36775,3561,403876,351816,34535,86595,-5728.0,-8230.0,1193.0,125.0,2398.0,1961.0,447.0,884.0,-6132.0,561.0,-2367.0,-5587.0,-519.0,-6701.0,-7951.0,973.0,2223.0,100,53.7,3.4,1.1,9.4,20.9,3.6,6.2,40.9,1.2,16.1,8.4,0.8,92.1,80.2,7.9,19.8,235,20.0,13.0,8.0,21.0,37.0,24.0,24.0,62.0,17.0,30.0,28.0,13.0,119.0,178.0,41.1,20.5,60.1,30.4,40.6,20.5,59.7,29.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.736583427043,LONG,0.879898998361,SHORT,-0.380710277558,SHORT,2015-02-23,1674.01,1382.14,0.016327244053,1674.01,12725.65,-0.00528255161157,-0.378699155868,-0.394470150407,1674.01,-31031.07,0.0553672527345,0.217640689462,1674.01,14416.48
454,454,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-02-24,24.02.2015,99741,CME,0,99,431217,226718,18461,5052,41021,89828,14746,26742,176724,5292,72235,32478,3865,395671,346446,35546,84771,-7194.0,-8917.0,3407.0,448.0,-89.0,-1827.0,-1206.0,-431.0,-2415.0,216.0,1470.0,-4297.0,304.0,-8205.0,-5370.0,1011.0,-1824.0,100,52.6,4.3,1.2,9.5,20.8,3.4,6.2,41.0,1.2,16.8,7.5,0.9,91.8,80.3,8.2,19.7,227,18.0,14.0,7.0,19.0,36.0,22.0,21.0,60.0,16.0,31.0,28.0,15.0,115.0,172.0,39.6,20.2,59.3,30.0,39.2,20.2,58.8,29.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.737135442777,LONG,0.849407983555,SHORT,-0.373002468494,SHORT,2015-03-02,-14443.08,1364.23,0.007707809064,-14443.08,-1717.43,0.0062464010606,-0.375332391509,-0.379957373511,-14443.08,-45474.15,0.0520682345722,0.126611300294,-14443.08,-26.6
455,455,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-03-03,03.03.2015,99741,CME,0,99,440733,227513,24556,3585,45080,88986,16591,27440,172579,6543,72582,34236,5343,404677,352419,36056,88314,9516.0,795.0,6095.0,-1467.0,4059.0,-842.0,1845.0,698.0,-4145.0,1251.0,347.0,1758.0,1478.0,9006.0,5973.0,510.0,3543.0,100,51.6,5.6,0.8,10.2,20.2,3.8,6.2,39.2,1.5,16.5,7.8,1.2,91.8,80.0,8.2,20.0,233,18.0,13.0,9.0,22.0,29.0,22.0,22.0,65.0,18.0,33.0,31.0,16.0,120.0,178.0,39.1,19.8,58.4,28.8,38.6,19.8,57.8,28.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.725626065524,LONG,0.805164458938,SHORT,-0.327495412707,SHORT,2015-03-09,-10213.23,1225.88,0.045507055787,-10213.23,-11930.66,0.00316102568652,-0.328530634119,-0.366776411681,-10213.23,-55687.38,0.0480782090659,0.172279539351,-10213.23,-10239.83
456,456,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-03-10,10.03.2015,99741,CME,0,99,496465,224842,30059,17098,45013,86338,18553,44633,173805,21346,74755,46634,9872,456112,403705,40353,92760,55732.0,-2671.0,5503.0,13513.0,-67.0,-2648.0,1962.0,17193.0,1226.0,14803.0,2173.0,12398.0,4529.0,51435.0,51286.0,4297.0,4446.0,100,45.3,6.1,3.4,9.1,17.4,3.7,9.0,35.0,4.3,15.1,9.4,2.0,91.9,81.3,8.1,18.7,249,19.0,17.0,13.0,23.0,27.0,23.0,31.0,63.0,31.0,27.0,38.0,15.0,135.0,196.0,33.8,17.3,51.4,26.0,32.4,17.1,49.5,25.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.591343996924,LONG,0.764151572571,SHORT,-0.314615039094,SHORT,2015-03-16,2238.42,-13100.16,0.012880373613,2238.42,-9692.24,0.0011067038125,-0.314963224757,-0.325740906394,2238.42,-53448.96,0.0444104851962,0.174932941165,2238.42,-8001.41
457,457,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-03-17,17.03.2015,99741,CME,0,99,449508,180155,8485,1709,44506,96368,17943,28948,173161,3305,132782,54462,3541,412889,358974,36619,90534,-46957.0,-44687.0,-21574.0,-15389.0,-507.0,10030.0,-610.0,-15685.0,-644.0,-18041.0,58027.0,7828.0,-6331.0,-43223.0,-44731.0,-3734.0,-2226.0,100,40.1,1.9,0.4,9.9,21.4,4.0,6.4,38.5,0.7,29.5,12.1,0.8,91.9,79.9,8.1,20.1,234,15.0,10.0,7.0,21.0,28.0,22.0,25.0,64.0,12.0,30.0,40.0,13.0,112.0,176.0,50.2,20.8,59.2,29.7,50.1,20.5,59.1,29.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.71354071318,LONG,0.91004028838,SHORT,-0.368144583103,SHORT,2015-03-23,2222.2,2045.46,-0.053529544009,2222.2,-7470.04,0.0102720864428,-0.371926196084,-0.322638601073,2222.2,-51226.76,0.0472048675977,0.20353351311,2222.2,-5779.21
458,458,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-03-24,24.03.2015,99741,CME,0,99,460950,200278,7690,1200,45526,96903,17742,20642,190872,3512,132554,52643,1773,423227,372335,37723,88615,11442.0,20123.0,-795.0,-509.0,1020.0,535.0,-201.0,-8306.0,17711.0,207.0,-228.0,-1819.0,-1768.0,10338.0,13361.0,1104.0,-1919.0,100,43.4,1.7,0.3,9.9,21.0,3.8,4.5,41.4,0.8,28.8,11.4,0.4,91.8,80.8,8.2,19.2,240,20.0,9.0,6.0,23.0,28.0,22.0,23.0,67.0,15.0,32.0,37.0,11.0,120.0,174.0,50.6,23.9,60.6,33.9,50.6,23.9,60.5,33.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.804816702441,LONG,0.926046314818,SHORT,-0.360720078074,SHORT,2015-03-30,2308.37,2048.28,0.007424505029,2308.37,-5161.67,0.00245365896616,-0.361605162128,-0.367229064166,2308.37,-48918.39,0.0440440631035,0.203938253736,2308.37,-3470.84
459,459,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-03-31,31.03.2015,99741,CME,0,99,459746,208623,9791,1465,46126,99828,14903,21400,182074,3744,122178,58725,2926,421365,373456,38381,86290,-1204.0,8345.0,2101.0,265.0,600.0,2925.0,-2839.0,758.0,-8798.0,232.0,-10376.0,6082.0,1153.0,-1862.0,1121.0,658.0,-2325.0,100,45.4,2.1,0.3,10.0,21.7,3.2,4.7,39.6,0.8,26.6,12.8,0.6,91.7,81.2,8.3,18.8,237,21.0,8.0,6.0,23.0,30.0,22.0,26.0,62.0,18.0,27.0,39.0,12.0,122.0,173.0,52.2,23.5,61.9,33.2,52.1,23.5,61.8,33.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.789653714971,LONG,0.910344574981,SHORT,-0.36793784343,SHORT,2015-04-06,-14967.64,1550.32,-0.007217765356,-14967.64,-20129.31,-0.013576395519,-0.362942573741,-0.361031227467,-14967.64,-63886.03,0.0481363121533,0.200648469269,-14967.64,-18438.48
460,460,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-04-07,07.04.2015,99741,CME,0,99,441624,193390,8564,919,43631,99896,15291,15124,169767,4702,128195,57366,2036,403288,358541,38336,83083,-18122.0,-15233.0,-1227.0,-546.0,-2495.0,68.0,388.0,-6276.0,-12307.0,958.0,6017.0,-1359.0,-890.0,-18077.0,-14915.0,-45.0,-3207.0,100,43.8,1.9,0.2,9.9,22.6,3.5,3.4,38.4,1.1,29.0,13.0,0.5,91.3,81.2,8.7,18.8,229,21.0,7.0,5.0,21.0,29.0,20.0,21.0,64.0,22.0,30.0,35.0,12.0,118.0,170.0,52.6,24.2,60.6,33.5,52.5,24.2,60.4,33.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.83640090648,LONG,0.915188607307,SHORT,-0.39201683307,SHORT,2015-04-13,1982.23,994.59,-0.02407898964,1982.23,-18147.08,0.00105836797082,-0.39243173113,-0.371366987708,1982.23,-61903.8,0.0444359936151,0.198214232133,1982.23,-16456.25
461,461,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-04-14,14.04.2015,99741,CME,0,99,453518,188977,11333,883,49209,104256,13604,24209,173013,5443,127498,56338,3382,413205,368252,40313,85266,11894.0,-4413.0,2769.0,-36.0,5578.0,4360.0,-1687.0,9085.0,3246.0,741.0,-697.0,-1028.0,1346.0,9917.0,9711.0,1977.0,2183.0,100,41.7,2.5,0.2,10.9,23.0,3.0,5.3,38.1,1.2,28.1,12.4,0.7,91.1,81.2,8.9,18.8,238,21.0,9.0,6.0,23.0,30.0,21.0,26.0,60.0,21.0,31.0,36.0,12.0,126.0,172.0,50.8,24.0,59.0,33.2,50.7,24.0,58.9,33.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.75450000507,LONG,0.886845389646,SHORT,-0.358694164793,SHORT,2015-04-20,1845.85,1697.74,0.033322668277,1845.85,-16301.23,-0.0024554512334,-0.357813408764,-0.387228353667,1845.85,-60057.95,0.0414477447586,0.152544760469,1845.85,-14610.4
462,462,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-04-21,21.04.2015,99741,CME,0,99,457610,186085,10458,1460,52098,112433,13872,28537,167961,5545,126830,59118,3173,417600,374020,40010,83590,4092.0,-2892.0,-875.0,577.0,2889.0,8177.0,268.0,4328.0,-5052.0,102.0,-668.0,2780.0,-209.0,4395.0,5768.0,-303.0,-1676.0,100,40.7,2.3,0.3,11.4,24.6,3.0,6.2,36.7,1.2,27.7,12.9,0.7,91.3,81.7,8.7,18.3,247,23.0,10.0,8.0,25.0,29.0,22.0,30.0,61.0,21.0,28.0,40.0,11.0,129.0,180.0,49.8,24.3,58.2,33.9,49.8,24.3,58.0,33.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.709544117497,LONG,0.893580539627,SHORT,-0.366709009244,SHORT,2015-04-27,1961.43,-6971.53,-0.008014844451,1961.43,-14339.8,-0.00652942686368,-0.364314609588,-0.359481027064,1961.43,-58096.52,0.0405115068204,0.151602345589,1961.43,-12648.97
463,463,EURO FX - CHICAGO MERCANTILE EXCHANGE,2015-04-28,28.04.2015,99741,CME,0,99,456919,172840,22674,1889,57146,113116,14801,33188,157422,4412,129208,56244,2438,415922,372996,40997,83923,-691.0,-13245.0,12216.0,429.0,5048.0,683.0,929.0,4651.0,-10539.0,-1133.0,2378.0,-2874.0,-735.0,-1678.0,-1024.0,987.0,333.0,100,37.8,5.0,0.4,12.5,24.8,3.2,7.3,34.5,1.0,28.3,12.3,0.5,91.0,81.6,9.0,18.4,250,17.0,14.0,8.0,25.0,33.0,23.0,31.0,57.0,19.0,30.0,42.0,12.0,128.0,184.0,47.9,24.0,56.6,33.2,47.9,23.8,56.5,33.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.651770631132,LONG,0.768057530407,SHORT,-0.328728665234,SHORT,2015-05-04,2451.17,2254.41,0.03798034401,2451.17,-11888.63,0.00724542505568,-0.331110444142,-0.36172521013,2451.17,-55645.35,0.0419363342715,0.1543717909,2451.17,-10197.8
