,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
453,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-17,17.02.2015,096742,CME,0,96,170627,92781,9408,1008,8212,55018,3646,36864,55696,4414,5735,10963,400,153060,140553,17567,30074,-5339.0,-13987.0,35.0,-29.0,1857.0,-1593.0,932.0,3617.0,-1761.0,-843.0,1355.0,-463.0,394.0,-6704.0,-3328.0,1365.0,-2011.0,100,54.4,5.5,0.6,4.8,32.2,2.1,21.6,32.6,2.6,3.4,6.4,0.2,89.7,82.4,10.3,17.6,102,10.0,4.0,5.0,7.0,18.0,7.0,24.0,27.0,13.0,9.0,,,60.0,68.0,46.7,35.5,56.5,47.5,46.7,34.3,56.5,44.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.20345721694,LONG,0.815870592725,SHORT,-0.740249881385,SHORT
454,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-24,24.02.2015,096742,CME,0,96,169784,86801,10220,1029,9833,53976,2352,40426,56001,4341,6114,11797,554,151450,140270,18334,29514,-843.0,-5980.0,812.0,21.0,1621.0,-1042.0,-1294.0,3562.0,305.0,-73.0,379.0,834.0,154.0,-1610.0,-283.0,767.0,-560.0,100,51.1,6.0,0.6,5.8,31.8,1.4,23.8,33.0,2.6,3.6,6.9,0.3,89.2,82.6,10.8,17.4,107,10.0,6.0,5.0,8.0,17.0,8.0,24.0,27.0,11.0,9.0,6.0,,60.0,72.0,43.8,33.8,54.2,47.3,43.8,32.7,54.2,44.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.161521150715,LONG,0.789323960792,SHORT,-0.691798962529,SHORT
455,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-03,03.03.2015,096742,CME,0,96,165737,80773,9855,1164,12509,54551,2285,40359,53517,4442,4620,11846,247,146399,137907,19338,27830,-4047.0,-6028.0,-365.0,135.0,2676.0,575.0,-67.0,-67.0,-2484.0,101.0,-1494.0,49.0,-307.0,-5051.0,-2363.0,1004.0,-1684.0,100,48.7,5.9,0.7,7.5,32.9,1.4,24.4,32.3,2.7,2.8,7.1,0.1,88.3,83.2,11.7,16.8,110,10.0,7.0,6.0,8.0,18.0,8.0,25.0,30.0,10.0,7.0,5.0,,63.0,72.0,41.7,33.8,52.3,45.4,41.7,32.6,52.3,43.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.140163620095,LONG,0.782517544247,SHORT,-0.626931106472,SHORT
456,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-10,10.03.2015,096742,CME,0,96,205166,98642,12752,15343,12057,54561,2303,41346,61602,11615,6013,14084,516,187835,172776,17331,32390,39429.0,17869.0,2897.0,14179.0,-452.0,10.0,18.0,987.0,8085.0,7173.0,1393.0,2238.0,269.0,41436.0,34869.0,-2007.0,4560.0,100,48.1,6.2,7.5,5.9,26.6,1.1,20.2,30.0,5.7,2.9,6.9,0.3,91.6,84.2,8.4,15.8,118,9.0,8.0,5.0,8.0,19.0,7.0,25.0,35.0,15.0,8.0,5.0,,62.0,84.0,41.8,25.8,55.3,40.4,41.8,24.8,50.8,36.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.196759529083,LONG,0.771046914556,SHORT,-0.638025758804,SHORT
457,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-17,17.03.2015,096742,CME,0,96,188238,105705,5271,800,9253,57851,3146,44544,66434,4435,6329,14500,0,174212,152437,14026,35801,-16928.0,7063.0,-7481.0,-14543.0,-2804.0,3290.0,843.0,3198.0,4832.0,-7180.0,316.0,416.0,-516.0,-13623.0,-20339.0,-3305.0,3411.0,100,56.2,2.8,0.4,4.9,30.7,1.7,23.7,35.3,2.4,3.4,7.7,0.0,92.5,81.0,7.5,19.0,115,9.0,6.0,,6.0,21.0,7.0,27.0,32.0,9.0,9.0,5.0,0.0,58.0,74.0,46.9,26.7,59.9,38.6,46.9,25.7,59.5,36.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.197246301069,LONG,0.905006487889,SHORT,-0.724219122556,SHORT
458,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-24,24.03.2015,096742,CME,0,96,178140,106131,2744,938,10069,58481,2470,33826,57922,6019,4301,14879,68,163822,143521,14318,34619,-10098.0,426.0,-2527.0,138.0,816.0,630.0,-676.0,-10718.0,-8512.0,1584.0,-2028.0,379.0,68.0,-10390.0,-8916.0,292.0,-1182.0,100,59.6,1.5,0.5,5.7,32.8,1.4,19.0,32.5,3.4,2.4,8.4,0.0,92.0,80.6,8.0,19.4,108,9.0,4.0,4.0,7.0,20.0,6.0,24.0,31.0,11.0,7.0,6.0,,54.0,76.0,49.2,29.0,63.1,40.4,49.2,26.2,62.7,37.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.262632427955,LONG,0.949593570608,SHORT,-0.706229029905,SHORT
459,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-31,31.03.2015,096742,CME,0,96,182514,111247,3140,1609,8537,61411,1461,33754,58094,6871,4866,16770,0,168345,149356,14169,33158,4374.0,5116.0,396.0,671.0,-1532.0,2930.0,-1009.0,-72.0,172.0,852.0,565.0,1891.0,-68.0,4523.0,5835.0,-149.0,-1461.0,100,61.0,1.7,0.9,4.7,33.6,0.8,18.5,31.8,3.8,2.7,9.2,0.0,92.2,81.8,7.8,18.2,111,10.0,4.0,,6.0,21.0,7.0,25.0,31.0,10.0,7.0,7.0,0.0,56.0,75.0,49.8,30.7,63.8,41.2,49.8,28.0,63.3,38.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.265003048515,LONG,0.945098656316,SHORT,-0.755904386115,SHORT
460,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-07,07.04.2015,096742,CME,0,96,185219,112342,4742,2299,8787,59196,1709,34149,63858,6516,4256,14441,0,170058,152761,15161,32458,2705.0,1095.0,1602.0,690.0,250.0,-2215.0,248.0,395.0,5764.0,-355.0,-610.0,-2329.0,0.0,1713.0,3405.0,992.0,-700.0,100,60.7,2.6,1.2,4.7,32.0,0.9,18.4,34.5,3.5,2.3,7.8,0.0,91.8,82.5,8.2,17.5,112,8.0,5.0,,7.0,19.0,7.0,24.0,36.0,9.0,6.0,7.0,0.0,51.0,80.0,50.2,32.7,64.5,43.0,50.2,30.0,64.1,40.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.303131408981,LONG,0.918998325988,SHORT,-0.741494197079,SHORT
461,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-14,14.04.2015,096742,CME,0,96,189513,118865,5344,1887,10571,65899,881,31102,56171,6008,3985,15431,0,173299,151621,16214,37892,4294.0,6523.0,602.0,-412.0,1784.0,6703.0,-828.0,-3047.0,-7687.0,-508.0,-271.0,990.0,0.0,3241.0,-1140.0,1053.0,5434.0,100,62.7,2.8,1.0,5.6,34.8,0.5,16.4,29.6,3.2,2.1,8.1,0.0,91.4,80.0,8.6,20.0,108,9.0,5.0,,7.0,20.0,6.0,20.0,34.0,10.0,5.0,8.0,0.0,50.0,77.0,50.6,31.0,65.3,41.7,50.6,28.9,64.9,39.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.287248060683,LONG,0.913951484997,SHORT,-0.723525565581,SHORT
462,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-21,21.04.2015,096742,CME,0,96,175066,104482,5610,1758,12698,64267,955,31834,49975,4925,4171,15117,0,160823,142607,14243,32459,-14447.0,-14383.0,266.0,-129.0,2127.0,-1632.0,74.0,732.0,-6196.0,-1083.0,186.0,-314.0,0.0,-12476.0,-9014.0,-1971.0,-5433.0,100,59.7,3.2,1.0,7.3,36.7,0.5,18.2,28.5,2.8,2.4,8.6,0.0,91.9,81.5,8.1,18.5,114,9.0,6.0,,8.0,20.0,7.0,22.0,36.0,10.0,5.0,8.0,0.0,54.0,80.0,52.5,33.1,63.5,44.2,52.5,30.8,63.0,41.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.221748218411,LONG,0.898085237801,SHORT,-0.670031832651,SHORT
463,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-28,28.04.2015,096742,CME,0,96,171698,97716,7196,2027,13844,64915,865,26679,46492,5741,5926,14932,173,152971,142341,18727,29357,-3368.0,-6766.0,1586.0,269.0,1146.0,648.0,-90.0,-5155.0,-3483.0,816.0,1755.0,-185.0,173.0,-7852.0,-266.0,4484.0,-3102.0,100,56.9,4.2,1.2,8.1,37.8,0.5,15.5,27.1,3.3,3.5,8.7,0.1,89.1,82.9,10.9,17.1,111,8.0,8.0,,9.0,20.0,6.0,17.0,35.0,12.0,8.0,6.0,,53.0,80.0,52.0,29.5,63.0,41.4,51.9,29.0,62.4,39.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.270776673819,LONG,0.862818362056,SHORT,-0.648446526746,SHORT
464,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-05,05.05.2015,096742,CME,0,96,173468,94073,30183,961,13270,62586,910,35370,32107,3396,4772,17024,548,153300,147715,20168,25753,1770.0,-3643.0,22987.0,-1066.0,-574.0,-2329.0,45.0,8691.0,-14385.0,-2345.0,-1154.0,2092.0,375.0,329.0,5374.0,1441.0,-3604.0,100,54.2,17.4,0.6,7.6,36.1,0.5,20.4,18.5,2.0,2.8,9.8,0.3,88.4,85.2,11.6,14.8,112,8.0,8.0,4.0,9.0,19.0,7.0,22.0,30.0,16.0,6.0,10.0,,58.0,82.0,49.3,37.7,62.9,48.6,49.3,37.4,61.4,48.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.048357218015,SHORT,0.514180401751,SHORT,-0.650126555579,SHORT
465,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-12,12.05.2015,096742,CME,0,96,183586,97261,32743,1181,12934,60881,831,42746,36799,1101,6874,21174,0,162928,154710,20658,28876,10118.0,3188.0,2560.0,220.0,-336.0,-1705.0,-79.0,7376.0,4692.0,-2295.0,2102.0,4150.0,-548.0,9628.0,6995.0,490.0,3123.0,100,53.0,17.8,0.6,7.0,33.2,0.5,23.3,20.0,0.6,3.7,11.5,0.0,88.7,84.3,11.3,15.7,115,8.0,8.0,,9.0,18.0,6.0,22.0,30.0,12.0,9.0,11.0,0.0,58.0,78.0,46.6,36.9,61.8,48.0,46.6,36.6,61.3,47.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0747627129298,SHORT,0.49627703763,SHORT,-0.649556323241,SHORT
466,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-19,19.05.2015,096742,CME,0,96,182607,80290,41489,912,13535,61695,870,57782,32424,1193,4840,20813,289,159711,159685,22896,22922,-979.0,-16971.0,8746.0,-269.0,601.0,814.0,39.0,15036.0,-4375.0,92.0,-2034.0,-361.0,289.0,-3217.0,4975.0,2238.0,-5954.0,100,44.0,22.7,0.5,7.4,33.8,0.5,31.6,17.8,0.7,2.7,11.4,0.2,87.5,87.4,12.5,12.6,119,9.0,8.0,4.0,9.0,18.0,6.0,31.0,25.0,10.0,7.0,12.0,,65.0,75.0,47.5,40.7,59.2,51.8,47.5,40.4,58.7,51.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.281112121145,SHORT,0.318618152555,SHORT,-0.640170144889,SHORT
467,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-26,26.05.2015,096742,CME,0,96,176797,73400,37887,994,12881,61976,948,59513,26911,1916,4469,22163,274,154395,153069,22402,23728,-5810.0,-6890.0,-3602.0,82.0,-654.0,281.0,78.0,1731.0,-5513.0,723.0,-371.0,1350.0,-15.0,-5316.0,-6616.0,-494.0,806.0,100,41.5,21.4,0.6,7.3,35.1,0.5,33.7,15.2,1.1,2.5,12.5,0.2,87.3,86.6,12.7,13.4,111,8.0,9.0,5.0,8.0,17.0,7.0,26.0,23.0,10.0,6.0,14.0,,60.0,74.0,52.5,40.4,63.1,51.9,52.4,40.1,62.6,51.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.37723317597,SHORT,0.319111845948,SHORT,-0.655850488264,SHORT
468,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-02,02.06.2015,096742,CME,0,96,175291,74112,32992,1225,11306,64052,902,56861,25064,3378,4605,21920,548,152937,150081,22354,25210,-1506.0,712.0,-4895.0,231.0,-1575.0,2076.0,-46.0,-2652.0,-1847.0,1462.0,136.0,-243.0,274.0,-1458.0,-2988.0,-48.0,1482.0,100,42.3,18.8,0.7,6.4,36.5,0.5,32.4,14.3,1.9,2.6,12.5,0.3,87.2,85.6,12.8,14.4,110,9.0,8.0,6.0,7.0,18.0,6.0,25.0,22.0,13.0,6.0,15.0,,59.0,77.0,52.5,38.6,63.1,50.1,52.5,38.3,62.6,49.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.388123283491,SHORT,0.383925903794,SHORT,-0.69993895804,SHORT
469,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-09,09.06.2015,096742,CME,0,96,181049,76298,31921,6052,12053,62980,870,53491,29644,6055,3990,19124,142,158951,156788,22098,24261,5758.0,2186.0,-1071.0,4827.0,747.0,-1072.0,-32.0,-3370.0,4580.0,2677.0,-615.0,-2796.0,-406.0,6014.0,6707.0,-256.0,-949.0,100,42.1,17.6,3.3,6.7,34.8,0.5,29.5,16.4,3.3,2.2,10.6,0.1,87.8,86.6,12.2,13.4,112,10.0,8.0,6.0,9.0,16.0,5.0,29.0,20.0,17.0,7.0,12.0,,67.0,74.0,50.8,36.6,61.0,49.1,49.6,36.3,59.3,47.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.286846695134,SHORT,0.41006662416,SHORT,-0.678728026335,SHORT
470,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-16,16.06.2015,096742,CME ,0,96,146635,45321,8762,543,15111,60824,850,55162,33901,1434,4725,16719,54,123200,123087,23435,23548,-34414.0,-30977.0,-23159.0,-5509.0,3058.0,-2156.0,-20.0,1671.0,4257.0,-4621.0,735.0,-2405.0,-88.0,-35751.0,-33701.0,1337.0,-713.0,100,30.9,6.0,0.4,10.3,41.5,0.6,37.6,23.1,1.0,3.2,11.4,0.0,84.0,83.9,16.0,16.1,105,5.0,9.0,,10.0,15.0,6.0,21.0,26.0,8.0,7.0,12.0,,53.0,69.0,53.2,33.8,63.6,45.7,53.2,33.4,63.4,45.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.238718659825,SHORT,0.675979512971,SHORT,-0.602001711991,SHORT
471,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-23,23.06.2015,096742,CME ,0,96,178641,44580,28376,651,22477,60743,792,74604,46387,1294,5687,18449,164,150249,156856,28392,21785,32006.0,-741.0,19614.0,108.0,7366.0,-81.0,-58.0,19442.0,12486.0,-140.0,962.0,1730.0,110.0,27049.0,33769.0,4957.0,-1763.0,100,25.0,15.9,0.4,12.6,34.0,0.4,41.8,26.0,0.7,3.2,10.3,0.1,84.1,87.8,15.9,12.2,119,6.0,10.0,4.0,10.0,15.0,5.0,27.0,31.0,5.0,8.0,12.0,,58.0,76.0,48.7,33.5,58.7,49.0,48.7,33.2,58.6,48.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.233215693729,SHORT,0.222106475136,SHORT,-0.459817351598,SHORT
472,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-30,30.06.2015,096742,CME ,0,96,181413,44340,41161,674,21919,61457,1067,81166,37909,1028,5191,17730,488,155873,161514,25540,19899,2772.0,-240.0,12785.0,23.0,-558.0,714.0,275.0,6562.0,-8478.0,-266.0,-496.0,-719.0,324.0,5624.0,4658.0,-2852.0,-1886.0,100,24.4,22.7,0.4,12.1,33.9,0.6,44.7,20.9,0.6,2.9,9.8,0.3,85.9,89.0,14.1,11.0,115,6.0,9.0,4.0,10.0,17.0,7.0,27.0,27.0,6.0,7.0,12.0,,59.0,75.0,50.1,36.1,60.3,50.6,50.1,35.9,60.2,50.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.363275246693,SHORT,0.0371808516859,SHORT,-0.47421320284,SHORT
473,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-07,07.07.2015,096742,CME ,0,96,168480,46421,28756,1160,8034,60850,2364,80110,35391,1503,4662,16032,0,144254,146056,24226,22424,-12933.0,2081.0,-12405.0,486.0,-13885.0,-607.0,1297.0,-1056.0,-2518.0,475.0,-529.0,-1698.0,-488.0,-11619.0,-15458.0,-1314.0,2525.0,100,27.6,17.1,0.7,4.8,36.1,1.4,47.5,21.0,0.9,2.8,9.5,0.0,85.6,86.7,14.4,13.3,112,7.0,9.0,,6.0,19.0,8.0,30.0,25.0,8.0,5.0,11.0,0.0,59.0,72.0,54.0,35.2,62.9,50.2,54.0,34.9,62.8,49.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.38717413702,SHORT,0.234978783404,SHORT,-0.766738284652,SHORT
474,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-14,14.07.2015,096742,CME ,0,96,157073,46007,24657,1236,6801,63203,1977,72945,27679,1443,3954,15154,0,134363,135349,22710,21724,-11407.0,-414.0,-4099.0,76.0,-1233.0,2353.0,-387.0,-7165.0,-7712.0,-60.0,-708.0,-878.0,0.0,-9891.0,-10707.0,-1516.0,-700.0,100,29.3,15.7,0.8,4.3,40.2,1.3,46.4,17.6,0.9,2.5,9.6,0.0,85.5,86.2,14.5,13.8,101,6.0,9.0,,5.0,20.0,8.0,27.0,20.0,8.0,4.0,10.0,0.0,52.0,68.0,57.2,36.0,66.2,51.4,57.2,35.7,66.1,51.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.449852917793,SHORT,0.302134042794,SHORT,-0.805696817325,SHORT
475,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-21,21.07.2015,096742,CME ,0,96,164779,46064,32659,1241,10297,61088,1379,74423,31099,1569,6890,14661,24,141887,143720,22892,21059,7706.0,57.0,8002.0,5.0,3496.0,-2115.0,-598.0,1478.0,3420.0,126.0,2936.0,-493.0,24.0,7524.0,8371.0,182.0,-665.0,100,28.0,19.8,0.8,6.2,37.1,0.8,45.2,18.9,1.0,4.2,8.9,0.0,86.1,87.2,13.9,12.8,108,6.0,9.0,,7.0,20.0,8.0,26.0,24.0,14.0,7.0,9.0,,59.0,75.0,56.1,36.9,64.7,50.6,56.1,36.6,64.7,50.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.410568412274,SHORT,0.170280604144,SHORT,-0.711508019892,SHORT
476,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-28,28.07.2015,096742,CME ,0,96,173295,45769,42185,1335,14904,62517,2133,74069,27700,2250,7912,14874,24,148396,153018,24899,20277,8516.0,-295.0,9526.0,94.0,4607.0,1429.0,754.0,-354.0,-3399.0,681.0,1022.0,213.0,0.0,6509.0,9298.0,2007.0,-782.0,100,26.4,24.3,0.8,8.6,36.1,1.2,42.7,16.0,1.3,4.6,8.6,0.0,85.6,88.3,14.4,11.7,114,7.0,8.0,,7.0,21.0,8.0,30.0,24.0,11.0,7.0,10.0,,63.0,74.0,54.2,38.0,63.6,53.3,54.2,37.7,63.5,52.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.455629906946,SHORT,0.0407485731178,SHORT,-0.614988181501,SHORT
477,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-04,04.08.2015,096742,CME ,0,96,169224,46762,39074,1011,15923,62190,1240,71764,25928,2124,7209,14627,24,146057,146218,23167,23006,-4071.0,993.0,-3111.0,-324.0,1019.0,-327.0,-893.0,-2305.0,-1772.0,-126.0,-703.0,-247.0,0.0,-2339.0,-6800.0,-1732.0,2729.0,100,27.6,23.1,0.6,9.4,36.8,0.7,42.4,15.3,1.3,4.3,8.6,0.0,86.3,86.4,13.7,13.6,110,6.0,9.0,,8.0,19.0,6.0,30.0,23.0,13.0,6.0,9.0,,61.0,72.0,52.3,38.6,62.1,53.2,52.3,38.3,62.0,52.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.469188879335,SHORT,0.0895661494012,SHORT,-0.592308578598,SHORT
478,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-11,11.08.2015,096742,CME ,0,96,158247,48178,29230,1256,10930,62139,869,66185,27180,1593,5586,14633,24,134621,136924,23626,21323,-10977.0,1416.0,-9844.0,245.0,-4993.0,-51.0,-371.0,-5579.0,1252.0,-531.0,-1623.0,6.0,0.0,-11436.0,-9294.0,459.0,-1683.0,100,30.4,18.5,0.8,6.9,39.3,0.5,41.8,17.2,1.0,3.5,9.2,0.0,85.1,86.5,14.9,13.5,107,6.0,9.0,,8.0,19.0,6.0,29.0,22.0,8.0,5.0,9.0,,56.0,69.0,46.8,38.3,56.9,52.2,46.8,38.1,56.8,51.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.417768971242,SHORT,0.244780901199,SHORT,-0.700830721647,SHORT
479,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-18,18.08.2015,096742,CME ,0,96,172083,47345,36405,1260,16939,62240,1414,67705,31009,1855,7774,16529,24,144316,150736,27767,21347,13836.0,-833.0,7175.0,4.0,6009.0,101.0,545.0,1520.0,3829.0,262.0,2188.0,1896.0,0.0,9695.0,13812.0,4141.0,24.0,100,27.5,21.2,0.7,9.8,36.2,0.8,39.3,18.0,1.1,4.5,9.6,0.0,83.9,87.6,16.1,12.4,114,5.0,11.0,4.0,9.0,19.0,7.0,33.0,20.0,12.0,6.0,11.0,,64.0,74.0,43.0,37.9,53.6,51.4,43.0,37.7,53.6,50.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.371740583909,SHORT,0.130626865672,SHORT,-0.572134025436,SHORT
480,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-25,25.08.2015,096742,CME ,0,96,176962,47623,34627,1327,12807,71168,1480,79311,29647,2742,4002,15146,557,149849,156694,27113,20268,4879.0,278.0,-1778.0,67.0,-4132.0,8928.0,66.0,11606.0,-1362.0,887.0,-3772.0,-1383.0,533.0,5533.0,5958.0,-654.0,-1079.0,100,26.9,19.6,0.7,7.2,40.2,0.8,44.8,16.8,1.5,2.3,8.6,0.3,84.7,88.5,15.3,11.5,114,5.0,10.0,,8.0,22.0,7.0,35.0,19.0,12.0,5.0,10.0,,65.0,73.0,42.8,36.5,52.9,50.5,42.8,36.3,52.8,49.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.455808660218,SHORT,0.158006079027,SHORT,-0.694980649003,SHORT
481,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-01,01.09.2015,096742,CME ,0,96,170032,63016,9524,2139,8658,76323,1202,68291,31728,3044,2517,19474,533,149400,143967,20632,26065,-6930.0,15393.0,-25103.0,812.0,-4149.0,5155.0,-278.0,-11020.0,2081.0,302.0,-1485.0,4328.0,-24.0,-449.0,-12727.0,-6481.0,5797.0,100,37.1,5.6,1.3,5.1,44.9,0.7,40.2,18.7,1.8,1.5,11.5,0.3,87.9,84.7,12.1,15.3,111,9.0,6.0,4.0,6.0,24.0,7.0,33.0,17.0,15.0,4.0,12.0,,65.0,73.0,41.6,28.7,53.8,43.4,41.1,28.4,53.3,43.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.365560543497,SHORT,0.73741384064,SHORT,-0.796236805874,SHORT
482,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-08,08.09.2015,096742,CME ,0,96,186994,84307,8496,4736,11815,75238,1187,53722,39446,9809,2160,15554,24,167760,154490,19234,32504,16962.0,21291.0,-1028.0,2597.0,3157.0,-1085.0,-15.0,-14569.0,7718.0,6765.0,-357.0,-3920.0,-509.0,18360.0,10523.0,-1398.0,6439.0,100,45.1,4.5,2.5,6.3,40.2,0.6,28.7,21.1,5.2,1.2,8.3,0.0,89.7,82.6,10.3,17.4,111,9.0,8.0,5.0,6.0,22.0,6.0,25.0,26.0,23.0,4.0,8.0,,64.0,82.0,39.9,26.7,55.1,41.8,39.5,26.5,54.3,40.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.153228576335,SHORT,0.816902470825,SHORT,-0.728556166933,SHORT
